year;cod_mun;idhm
2013;04001;0.2
2013;04002;0.214
2013;04003;0.212
2013;04006;0.215
2013;04011;0.214
2013;04013;0.26
2013;04016;0.222
2013;04017;0.167
2013;04024;0.23
2013;04029;0.208
2013;04030;0.19
2013;04031;0.198
2013;04032;0.243
2013;04035;0.218
2013;04037;0.227
2013;04038;0.221
2013;04044;0.208
2013;04045;0.208
2013;04047;0.201
2013;04048;0.199
2013;04049;0.222
2013;04050;0.189
2013;04052;0.257
2013;04053;0.236
2013;04057;0.205
2013;04059;0.211
2013;04062;0.232
2013;04063;0.223
2013;04064;0.212
2013;04066;0.199
2013;04069;0.224
2013;04070;0.186
2013;04074;0.217
2013;04075;0.24
2013;04076;0.212
2013;04078;0.203
2013;04079;0.237
2013;04083;0.218
2013;04086;0.201
2013;04088;0.195
2013;04092;0.222
2013;04093;0.195
2013;04098;0.211
2013;04099;0.236
2013;04100;0.23
2013;04101;0.221
2013;04102;0.205
2013;04103;0.197
2013;04902;0.207
2013;04903;0.186
2013;11001;0.211
2013;11002;0.202
2013;11003;0.21
2013;11004;0.254
2013;11005;0.211
2013;11006;0.205
2013;11007;0.199
2013;11008;0.252
2013;11010;0.2
2013;11011;0.227
2013;11012;0.272
2013;11013;0.216
2013;11014;0.219
2013;11015;0.228
2013;11016;0.185
2013;11017;0.197
2013;11018;0.217
2013;11019;0.216
2013;11020;0.239
2013;11021;0.208
2013;11022;0.217
2013;11023;0.209
2013;11024;0.235
2013;11025;0.187
2013;11026;0.194
2013;11027;0.254
2013;11028;0.25
2013;11029;0.185
2013;11030;0.25
2013;11031;0.253
2013;11032;0.209
2013;11033;0.235
2013;11034;0.204
2013;11035;0.227
2013;11037;0.222
2013;11038;0.228
2013;11039;0.203
2013;11041;0.207
2013;11042;0.216
2013;11901;0.207
2013;11902;0.192
2013;14001;0.216
2013;14002;0.221
2013;14003;0.218
2013;14004;0.223
2013;14005;0.194
2013;14006;0.245
2013;14007;0.211
2013;14008;0.205
2013;14009;0.234
2013;14010;0.207
2013;14012;0.223
2013;14013;0.236
2013;14014;0.227
2013;14015;0.234
2013;14016;0.21
2013;14017;0.222
2013;14018;0.233
2013;14019;0.225
2013;14021;0.266
2013;14022;0.221
2013;14023;0.229
2013;14024;0.211
2013;14025;0.24
2013;14026;0.244
2013;14027;0.237
2013;14029;0.215
2013;14030;0.207
2013;14033;0.217
2013;14035;0.222
2013;14036;0.211
2013;14037;0.204
2013;14038;0.223
2013;14039;0.232
2013;14040;0.232
2013;14041;0.226
2013;14042;0.241
2013;14043;0.221
2013;14044;0.216
2013;14045;0.201
2013;14046;0.212
2013;14047;0.196
2013;14048;0.208
2013;14049;0.221
2013;14050;0.223
2013;14051;0.222
2013;14052;0.242
2013;14053;0.215
2013;14054;0.257
2013;14055;0.229
2013;14056;0.222
2013;14057;0.22
2013;14058;0.225
2013;14060;0.221
2013;14062;0.224
2013;14063;0.239
2013;14065;0.225
2013;14066;0.21
2013;14067;0.23
2013;14069;0.221
2013;14070;0.226
2013;14072;0.231
2013;14073;0.208
2013;14074;0.226
2013;18003;0.259
2013;18006;0.194
2013;18011;0.244
2013;18012;0.208
2013;18013;0.209
2013;18014;0.251
2013;18017;0.218
2013;18021;0.246
2013;18022;0.232
2013;18023;0.236
2013;18027;0.2
2013;18028;0.214
2013;18029;0.203
2013;18035;0.2
2013;18036;0.282
2013;18038;0.218
2013;18039;0.201
2013;18045;0.182
2013;18046;0.208
2013;18047;0.245
2013;18048;0.222
2013;18050;0.216
2013;18051;0.199
2013;18053;0.2
2013;18056;0.209
2013;18057;0.247
2013;18059;0.212
2013;18061;0.205
2013;18062;0.25
2013;18063;0.181
2013;18066;0.196
2013;18068;0.248
2013;18071;0.227
2013;18079;0.195
2013;18082;0.197
2013;18084;0.273
2013;18087;0.283
2013;18088;0.157
2013;18089;0.234
2013;18093;0.202
2013;18094;0.188
2013;18095;0.222
2013;18097;0.217
2013;18098;0.223
2013;18099;0.246
2013;18100;0.204
2013;18101;0.269
2013;18102;0.211
2013;18105;0.199
2013;18111;0.261
2013;18115;0.202
2013;18116;0.215
2013;18119;0.218
2013;18122;0.223
2013;18126;0.216
2013;18127;0.24
2013;18132;0.216
2013;18133;0.188
2013;18134;0.259
2013;18135;0.219
2013;18136;0.196
2013;18137;0.201
2013;18138;0.199
2013;18140;0.234
2013;18143;0.213
2013;18145;0.273
2013;18146;0.194
2013;18147;0.212
2013;18148;0.188
2013;18149;0.271
2013;18150;0.233
2013;18152;0.177
2013;18153;0.25
2013;18154;0.195
2013;18157;0.245
2013;18158;0.196
2013;18159;0.202
2013;18162;0.179
2013;18164;0.201
2013;18165;0.228
2013;18167;0.188
2013;18171;0.202
2013;18173;0.223
2013;18175;0.224
2013;18182;0.189
2013;18184;0.207
2013;18188;0.207
2013;18192;0.219
2013;18193;0.253
2013;18194;0.214
2013;18903;0.181
2013;18905;0.248
2013;18906;0.198
2013;18907;0.21
2013;18911;0.252
2013;18912;0.213
2013;21002;0.28
2013;21004;0.198
2013;21005;0.216
2013;21006;0.189
2013;21007;0.237
2013;21008;0.197
2013;21010;0.224
2013;21011;0.23
2013;21013;0.22
2013;21014;0.221
2013;21016;0.209
2013;21017;0.214
2013;21018;0.235
2013;21021;0.222
2013;21023;0.205
2013;21025;0.217
2013;21029;0.221
2013;21030;0.222
2013;21032;0.219
2013;21034;0.202
2013;21035;0.218
2013;21038;0.208
2013;21040;0.221
2013;21041;0.261
2013;21042;0.205
2013;21043;0.22
2013;21044;0.211
2013;21046;0.245
2013;21047;0.215
2013;21049;0.248
2013;21050;0.23
2013;21052;0.228
2013;21053;0.226
2013;21054;0.229
2013;21055;0.258
2013;21056;0.224
2013;21057;0.183
2013;21058;0.214
2013;21060;0.234
2013;21061;0.197
2013;21062;0.197
2013;21063;0.226
2013;21064;0.233
2013;21068;0.206
2013;21069;0.224
2013;21070;0.235
2013;21072;0.238
2013;21073;0.192
2013;21074;0.196
2013;21076;0.226
2013;21077;0.228
2013;21078;0.236
2013;23002;0.241
2013;23003;0.235
2013;23005;0.23
2013;23006;0.228
2013;23007;0.225
2013;23008;0.199
2013;23009;0.246
2013;23010;0.213
2013;23011;0.21
2013;23012;0.213
2013;23014;0.216
2013;23015;0.213
2013;23017;0.216
2013;23018;0.206
2013;23019;0.228
2013;23020;0.243
2013;23024;0.232
2013;23025;0.219
2013;23026;0.238
2013;23028;0.233
2013;23030;0.218
2013;23033;0.235
2013;23034;0.228
2013;23035;0.219
2013;23038;0.272
2013;23039;0.186
2013;23040;0.233
2013;23044;0.22
2013;23045;0.205
2013;23046;0.22
2013;23047;0.201
2013;23049;0.215
2013;23050;0.276
2013;23051;0.224
2013;23052;0.216
2013;23053;0.197
2013;23055;0.245
2013;23056;0.228
2013;23058;0.239
2013;23059;0.23
2013;23060;0.253
2013;23061;0.218
2013;23062;0.213
2013;23063;0.212
2013;23064;0.21
2013;23065;0.234
2013;23066;0.229
2013;23067;0.215
2013;23069;0.239
2013;23070;0.221
2013;23071;0.221
2013;23072;0.226
2013;23073;0.221
2013;23074;0.218
2013;23075;0.221
2013;23079;0.209
2013;23080;0.211
2013;23081;0.229
2013;23082;0.225
2013;23084;0.201
2013;23085;0.212
2013;23086;0.236
2013;23087;0.248
2013;23088;0.223
2013;23090;0.227
2013;23092;0.256
2013;23093;0.222
2013;23094;0.23
2013;23095;0.234
2013;23096;0.226
2013;23097;0.223
2013;23099;0.237
2013;23901;0.221
2013;23902;0.221
2013;23903;0.221
2013;23904;0.193
2013;23905;0.208
2013;29001;0.199
2013;29002;0.2
2013;29003;0.2
2013;29005;0.205
2013;29007;0.252
2013;29008;0.19
2013;29009;0.194
2013;29010;0.22
2013;29011;0.17
2013;29012;0.197
2013;29013;0.203
2013;29015;0.248
2013;29017;0.232
2013;29018;0.215
2013;29019;0.2
2013;29020;0.218
2013;29023;0.196
2013;29025;0.24
2013;29026;0.2
2013;29027;0.197
2013;29028;0.196
2013;29031;0.2
2013;29032;0.226
2013;29033;0.19
2013;29035;0.212
2013;29038;0.219
2013;29039;0.212
2013;29040;0.207
2013;29041;0.203
2013;29042;0.21
2013;29043;0.195
2013;29044;0.154
2013;29045;0.191
2013;29046;0.21
2013;29047;0.207
2013;29048;0.209
2013;29049;0.211
2013;29051;0.226
2013;29053;0.212
2013;29054;0.218
2013;29055;0.216
2013;29056;0.199
2013;29058;0.188
2013;29059;0.208
2013;29061;0.225
2013;29067;0.254
2013;29068;0.205
2013;29069;0.241
2013;29070;0.217
2013;29071;0.154
2013;29072;0.205
2013;29073;0.207
2013;29075;0.218
2013;29076;0.231
2013;29079;0.197
2013;29080;0.207
2013;29082;0.275
2013;29083;0.18
2013;29084;0.247
2013;29086;0.183
2013;29088;0.211
2013;29089;0.213
2013;29090;0.203
2013;29091;0.208
2013;29093;0.193
2013;29094;0.231
2013;29095;0.215
2013;29096;0.227
2013;29097;0.218
2013;29098;0.23
2013;29099;0.199
2013;29100;0.205
2013;29901;0.239
2013;29902;0.199
2013;41001;0.217
2013;41002;0.203
2013;41003;0.219
2013;41004;0.238
2013;41005;0.22
2013;41006;0.197
2013;41007;0.221
2013;41008;0.213
2013;41009;0.189
2013;41010;0.252
2013;41011;0.21
2013;41012;0.22
2013;41013;0.211
2013;41014;0.192
2013;41015;0.22
2013;41016;0.252
2013;41017;0.269
2013;41018;0.206
2013;41019;0.21
2013;41020;0.191
2013;41021;0.237
2013;41022;0.181
2013;41023;0.195
2013;41024;0.223
2013;41025;0.208
2013;41026;0.205
2013;41027;0.192
2013;41028;0.279
2013;41029;0.244
2013;41031;0.199
2013;41032;0.215
2013;41033;0.198
2013;41034;0.216
2013;41035;0.222
2013;41036;0.211
2013;41037;0.217
2013;41038;0.248
2013;41039;0.225
2013;41040;0.291
2013;41041;0.236
2013;41042;0.215
2013;41044;0.276
2013;41045;0.232
2013;41046;0.216
2013;41047;0.278
2013;41048;0.207
2013;41049;0.223
2013;41050;0.224
2013;41051;0.231
2013;41052;0.192
2013;41053;0.213
2013;41055;0.206
2013;41056;0.216
2013;41058;0.237
2013;41059;0.279
2013;41060;0.221
2013;41061;0.192
2013;41062;0.205
2013;41063;0.198
2013;41064;0.202
2013;41065;0.225
2013;41066;0.204
2013;41067;0.213
2013;41068;0.229
2013;41069;0.2
2013;41070;0.276
2013;41071;0.207
2013;41072;0.207
2013;41073;0.204
2013;41074;0.203
2013;41075;0.203
2013;41076;0.197
2013;41077;0.21
2013;41078;0.198
2013;41079;0.209
2013;41080;0.194
2013;41081;0.226
2013;41082;0.217
2013;41083;0.216
2013;41084;0.213
2013;41085;0.253
2013;41086;0.23
2013;41087;0.227
2013;41089;0.229
2013;41090;0.209
2013;41091;0.276
2013;41092;0.204
2013;41093;0.295
2013;41094;0.233
2013;41095;0.223
2013;41096;0.281
2013;41097;0.188
2013;41098;0.229
2013;41099;0.179
2013;41101;0.188
2013;41102;0.215
2013;41901;0.224
2013;41902;0.198
2013;41903;0.179
2014;04001;0.207
2014;04002;0.211
2014;04003;0.209
2014;04006;0.22
2014;04011;0.215
2014;04013;0.259
2014;04016;0.228
2014;04017;0.174
2014;04024;0.231
2014;04029;0.21
2014;04030;0.188
2014;04031;0.204
2014;04032;0.248
2014;04035;0.226
2014;04037;0.23
2014;04038;0.216
2014;04044;0.214
2014;04045;0.214
2014;04047;0.203
2014;04048;0.205
2014;04049;0.225
2014;04050;0.188
2014;04052;0.256
2014;04053;0.238
2014;04057;0.209
2014;04059;0.213
2014;04062;0.233
2014;04063;0.229
2014;04064;0.218
2014;04066;0.2
2014;04069;0.223
2014;04070;0.191
2014;04074;0.219
2014;04075;0.236
2014;04076;0.212
2014;04078;0.203
2014;04079;0.241
2014;04083;0.22
2014;04086;0.208
2014;04088;0.196
2014;04092;0.224
2014;04093;0.202
2014;04098;0.211
2014;04099;0.239
2014;04100;0.232
2014;04101;0.218
2014;04102;0.204
2014;04103;0.207
2014;04902;0.215
2014;04903;0.195
2014;11001;0.212
2014;11002;0.205
2014;11003;0.224
2014;11004;0.256
2014;11005;0.214
2014;11006;0.207
2014;11007;0.199
2014;11008;0.253
2014;11010;0.203
2014;11011;0.228
2014;11012;0.273
2014;11013;0.218
2014;11014;0.221
2014;11015;0.23
2014;11016;0.189
2014;11017;0.198
2014;11018;0.218
2014;11019;0.218
2014;11020;0.239
2014;11021;0.207
2014;11022;0.225
2014;11023;0.213
2014;11024;0.238
2014;11025;0.192
2014;11026;0.195
2014;11027;0.254
2014;11028;0.251
2014;11029;0.186
2014;11030;0.251
2014;11031;0.253
2014;11032;0.209
2014;11033;0.242
2014;11034;0.21
2014;11035;0.229
2014;11037;0.226
2014;11038;0.232
2014;11039;0.205
2014;11041;0.211
2014;11042;0.22
2014;11901;0.211
2014;11902;0.196
2014;14001;0.218
2014;14002;0.22
2014;14003;0.222
2014;14004;0.221
2014;14005;0.196
2014;14006;0.248
2014;14007;0.215
2014;14008;0.208
2014;14009;0.237
2014;14010;0.211
2014;14012;0.223
2014;14013;0.238
2014;14014;0.234
2014;14015;0.234
2014;14016;0.215
2014;14017;0.223
2014;14018;0.23
2014;14019;0.228
2014;14021;0.266
2014;14022;0.225
2014;14023;0.232
2014;14024;0.216
2014;14025;0.242
2014;14026;0.239
2014;14027;0.24
2014;14029;0.215
2014;14030;0.211
2014;14033;0.223
2014;14035;0.227
2014;14036;0.211
2014;14037;0.202
2014;14038;0.222
2014;14039;0.235
2014;14040;0.229
2014;14041;0.228
2014;14042;0.241
2014;14043;0.221
2014;14044;0.218
2014;14045;0.201
2014;14046;0.219
2014;14047;0.187
2014;14048;0.21
2014;14049;0.23
2014;14050;0.221
2014;14051;0.224
2014;14052;0.244
2014;14053;0.218
2014;14054;0.259
2014;14055;0.229
2014;14056;0.222
2014;14057;0.221
2014;14058;0.223
2014;14060;0.22
2014;14062;0.227
2014;14063;0.236
2014;14065;0.224
2014;14066;0.212
2014;14067;0.232
2014;14069;0.223
2014;14070;0.231
2014;14072;0.236
2014;14073;0.212
2014;14074;0.228
2014;18003;0.259
2014;18006;0.188
2014;18011;0.245
2014;18012;0.21
2014;18013;0.212
2014;18014;0.252
2014;18017;0.221
2014;18021;0.245
2014;18022;0.234
2014;18023;0.238
2014;18027;0.203
2014;18028;0.218
2014;18029;0.211
2014;18035;0.207
2014;18036;0.281
2014;18038;0.218
2014;18039;0.212
2014;18045;0.193
2014;18046;0.215
2014;18047;0.247
2014;18048;0.223
2014;18050;0.21
2014;18051;0.198
2014;18053;0.213
2014;18056;0.216
2014;18057;0.248
2014;18059;0.214
2014;18061;0.21
2014;18062;0.25
2014;18063;0.182
2014;18066;0.203
2014;18068;0.251
2014;18071;0.232
2014;18079;0.198
2014;18082;0.196
2014;18084;0.272
2014;18087;0.284
2014;18088;0.161
2014;18089;0.241
2014;18093;0.198
2014;18094;0.192
2014;18095;0.224
2014;18097;0.215
2014;18098;0.225
2014;18099;0.251
2014;18100;0.206
2014;18101;0.27
2014;18102;0.213
2014;18105;0.213
2014;18111;0.264
2014;18115;0.204
2014;18116;0.216
2014;18119;0.224
2014;18122;0.225
2014;18126;0.221
2014;18127;0.239
2014;18132;0.222
2014;18133;0.19
2014;18134;0.261
2014;18135;0.22
2014;18136;0.2
2014;18137;0.203
2014;18138;0.205
2014;18140;0.234
2014;18143;0.214
2014;18145;0.271
2014;18146;0.205
2014;18147;0.214
2014;18148;0.196
2014;18149;0.27
2014;18150;0.237
2014;18152;0.188
2014;18153;0.252
2014;18154;0.199
2014;18157;0.245
2014;18158;0.219
2014;18159;0.212
2014;18162;0.181
2014;18164;0.209
2014;18165;0.23
2014;18167;0.199
2014;18171;0.206
2014;18173;0.224
2014;18175;0.227
2014;18182;0.19
2014;18184;0.206
2014;18188;0.212
2014;18192;0.226
2014;18193;0.253
2014;18194;0.214
2014;18903;0.182
2014;18905;0.249
2014;18906;0.208
2014;18907;0.219
2014;18911;0.253
2014;18912;0.223
2014;21002;0.281
2014;21004;0.205
2014;21005;0.22
2014;21006;0.192
2014;21007;0.235
2014;21008;0.198
2014;21010;0.219
2014;21011;0.231
2014;21013;0.224
2014;21014;0.222
2014;21016;0.207
2014;21017;0.216
2014;21018;0.236
2014;21021;0.223
2014;21023;0.205
2014;21025;0.218
2014;21029;0.224
2014;21030;0.22
2014;21032;0.224
2014;21034;0.205
2014;21035;0.218
2014;21038;0.208
2014;21040;0.223
2014;21041;0.262
2014;21042;0.205
2014;21043;0.222
2014;21044;0.212
2014;21046;0.241
2014;21047;0.214
2014;21049;0.246
2014;21050;0.234
2014;21052;0.23
2014;21053;0.226
2014;21054;0.228
2014;21055;0.268
2014;21056;0.225
2014;21057;0.19
2014;21058;0.215
2014;21060;0.233
2014;21061;0.2
2014;21062;0.196
2014;21063;0.234
2014;21064;0.239
2014;21068;0.209
2014;21069;0.225
2014;21070;0.238
2014;21072;0.239
2014;21073;0.2
2014;21074;0.198
2014;21076;0.247
2014;21077;0.228
2014;21078;0.236
2014;23002;0.244
2014;23003;0.237
2014;23005;0.23
2014;23006;0.23
2014;23007;0.227
2014;23008;0.209
2014;23009;0.243
2014;23010;0.213
2014;23011;0.211
2014;23012;0.216
2014;23014;0.216
2014;23015;0.213
2014;23017;0.215
2014;23018;0.202
2014;23019;0.232
2014;23020;0.243
2014;23024;0.234
2014;23025;0.226
2014;23026;0.236
2014;23028;0.234
2014;23030;0.22
2014;23033;0.236
2014;23034;0.224
2014;23035;0.216
2014;23038;0.27
2014;23039;0.189
2014;23040;0.234
2014;23044;0.218
2014;23045;0.214
2014;23046;0.219
2014;23047;0.202
2014;23049;0.22
2014;23050;0.275
2014;23051;0.223
2014;23052;0.215
2014;23053;0.201
2014;23055;0.245
2014;23056;0.228
2014;23058;0.237
2014;23059;0.23
2014;23060;0.256
2014;23061;0.22
2014;23062;0.214
2014;23063;0.218
2014;23064;0.208
2014;23065;0.233
2014;23066;0.229
2014;23067;0.215
2014;23069;0.237
2014;23070;0.224
2014;23071;0.225
2014;23072;0.229
2014;23073;0.227
2014;23074;0.215
2014;23075;0.217
2014;23079;0.214
2014;23080;0.212
2014;23081;0.229
2014;23082;0.226
2014;23084;0.204
2014;23085;0.213
2014;23086;0.236
2014;23087;0.248
2014;23088;0.223
2014;23090;0.23
2014;23092;0.256
2014;23093;0.225
2014;23094;0.231
2014;23095;0.235
2014;23096;0.228
2014;23097;0.224
2014;23099;0.235
2014;23901;0.225
2014;23902;0.221
2014;23903;0.224
2014;23904;0.197
2014;23905;0.218
2014;29001;0.204
2014;29002;0.205
2014;29003;0.213
2014;29005;0.217
2014;29007;0.255
2014;29008;0.193
2014;29009;0.199
2014;29010;0.227
2014;29011;0.176
2014;29012;0.203
2014;29013;0.206
2014;29015;0.25
2014;29017;0.235
2014;29018;0.221
2014;29019;0.211
2014;29020;0.226
2014;29023;0.188
2014;29025;0.243
2014;29026;0.2
2014;29027;0.204
2014;29028;0.204
2014;29031;0.206
2014;29032;0.231
2014;29033;0.195
2014;29035;0.217
2014;29038;0.221
2014;29039;0.216
2014;29040;0.213
2014;29041;0.208
2014;29042;0.214
2014;29043;0.2
2014;29044;0.166
2014;29045;0.198
2014;29046;0.214
2014;29047;0.212
2014;29048;0.227
2014;29049;0.213
2014;29051;0.229
2014;29053;0.219
2014;29054;0.219
2014;29055;0.22
2014;29056;0.203
2014;29058;0.196
2014;29059;0.21
2014;29061;0.229
2014;29067;0.254
2014;29068;0.21
2014;29069;0.246
2014;29070;0.217
2014;29071;0.151
2014;29072;0.212
2014;29073;0.208
2014;29075;0.217
2014;29076;0.235
2014;29079;0.208
2014;29080;0.21
2014;29082;0.275
2014;29083;0.185
2014;29084;0.249
2014;29086;0.192
2014;29088;0.218
2014;29089;0.218
2014;29090;0.21
2014;29091;0.214
2014;29093;0.2
2014;29094;0.236
2014;29095;0.217
2014;29096;0.229
2014;29097;0.221
2014;29098;0.232
2014;29099;0.2
2014;29100;0.213
2014;29901;0.245
2014;29902;0.204
2014;41001;0.221
2014;41002;0.21
2014;41003;0.218
2014;41004;0.236
2014;41005;0.221
2014;41006;0.198
2014;41007;0.221
2014;41008;0.215
2014;41009;0.191
2014;41010;0.252
2014;41011;0.211
2014;41012;0.214
2014;41013;0.211
2014;41014;0.199
2014;41015;0.225
2014;41016;0.252
2014;41017;0.268
2014;41018;0.208
2014;41019;0.213
2014;41020;0.196
2014;41021;0.237
2014;41022;0.188
2014;41023;0.199
2014;41024;0.224
2014;41025;0.214
2014;41026;0.207
2014;41027;0.193
2014;41028;0.277
2014;41029;0.244
2014;41031;0.207
2014;41032;0.218
2014;41033;0.201
2014;41034;0.216
2014;41035;0.227
2014;41036;0.21
2014;41037;0.223
2014;41038;0.249
2014;41039;0.226
2014;41040;0.291
2014;41041;0.236
2014;41042;0.222
2014;41044;0.276
2014;41045;0.231
2014;41046;0.216
2014;41047;0.277
2014;41048;0.216
2014;41049;0.223
2014;41050;0.225
2014;41051;0.229
2014;41052;0.195
2014;41053;0.215
2014;41055;0.208
2014;41056;0.219
2014;41058;0.236
2014;41059;0.277
2014;41060;0.222
2014;41061;0.196
2014;41062;0.209
2014;41063;0.201
2014;41064;0.206
2014;41065;0.223
2014;41066;0.217
2014;41067;0.212
2014;41068;0.228
2014;41069;0.2
2014;41070;0.276
2014;41071;0.209
2014;41072;0.21
2014;41073;0.207
2014;41074;0.205
2014;41075;0.207
2014;41076;0.206
2014;41077;0.213
2014;41078;0.204
2014;41079;0.21
2014;41080;0.199
2014;41081;0.227
2014;41082;0.219
2014;41083;0.219
2014;41084;0.217
2014;41085;0.254
2014;41086;0.229
2014;41087;0.231
2014;41089;0.23
2014;41090;0.214
2014;41091;0.277
2014;41092;0.208
2014;41093;0.295
2014;41094;0.235
2014;41095;0.223
2014;41096;0.283
2014;41097;0.192
2014;41098;0.229
2014;41099;0.182
2014;41101;0.191
2014;41102;0.214
2014;41901;0.227
2014;41902;0.202
2014;41903;0.184
2015;04001;0.214
2015;04002;0.222
2015;04003;0.219
2015;04006;0.227
2015;04011;0.22
2015;04013;0.264
2015;04016;0.23
2015;04017;0.185
2015;04024;0.236
2015;04029;0.218
2015;04030;0.198
2015;04031;0.214
2015;04032;0.258
2015;04035;0.229
2015;04037;0.235
2015;04038;0.227
2015;04044;0.224
2015;04045;0.223
2015;04047;0.206
2015;04048;0.22
2015;04049;0.228
2015;04050;0.193
2015;04052;0.259
2015;04053;0.243
2015;04057;0.215
2015;04059;0.218
2015;04062;0.236
2015;04063;0.233
2015;04064;0.234
2015;04066;0.214
2015;04069;0.229
2015;04070;0.202
2015;04074;0.222
2015;04075;0.242
2015;04076;0.216
2015;04078;0.211
2015;04079;0.247
2015;04083;0.22
2015;04086;0.211
2015;04088;0.202
2015;04092;0.232
2015;04093;0.204
2015;04098;0.218
2015;04099;0.249
2015;04100;0.239
2015;04101;0.223
2015;04102;0.213
2015;04103;0.215
2015;04902;0.224
2015;04903;0.209
2015;11001;0.216
2015;11002;0.209
2015;11003;0.22
2015;11004;0.258
2015;11005;0.217
2015;11006;0.213
2015;11007;0.207
2015;11008;0.258
2015;11010;0.208
2015;11011;0.232
2015;11012;0.277
2015;11013;0.226
2015;11014;0.228
2015;11015;0.235
2015;11016;0.193
2015;11017;0.201
2015;11018;0.225
2015;11019;0.218
2015;11020;0.243
2015;11021;0.211
2015;11022;0.231
2015;11023;0.217
2015;11024;0.241
2015;11025;0.199
2015;11026;0.201
2015;11027;0.258
2015;11028;0.255
2015;11029;0.189
2015;11030;0.257
2015;11031;0.256
2015;11032;0.214
2015;11033;0.247
2015;11034;0.221
2015;11035;0.236
2015;11037;0.228
2015;11038;0.237
2015;11039;0.212
2015;11041;0.217
2015;11042;0.228
2015;11901;0.217
2015;11902;0.204
2015;14001;0.221
2015;14002;0.223
2015;14003;0.224
2015;14004;0.232
2015;14005;0.2
2015;14006;0.252
2015;14007;0.219
2015;14008;0.212
2015;14009;0.238
2015;14010;0.218
2015;14012;0.226
2015;14013;0.242
2015;14014;0.232
2015;14015;0.24
2015;14016;0.217
2015;14017;0.228
2015;14018;0.236
2015;14019;0.23
2015;14021;0.269
2015;14022;0.229
2015;14023;0.236
2015;14024;0.217
2015;14025;0.24
2015;14026;0.238
2015;14027;0.244
2015;14029;0.22
2015;14030;0.218
2015;14033;0.231
2015;14035;0.231
2015;14036;0.214
2015;14037;0.218
2015;14038;0.226
2015;14039;0.237
2015;14040;0.236
2015;14041;0.232
2015;14042;0.247
2015;14043;0.226
2015;14044;0.221
2015;14045;0.207
2015;14046;0.218
2015;14047;0.191
2015;14048;0.214
2015;14049;0.227
2015;14050;0.222
2015;14051;0.226
2015;14052;0.246
2015;14053;0.224
2015;14054;0.261
2015;14055;0.234
2015;14056;0.226
2015;14057;0.222
2015;14058;0.231
2015;14060;0.224
2015;14062;0.231
2015;14063;0.235
2015;14065;0.228
2015;14066;0.217
2015;14067;0.235
2015;14069;0.226
2015;14070;0.234
2015;14072;0.242
2015;14073;0.215
2015;14074;0.231
2015;18003;0.262
2015;18006;0.192
2015;18011;0.248
2015;18012;0.22
2015;18013;0.218
2015;18014;0.255
2015;18017;0.225
2015;18021;0.248
2015;18022;0.237
2015;18023;0.242
2015;18027;0.208
2015;18028;0.224
2015;18029;0.215
2015;18035;0.211
2015;18036;0.285
2015;18038;0.221
2015;18039;0.218
2015;18045;0.195
2015;18046;0.219
2015;18047;0.251
2015;18048;0.227
2015;18050;0.216
2015;18051;0.207
2015;18053;0.219
2015;18056;0.218
2015;18057;0.253
2015;18059;0.217
2015;18061;0.214
2015;18062;0.253
2015;18063;0.185
2015;18066;0.209
2015;18068;0.251
2015;18071;0.238
2015;18079;0.205
2015;18082;0.206
2015;18084;0.276
2015;18087;0.289
2015;18088;0.173
2015;18089;0.239
2015;18093;0.206
2015;18094;0.199
2015;18095;0.228
2015;18097;0.221
2015;18098;0.23
2015;18099;0.256
2015;18100;0.213
2015;18101;0.274
2015;18102;0.219
2015;18105;0.234
2015;18111;0.268
2015;18115;0.21
2015;18116;0.221
2015;18119;0.231
2015;18122;0.231
2015;18126;0.227
2015;18127;0.242
2015;18132;0.231
2015;18133;0.195
2015;18134;0.262
2015;18135;0.228
2015;18136;0.202
2015;18137;0.212
2015;18138;0.211
2015;18140;0.24
2015;18143;0.216
2015;18145;0.277
2015;18146;0.209
2015;18147;0.217
2015;18148;0.202
2015;18149;0.276
2015;18150;0.243
2015;18152;0.18
2015;18153;0.254
2015;18154;0.204
2015;18157;0.246
2015;18158;0.222
2015;18159;0.217
2015;18162;0.194
2015;18164;0.21
2015;18165;0.233
2015;18167;0.206
2015;18171;0.213
2015;18173;0.229
2015;18175;0.23
2015;18182;0.197
2015;18184;0.209
2015;18188;0.218
2015;18192;0.235
2015;18193;0.256
2015;18194;0.222
2015;18903;0.193
2015;18905;0.25
2015;18906;0.219
2015;18907;0.226
2015;18911;0.257
2015;18912;0.228
2015;21002;0.283
2015;21004;0.207
2015;21005;0.226
2015;21006;0.198
2015;21007;0.251
2015;21008;0.203
2015;21010;0.223
2015;21011;0.236
2015;21013;0.231
2015;21014;0.23
2015;21016;0.215
2015;21017;0.221
2015;21018;0.24
2015;21021;0.232
2015;21023;0.21
2015;21025;0.224
2015;21029;0.224
2015;21030;0.223
2015;21032;0.219
2015;21034;0.215
2015;21035;0.222
2015;21038;0.212
2015;21040;0.227
2015;21041;0.264
2015;21042;0.21
2015;21043;0.231
2015;21044;0.22
2015;21046;0.255
2015;21047;0.213
2015;21049;0.249
2015;21050;0.24
2015;21052;0.232
2015;21053;0.226
2015;21054;0.234
2015;21055;0.272
2015;21056;0.231
2015;21057;0.19
2015;21058;0.219
2015;21060;0.236
2015;21061;0.208
2015;21062;0.202
2015;21063;0.239
2015;21064;0.235
2015;21068;0.215
