MUNI_DEF,CCAA,PROVINCIA,MUNICIPIO
1838,Comunitat Valenciana,Castellón/Castelló,Borriana/Burriana-12032
1839,Comunitat Valenciana,Castellón/Castelló,Cabanes-12033
1840,Comunitat Valenciana,Castellón/Castelló,Càlig-12034
1845,Comunitat Valenciana,Castellón/Castelló,"Castellón de la Plana/Castelló de la
Plana-12040"
1854,Comunitat Valenciana,Castellón/Castelló,"Coves de Vinromà, les-12050"
1857,Comunitat Valenciana,Castellón/Castelló,Chilches/Xilxes-12053
1872,Comunitat Valenciana,Castellón/Castelló,Jérica-12071
1873,Comunitat Valenciana,Castellón/Castelló,Lucena del Cid-12072
1878,Comunitat Valenciana,Castellón/Castelló,Moncofa-12077
1881,Comunitat Valenciana,Castellón/Castelló,Morella-12080
1883,Comunitat Valenciana,Castellón/Castelló,Nules-12082
1885,Comunitat Valenciana,Castellón/Castelló,Onda-12084
1886,Comunitat Valenciana,Castellón/Castelló,Oropesa del Mar/Orpesa-12085
1889,Comunitat Valenciana,Castellón/Castelló,Peníscola/Peñíscola-12089
1894,Comunitat Valenciana,Castellón/Castelló,"Pobla Tornesa, la-12094"
1895,Comunitat Valenciana,Castellón/Castelló,Ribesalbes-12095
1896,Comunitat Valenciana,Castellón/Castelló,Rossell-12096
1899,Comunitat Valenciana,Castellón/Castelló,Sant Jordi/San Jorge-12099
1900,Comunitat Valenciana,Castellón/Castelló,Sant Mateu-12100
1904,Comunitat Valenciana,Castellón/Castelló,Segorbe-12104
1905,Comunitat Valenciana,Castellón/Castelló,Sierra Engarcerán-12105
1906,Comunitat Valenciana,Castellón/Castelló,Soneja-12106
1917,Comunitat Valenciana,Castellón/Castelló,Torreblanca-12117
1921,Comunitat Valenciana,Castellón/Castelló,Traiguera-12121
1924,Comunitat Valenciana,Castellón/Castelló,Vall Alba-12124
1926,Comunitat Valenciana,Castellón/Castelló,"Vall Uixó, la-12126"
1928,Comunitat Valenciana,Castellón/Castelló,Vilafamés-12128
1929,Comunitat Valenciana,Castellón/Castelló,Villafranca del Cid/Vilafranca-12129
1935,Comunitat Valenciana,Castellón/Castelló,Vila-real-12135
1936,Comunitat Valenciana,Castellón/Castelló,"Vilavella, la-12136"
1938,Comunitat Valenciana,Castellón/Castelló,Vinaròs-12138
1940,Comunitat Valenciana,Castellón/Castelló,Viver-12140
1943,Comunitat Valenciana,Castellón/Castelló,Alquerías del Niño Perdido-12901
1944,Comunitat Valenciana,Castellón/Castelló,Sant Joan de Moró-12902
1945,Castilla-La Mancha,Ciudad Real,Abenójar-13001
1946,Castilla-La Mancha,Ciudad Real,Agudo-13002
1948,Castilla-La Mancha,Ciudad Real,Albaladejo-13004
1949,Castilla-La Mancha,Ciudad Real,Alcázar de San Juan-13005
1951,Castilla-La Mancha,Ciudad Real,Alcolea de Calatrava-13007
1953,Castilla-La Mancha,Ciudad Real,Aldea del Rey-13009
1954,Castilla-La Mancha,Ciudad Real,Alhambra-13010
1955,Castilla-La Mancha,Ciudad Real,Almadén-13011
1957,Castilla-La Mancha,Ciudad Real,Almagro-13013
1959,Castilla-La Mancha,Ciudad Real,Almodóvar del Campo-13015
1962,Castilla-La Mancha,Ciudad Real,Arenas de San Juan-13018
1963,Castilla-La Mancha,Ciudad Real,Argamasilla de Alba-13019
1964,Castilla-La Mancha,Ciudad Real,Argamasilla de Calatrava-13020
1967,Castilla-La Mancha,Ciudad Real,Bolaños de Calatrava-13023
1968,Castilla-La Mancha,Ciudad Real,Brazatortas-13024
1971,Castilla-La Mancha,Ciudad Real,Calzada de Calatrava-13027
1972,Castilla-La Mancha,Ciudad Real,Campo de Criptana-13028
1975,Castilla-La Mancha,Ciudad Real,Carrión de Calatrava-13031
1976,Castilla-La Mancha,Ciudad Real,Carrizosa-13032
1977,Castilla-La Mancha,Ciudad Real,Castellar de Santiago-13033
1978,Castilla-La Mancha,Ciudad Real,Ciudad Real-13034
1979,Castilla-La Mancha,Ciudad Real,Corral de Calatrava-13035
1981,Castilla-La Mancha,Ciudad Real,Cózar-13037
1982,Castilla-La Mancha,Ciudad Real,Chillón-13038
1983,Castilla-La Mancha,Ciudad Real,Daimiel-13039
1984,Castilla-La Mancha,Ciudad Real,Fernán Caballero-13040
1986,Castilla-La Mancha,Ciudad Real,Fuencaliente-13042
1988,Castilla-La Mancha,Ciudad Real,Fuente el Fresno-13044
1991,Castilla-La Mancha,Ciudad Real,Herencia-13047
1996,Castilla-La Mancha,Ciudad Real,Malagón-13052
1997,Castilla-La Mancha,Ciudad Real,Manzanares-13053
1998,Castilla-La Mancha,Ciudad Real,Membrilla-13054
2000,Castilla-La Mancha,Ciudad Real,Miguelturra-13056
2001,Castilla-La Mancha,Ciudad Real,Montiel-13057
2002,Castilla-La Mancha,Ciudad Real,Moral de Calatrava-13058
2005,Castilla-La Mancha,Ciudad Real,Pedro Muñoz-13061
2007,Castilla-La Mancha,Ciudad Real,Piedrabuena-13063
2008,Castilla-La Mancha,Ciudad Real,Poblete-13064
2009,Castilla-La Mancha,Ciudad Real,Porzuna-13065
2010,Castilla-La Mancha,Ciudad Real,Pozuelo de Calatrava-13066
2012,Castilla-La Mancha,Ciudad Real,Puebla de Don Rodrigo-13068
2015,Castilla-La Mancha,Ciudad Real,Puertollano-13071
2016,Castilla-La Mancha,Ciudad Real,Retuerta del Bullaque-13072
2018,Castilla-La Mancha,Ciudad Real,San Carlos del Valle-13074
2021,Castilla-La Mancha,Ciudad Real,Santa Cruz de Mudela-13077
2022,Castilla-La Mancha,Ciudad Real,Socuéllamos-13078
2023,Castilla-La Mancha,Ciudad Real,"Solana, La-13079"
2026,Castilla-La Mancha,Ciudad Real,Tomelloso-13082
2027,Castilla-La Mancha,Ciudad Real,Torralba de Calatrava-13083
2028,Castilla-La Mancha,Ciudad Real,Torre de Juan Abad-13084
2029,Castilla-La Mancha,Ciudad Real,Torrenueva-13085
2031,Castilla-La Mancha,Ciudad Real,Valdepeñas-13087
2033,Castilla-La Mancha,Ciudad Real,Villahermosa-13089
2034,Castilla-La Mancha,Ciudad Real,Villamanrique-13090
2036,Castilla-La Mancha,Ciudad Real,Villanueva de la Fuente-13092
2037,Castilla-La Mancha,Ciudad Real,Villanueva de los Infantes-13093
2040,Castilla-La Mancha,Ciudad Real,Villarrubia de los Ojos-13096
2041,Castilla-La Mancha,Ciudad Real,Villarta de San Juan-13097
2042,Castilla-La Mancha,Ciudad Real,Viso del Marqués-13098
2043,Castilla-La Mancha,Ciudad Real,"Robledo, El-13901"
2047,Andalucía,Córdoba,Adamuz-14001
2048,Andalucía,Córdoba,Aguilar de la Frontera-14002
2049,Andalucía,Córdoba,Alcaracejos-14003
2050,Andalucía,Córdoba,Almedinilla-14004
2051,Andalucía,Córdoba,Almodóvar del Río-14005
2052,Andalucía,Córdoba,Añora-14006
2053,Andalucía,Córdoba,Baena-14007
2054,Andalucía,Córdoba,Belalcázar-14008
2055,Andalucía,Córdoba,Belmez-14009
2056,Andalucía,Córdoba,Benamejí-14010
2058,Andalucía,Córdoba,Bujalance-14012
2059,Andalucía,Córdoba,Cabra-14013
2060,Andalucía,Córdoba,Cañete de las Torres-14014
2061,Andalucía,Córdoba,Carcabuey-14015
2062,Andalucía,Córdoba,Cardeña-14016
2063,Andalucía,Córdoba,"Carlota, La-14017"
2064,Andalucía,Córdoba,"Carpio, El-14018"
2065,Andalucía,Córdoba,Castro del Río-14019
2067,Andalucía,Córdoba,Córdoba-14021
2068,Andalucía,Córdoba,Doña Mencía-14022
2069,Andalucía,Córdoba,Dos Torres-14023
2070,Andalucía,Córdoba,Encinas Reales-14024
2071,Andalucía,Córdoba,Espejo-14025
2072,Andalucía,Córdoba,Espiel-14026
2073,Andalucía,Córdoba,Fernán-Núñez-14027
2075,Andalucía,Córdoba,Fuente Obejuna-14029
2076,Andalucía,Córdoba,Fuente Palmera-14030
2079,Andalucía,Córdoba,Guadalcázar-14033
2081,Andalucía,Córdoba,Hinojosa del Duque-14035
2082,Andalucía,Córdoba,Hornachuelos-14036
2083,Andalucía,Córdoba,Iznájar-14037
2084,Andalucía,Córdoba,Lucena-14038
2085,Andalucía,Córdoba,Luque-14039
2086,Andalucía,Córdoba,Montalbán de Córdoba-14040
2087,Andalucía,Córdoba,Montemayor-14041
2088,Andalucía,Córdoba,Montilla-14042
2089,Andalucía,Córdoba,Montoro-14043
2090,Andalucía,Córdoba,Monturque-14044
2091,Andalucía,Córdoba,Moriles-14045
2092,Andalucía,Córdoba,Nueva Carteya-14046
2093,Andalucía,Córdoba,Obejo-14047
2094,Andalucía,Córdoba,Palenciana-14048
2095,Andalucía,Córdoba,Palma del Río-14049
2096,Andalucía,Córdoba,Pedro Abad-14050
2097,Andalucía,Córdoba,Pedroche-14051
2098,Andalucía,Córdoba,Peñarroya-Pueblonuevo-14052
2099,Andalucía,Córdoba,Posadas-14053
2100,Andalucía,Córdoba,Pozoblanco-14054
2101,Andalucía,Córdoba,Priego de Córdoba-14055
2102,Andalucía,Córdoba,Puente Genil-14056
2103,Andalucía,Córdoba,"Rambla, La-14057"
2104,Andalucía,Córdoba,Rute-14058
2106,Andalucía,Córdoba,Santaella-14060
2108,Andalucía,Córdoba,Torrecampo-14062
2109,Andalucía,Córdoba,Valenzuela-14063
2111,Andalucía,Córdoba,"Victoria, La-14065"
2112,Andalucía,Córdoba,Villa del Río-14066
2113,Andalucía,Córdoba,Villafranca de Córdoba-14067
2115,Andalucía,Córdoba,Villanueva de Córdoba-14069
2116,Andalucía,Córdoba,Villanueva del Duque-14070
2117,Andalucía,Córdoba,Villanueva del Rey-14071
2118,Andalucía,Córdoba,Villaralto-14072
2119,Andalucía,Córdoba,Villaviciosa de Córdoba-14073
2120,Andalucía,Córdoba,"Viso, El-14074"
2122,Galicia,"Coruña, A",Abegondo-15001
2123,Galicia,"Coruña, A",Ames-15002
2124,Galicia,"Coruña, A",Aranga-15003
2125,Galicia,"Coruña, A",Ares-15004
2126,Galicia,"Coruña, A",Arteixo-15005
2127,Galicia,"Coruña, A",Arzúa-15006
2128,Galicia,"Coruña, A","Baña, A-15007"
2129,Galicia,"Coruña, A",Bergondo-15008
2130,Galicia,"Coruña, A",Betanzos-15009
2131,Galicia,"Coruña, A",Boimorto-15010
2132,Galicia,"Coruña, A",Boiro-15011
2133,Galicia,"Coruña, A",Boqueixón-15012
2134,Galicia,"Coruña, A",Brión-15013
2135,Galicia,"Coruña, A",Cabana de Bergantiños-15014
2136,Galicia,"Coruña, A",Cabanas-15015
2137,Galicia,"Coruña, A",Camariñas-15016
2138,Galicia,"Coruña, A",Cambre-15017
2139,Galicia,"Coruña, A","Capela, A-15018"
2140,Galicia,"Coruña, A",Carballo-15019
2141,Galicia,"Coruña, A",Carnota-15020
2142,Galicia,"Coruña, A",Carral-15021
2143,Galicia,"Coruña, A",Cedeira-15022
2144,Galicia,"Coruña, A",Cee-15023
2145,Galicia,"Coruña, A",Cerceda-15024
2146,Galicia,"Coruña, A",Cerdido-15025
2147,Galicia,"Coruña, A",Coirós-15027
2148,Galicia,"Coruña, A",Corcubión-15028
2149,Galicia,"Coruña, A",Coristanco-15029
2150,Galicia,"Coruña, A","Coruña, A-15030"
2151,Galicia,"Coruña, A",Culleredo-15031
2152,Galicia,"Coruña, A",Curtis-15032
2153,Galicia,"Coruña, A",Dodro-15033
2154,Galicia,"Coruña, A",Dumbría-15034
2155,Galicia,"Coruña, A",Fene-15035
2156,Galicia,"Coruña, A",Ferrol-15036
2157,Galicia,"Coruña, A",Fisterra-15037
2158,Galicia,"Coruña, A",Frades-15038
2159,Galicia,"Coruña, A",Irixoa-15039
2160,Galicia,"Coruña, A",Laxe-15040
2161,Galicia,"Coruña, A","Laracha, A-15041"
2162,Galicia,"Coruña, A",Lousame-15042
2163,Galicia,"Coruña, A",Malpica de Bergantiños-15043
2164,Galicia,"Coruña, A",Mañón-15044
2165,Galicia,"Coruña, A",Mazaricos-15045
2166,Galicia,"Coruña, A",Melide-15046
2167,Galicia,"Coruña, A",Mesía-15047
2168,Galicia,"Coruña, A",Miño-15048
2169,Galicia,"Coruña, A",Moeche-15049
2170,Galicia,"Coruña, A",Monfero-15050
2171,Galicia,"Coruña, A",Mugardos-15051
2172,Galicia,"Coruña, A",Muxía-15052
2173,Galicia,"Coruña, A",Muros-15053
2174,Galicia,"Coruña, A",Narón-15054
2175,Galicia,"Coruña, A",Neda-15055
2176,Galicia,"Coruña, A",Negreira-15056
2177,Galicia,"Coruña, A",Noia-15057
2178,Galicia,"Coruña, A",Oleiros-15058
2179,Galicia,"Coruña, A",Ordes-15059
2180,Galicia,"Coruña, A",Oroso-15060
2181,Galicia,"Coruña, A",Ortigueira-15061
2182,Galicia,"Coruña, A",Outes-15062
2183,Galicia,"Coruña, A",Paderne-15064
2184,Galicia,"Coruña, A",Padrón-15065
2185,Galicia,"Coruña, A","Pino, O-15066"
2186,Galicia,"Coruña, A","Pobra do Caramiñal, A-15067"
2187,Galicia,"Coruña, A",Ponteceso-15068
2188,Galicia,"Coruña, A",Pontedeume-15069
2189,Galicia,"Coruña, A","Pontes de García Rodríguez, As-15070"
2190,Galicia,"Coruña, A",Porto do Son-15071
2191,Galicia,"Coruña, A",Rianxo-15072
2192,Galicia,"Coruña, A",Ribeira-15073
2193,Galicia,"Coruña, A",Rois-15074
2194,Galicia,"Coruña, A",Sada-15075
2195,Galicia,"Coruña, A",San Sadurniño-15076
2196,Galicia,"Coruña, A",Santa Comba-15077
2197,Galicia,"Coruña, A",Santiago de Compostela-15078
2198,Galicia,"Coruña, A",Santiso-15079
2199,Galicia,"Coruña, A",Sobrado-15080
2200,Galicia,"Coruña, A","Somozas, As-15081"
2201,Galicia,"Coruña, A",Teo-15082
2202,Galicia,"Coruña, A",Toques-15083
2203,Galicia,"Coruña, A",Tordoia-15084
2204,Galicia,"Coruña, A",Touro-15085
2205,Galicia,"Coruña, A",Trazo-15086
2206,Galicia,"Coruña, A",Valdoviño-15087
2207,Galicia,"Coruña, A",Val do Dubra-15088
2208,Galicia,"Coruña, A",Vedra-15089
2209,Galicia,"Coruña, A",Vilasantar-15090
2210,Galicia,"Coruña, A",Vilarmaior-15091
2211,Galicia,"Coruña, A",Vimianzo-15092
2212,Galicia,"Coruña, A",Zas-15093
2213,Galicia,"Coruña, A",Cariño-15901
2214,Galicia,"Coruña, A",Oza-Cesuras-15902
2221,Castilla-La Mancha,Cuenca,"Alberca de Záncara, La-16007"
2245,Castilla-La Mancha,Cuenca,Belmonte-16033
2253,Castilla-La Mancha,Cuenca,Campillo de Altobuey-16042
2270,Castilla-La Mancha,Cuenca,Casas de Fernando Alonso-16061
2275,Castilla-La Mancha,Cuenca,Casasimarro-16066
2283,Castilla-La Mancha,Cuenca,Cuenca-16078
2290,Castilla-La Mancha,Cuenca,Fuente de Pedro Naharro-16086
2305,Castilla-La Mancha,Cuenca,Honrubia-16102
2308,Castilla-La Mancha,Cuenca,Horcajo de Santiago-16106
2314,Castilla-La Mancha,Cuenca,Huete-16112
2315,Castilla-La Mancha,Cuenca,Iniesta-16113
2318,Castilla-La Mancha,Cuenca,Landete-16117
2319,Castilla-La Mancha,Cuenca,Ledaña-16118
2324,Castilla-La Mancha,Cuenca,"Mesas, Las-16124"
2325,Castilla-La Mancha,Cuenca,Minglanilla-16125
2332,Castilla-La Mancha,Cuenca,Mota del Cuervo-16133
2333,Castilla-La Mancha,Cuenca,Motilla del Palancar-16134
2349,Castilla-La Mancha,Cuenca,"Pedernoso, El-16153"
2350,Castilla-La Mancha,Cuenca,"Pedroñeras, Las-16154"
2364,Castilla-La Mancha,Cuenca,Priego-16170
2365,Castilla-La Mancha,Cuenca,"Provencio, El-16171"
2369,Castilla-La Mancha,Cuenca,Quintanar del Rey-16175
2378,Castilla-La Mancha,Cuenca,San Clemente-16190
2379,Castilla-La Mancha,Cuenca,San Lorenzo de la Parrilla-16191
2386,Castilla-La Mancha,Cuenca,Sisante-16198
2389,Castilla-La Mancha,Cuenca,Tarancón-16203
2408,Castilla-La Mancha,Cuenca,Valverde de Júcar-16236
2419,Castilla-La Mancha,Cuenca,Villalpardo-16248
2420,Castilla-La Mancha,Cuenca,Villamayor de Santiago-16249
2422,Castilla-La Mancha,Cuenca,Villanueva de la Jara-16251
2428,Castilla-La Mancha,Cuenca,Villar de Olalla-16263
2446,Castilla-La Mancha,Cuenca,"Valeras, Las-16903"
2448,Castilla-La Mancha,Cuenca,Arcas-16905
2458,Cataluña,Girona,Alp-17006
2459,Cataluña,Girona,Amer-17007
2460,Cataluña,Girona,Anglès-17008
2461,Cataluña,Girona,Arbúcies-17009
2464,Cataluña,Girona,Avinyonet de Puigventós-17012
2465,Cataluña,Girona,Begur-17013
2467,Cataluña,Girona,Banyoles-17015
2470,Cataluña,Girona,Besalú-17019
2471,Cataluña,Girona,Bescanó-17020
2473,Cataluña,Girona,"Bisbal Empordà, La-17022"
2474,Cataluña,Girona,Blanes-17023
2476,Cataluña,Girona,Bordils-17025
2478,Cataluña,Girona,Breda-17027
2483,Cataluña,Girona,Cadaqués-17032
2484,Cataluña,Girona,Caldes de Malavella-17033
2485,Cataluña,Girona,Calonge-17034
2487,Cataluña,Girona,Campdevànol-17036
2490,Cataluña,Girona,Camprodon-17039
2495,Cataluña,Girona,Cassà de la Selva-17044
2496,Cataluña,Girona,Castellfollit de la Roca-17046
2497,Cataluña,Girona,Castelló Empúries-17047
2498,Cataluña,Girona,Castell-Platja Aro-17048
2499,Cataluña,Girona,Celrà-17049
2505,Cataluña,Girona,Cornellà del Terri-17056
2506,Cataluña,Girona,Corçà-17057
2510,Cataluña,Girona,"Escala, L-17062"
2514,Cataluña,Girona,Figueres-17066
2515,Cataluña,Girona,Flaçà-17067
2519,Cataluña,Girona,Fontcoberta-17071
2520,Cataluña,Girona,Fornells de la Selva-17073
2526,Cataluña,Girona,Girona-17079
2530,Cataluña,Girona,Hostalric-17083
2533,Cataluña,Girona,"Jonquera, La-17086"
2536,Cataluña,Girona,Llagostera-17089
2539,Cataluña,Girona,Llançà-17092
2540,Cataluña,Girona,Llers-17093
2541,Cataluña,Girona,Llívia-17094
2542,Cataluña,Girona,Lloret de Mar-17095
2550,Cataluña,Girona,Maçanet de la Selva-17103
2555,Cataluña,Girona,Mont-ras-17110
2556,Cataluña,Girona,Navata-17111
2558,Cataluña,Girona,Olot-17114
2561,Cataluña,Girona,Palafrugell-17117
2562,Cataluña,Girona,Palamós-17118
2564,Cataluña,Girona,Palau-saverdera-17120
2567,Cataluña,Girona,Pals-17124
2573,Cataluña,Girona,Peralada-17132
2574,Cataluña,Girona,"Planes Hostoles, Les-17133"
2578,Cataluña,Girona,Porqueres-17137
2579,Cataluña,Girona,Portbou-17138
2580,Cataluña,Girona,"Preses, Les-17139"
2582,Cataluña,Girona,Puigcerdà-17141
2583,Cataluña,Girona,Quart-17142
2586,Cataluña,Girona,Ribes de Freser-17145
2587,Cataluña,Girona,Riells i Viabrea-17146
2588,Cataluña,Girona,Ripoll-17147
2589,Cataluña,Girona,Riudarenes-17148
2591,Cataluña,Girona,Riudellots de la Selva-17150
2593,Cataluña,Girona,Roses-17152
2596,Cataluña,Girona,Salt-17155
2600,Cataluña,Girona,Sant Feliu de Guíxols-17160
2601,Cataluña,Girona,Sant Feliu de Pallerols-17161
2603,Cataluña,Girona,Sant Gregori-17163
2604,Cataluña,Girona,Sant Hilari Sacalm-17164
2607,Cataluña,Girona,Sant Joan de les Abadesses-17167
2609,Cataluña,Girona,Sant Julià de Ramis-17169
2618,Cataluña,Girona,Sant Pere Pescador-17178
2619,Cataluña,Girona,Santa Coloma de Farners-17180
2620,Cataluña,Girona,Santa Cristina Aro-17181
2623,Cataluña,Girona,Santa Pau-17184
2624,Cataluña,Girona,Sant Joan les Fonts-17185
2625,Cataluña,Girona,Sarrià de Ter-17186
2628,Cataluña,Girona,"Cellera de Ter, La-17189"
2629,Cataluña,Girona,Serinyà-17190
2632,Cataluña,Girona,Sils-17193
2638,Cataluña,Girona,Torroella de Montgrí-17199
2641,Cataluña,Girona,Tossa de Mar-17202
2643,Cataluña,Girona,Ullà-17204
2646,Cataluña,Girona,"Vall en Bas, La-17207"
2647,Cataluña,Girona,"Vall de Bianya, La-17208"
2650,Cataluña,Girona,Verges-17211
2652,Cataluña,Girona,Vidreres-17213
2654,Cataluña,Girona,Vilablareix-17215
2658,Cataluña,Girona,Viladrau-17220
2659,Cataluña,Girona,Vilafant-17221
2661,Cataluña,Girona,Vilajuïga-17223
2664,Cataluña,Girona,Vilamalla-17226
2669,Cataluña,Girona,Vilobí Onyar-17233
2671,Cataluña,Girona,"Cruïlles, Monells i Sant Sadurní de
Heura-17901"
2672,Cataluña,Girona,Forallac-17902
2673,Cataluña,Girona,Sant Julià del Llor i Bonmatí-17903
2676,Andalucía,Granada,Albolote-18003
2679,Andalucía,Granada,Albuñol-18006
2682,Andalucía,Granada,Alfacar-18011
2683,Andalucía,Granada,Algarinejo-18012
2684,Andalucía,Granada,Alhama de Granada-18013
2685,Andalucía,Granada,Alhendín-18014
2688,Andalucía,Granada,Almuñécar-18017
2690,Andalucía,Granada,Arenas del Rey-18020
2691,Andalucía,Granada,Armilla-18021
2692,Andalucía,Granada,Atarfe-18022
2693,Andalucía,Granada,Baza-18023
2694,Andalucía,Granada,Beas de Granada-18024
2696,Andalucía,Granada,Benalúa-18027
2697,Andalucía,Granada,Benalúa de las Villas-18028
2698,Andalucía,Granada,Benamaurel-18029
2703,Andalucía,Granada,Cádiar-18035
2704,Andalucía,Granada,Cájar-18036
2706,Andalucía,Granada,Campotéjar-18038
2707,Andalucía,Granada,Caniles-18039
2712,Andalucía,Granada,Castilléjar-18045
2713,Andalucía,Granada,Castril-18046
2714,Andalucía,Granada,Cenes de la Vega-18047
2715,Andalucía,Granada,Cijuela-18048
2717,Andalucía,Granada,Cogollos de la Vega-18050
2718,Andalucía,Granada,Colomera-18051
2719,Andalucía,Granada,Cortes de Baza-18053
2720,Andalucía,Granada,Cortes y Graena-18054
2721,Andalucía,Granada,Cúllar-18056
2722,Andalucía,Granada,Cúllar Vega-18057
2723,Andalucía,Granada,Chauchina-18059
2724,Andalucía,Granada,Chimeneas-18061
2725,Andalucía,Granada,Churriana de la Vega-18062
2726,Andalucía,Granada,Darro-18063
2728,Andalucía,Granada,Deifontes-18066
2730,Andalucía,Granada,Dílar-18068
2733,Andalucía,Granada,Dúrcal-18071
2736,Andalucía,Granada,Fonelas-18076
2738,Andalucía,Granada,Fuente Vaqueros-18079
2739,Andalucía,Granada,Galera-18082
2741,Andalucía,Granada,Gójar-18084
2744,Andalucía,Granada,Granada-18087
2745,Andalucía,Granada,Guadahortuna-18088
2746,Andalucía,Granada,Guadix-18089
2747,Andalucía,Granada,Gualchos-18093
2748,Andalucía,Granada,Güejar Sierra-18094
2749,Andalucía,Granada,Güevéjar-18095
2751,Andalucía,Granada,Huéneja-18097
2752,Andalucía,Granada,Huéscar-18098
2753,Andalucía,Granada,Huétor de Santillán-18099
2754,Andalucía,Granada,Huétor Tájar-18100
2755,Andalucía,Granada,Huétor Vega-18101
2756,Andalucía,Granada,Illora-18102
2757,Andalucía,Granada,Itrabo-18103
2758,Andalucía,Granada,Iznalloz-18105
2759,Andalucía,Granada,Jayena-18107
2760,Andalucía,Granada,Jerez del Marquesado-18108
2762,Andalucía,Granada,Jun-18111
2765,Andalucía,Granada,Láchar-18115
2766,Andalucía,Granada,Lanjarón-18116
2768,Andalucía,Granada,Lecrín-18119
2771,Andalucía,Granada,Loja-18122
2774,Andalucía,Granada,"Malahá, La-18126"
2775,Andalucía,Granada,Maracena-18127
2777,Andalucía,Granada,Moclín-18132
2778,Andalucía,Granada,Molvízar-18133
2779,Andalucía,Granada,Monachil-18134
2780,Andalucía,Granada,Montefrío-18135
2781,Andalucía,Granada,Montejícar-18136
2782,Andalucía,Granada,Montillana-18137
2783,Andalucía,Granada,Moraleda de Zafayona-18138
2784,Andalucía,Granada,Motril-18140
2786,Andalucía,Granada,Nigüelas-18143
2788,Andalucía,Granada,Ogíjares-18145
2789,Andalucía,Granada,Orce-18146
2790,Andalucía,Granada,Orgiva-18147
2791,Andalucía,Granada,Otívar-18148
2792,Andalucía,Granada,Villa de Otura-18149
2793,Andalucía,Granada,Padul-18150
2795,Andalucía,Granada,Pedro Martínez-18152
2796,Andalucía,Granada,Peligros-18153
2797,Andalucía,Granada,"Peza, La-18154"
2798,Andalucía,Granada,Pinos Genil-18157
2799,Andalucía,Granada,Pinos Puente-18158
2800,Andalucía,Granada,Píñar-18159
2802,Andalucía,Granada,Polopos-18162
2804,Andalucía,Granada,Puebla de Don Fadrique-18164
2805,Andalucía,Granada,Pulianas-18165
2806,Andalucía,Granada,Purullena-18167
2809,Andalucía,Granada,Salar-18171
2810,Andalucía,Granada,Salobreña-18173
2812,Andalucía,Granada,Santa Fe-18175
2819,Andalucía,Granada,Ugíjar-18182
2821,Andalucía,Granada,Vélez de Benaudalla-18184
2824,Andalucía,Granada,Villanueva Mesía-18188
2826,Andalucía,Granada,Zafarraya-18192
2827,Andalucía,Granada,"Zubia, La-18193"
2828,Andalucía,Granada,Zújar-18194
2830,Andalucía,Granada,"Valle,El-18902"
2831,Andalucía,Granada,Nevada-18903
2832,Andalucía,Granada,Alpujarra de la Sierra-18904
2833,Andalucía,Granada,"Gabias, Las-18905"
2834,Andalucía,Granada,"Guajares, Los-18906"
2835,Andalucía,Granada,Valle del Zalabí-18907
2836,Andalucía,Granada,Villamena-18908
2838,Andalucía,Granada,"Pinar,El-18910"
2839,Andalucía,Granada,Vegas del Genil-18911
2840,Andalucía,Granada,Cuevas del Campo-18912
2847,Castilla-La Mancha,Guadalajara,Albalate de Zorita-19006
2860,Castilla-La Mancha,Guadalajara,Almoguera-19021
2863,Castilla-La Mancha,Guadalajara,Alovera-19024
2879,Castilla-La Mancha,Guadalajara,Azuqueca de Henares-19046
2886,Castilla-La Mancha,Guadalajara,Brihuega-19053
2890,Castilla-La Mancha,Guadalajara,Cabanillas del Campo-19058
2899,Castilla-La Mancha,Guadalajara,"Casar, El-19071"
2909,Castilla-La Mancha,Guadalajara,Cifuentes-19086
2924,Castilla-La Mancha,Guadalajara,Chiloeches-19105
2936,Castilla-La Mancha,Guadalajara,Fontanar-19117
2945,Castilla-La Mancha,Guadalajara,Galápagos-19126
2948,Castilla-La Mancha,Guadalajara,Guadalajara-19130
2957,Castilla-La Mancha,Guadalajara,Horche-19143
2963,Castilla-La Mancha,Guadalajara,Humanes-19151
2968,Castilla-La Mancha,Guadalajara,Jadraque-19156
2971,Castilla-La Mancha,Guadalajara,Loranca de Tajuña-19160
2981,Castilla-La Mancha,Guadalajara,Marchamalo-19171
2999,Castilla-La Mancha,Guadalajara,Molina de Aragón-19190
3001,Castilla-La Mancha,Guadalajara,Mondéjar-19192
3018,Castilla-La Mancha,Guadalajara,Pastrana-19212
3026,Castilla-La Mancha,Guadalajara,Pioz-19220
3031,Castilla-La Mancha,Guadalajara,Pozo de Guadalajara-19225
3050,Castilla-La Mancha,Guadalajara,Sacedón-19245
3061,Castilla-La Mancha,Guadalajara,Sigüenza-19257
3077,Castilla-La Mancha,Guadalajara,Torija-19274
3081,Castilla-La Mancha,Guadalajara,Torrejón del Rey-19280
3091,Castilla-La Mancha,Guadalajara,Trijueque-19290
3092,Castilla-La Mancha,Guadalajara,Trillo-19291
3093,Castilla-La Mancha,Guadalajara,Uceda-19293
3099,Castilla-La Mancha,Guadalajara,Valdeaveruelo-19300
3114,Castilla-La Mancha,Guadalajara,Villanueva de la Torre-19319
3120,Castilla-La Mancha,Guadalajara,Yebes-19326
3124,Castilla-La Mancha,Guadalajara,Yunquera de Henares-19331
3219,Andalucía,Huelva,Aljaraque-21002
