year,codigo_aeat,population,renta_bruta_total,renta_disponible_total,renta_disponible_per_capita,mun_code,NOMBRE,CODAUTO,EV0,I_salud,I_educ,I_ingresos
2013,381,8993.0,39664268.7463805,34935181.7663805,3884.7083027221724,4903,"Mojonera, La",01,82.29,0.9583076923076924,0.24613368283093054,0.02734167325797943
2013,1766,5377.0,30571901.3333332,26530984.2133332,4934.161096026261,11001,Alcalá de los Gazules,01,82.29,0.9583076923076924,0.24613368283093054,0.039824852973146176
2013,1767,5221.0,27125843.405238,23714678.735238,4542.171755456426,11002,Alcalá del Valle,01,82.29,0.9583076923076924,0.24613368283093054,0.03516216264921363
2013,1768,1482.0,8228503.6019047,7234507.9819047,4881.584333269028,11003,Algar,01,82.29,0.9583076923076924,0.24613368283093054,0.0391994554492863
2013,1769,117974.0,1085317224.62822,878355706.968338,7445.332929021123,11004,Algeciras,01,82.29,0.9583076923076924,0.24613368283093054,0.0696950953384513
2013,1770,5677.0,31242254.5847618,28076669.1147618,4945.68770737393,11005,Algodonales,01,82.29,0.9583076923076924,0.24613368283093054,0.03996196134226759
2013,1771,31250.0,166199354.099516,145252980.039516,4648.095361264512,11006,Arcos de la Frontera,01,82.29,0.9583076923076924,0.24613368283093054,0.03642211775707305
2013,1772,22861.0,115112989.617233,100052436.497233,4376.555553004375,11007,Barbate,01,82.29,0.9583076923076924,0.24613368283093054,0.03319216758879424
2013,1773,22991.0,206042433.339992,168023479.759993,7308.228426775389,11008,"Barrios, Los",01,82.29,0.9583076923076924,0.24613368283093054,0.06806424528763243
2013,1775,8022.0,40139829.0057141,35648493.0857141,4443.841072764161,11010,Bornos,01,82.29,0.9583076923076924,0.24613368283093054,0.033992524918584524
2013,1776,2069.0,14026433.5509523,11940561.5009523,5771.175205873514,11011,"Bosque, El",01,82.29,0.9583076923076924,0.24613368283093054,0.049781086949576225
2013,1777,121739.0,1289826063.4599,1061480514.31003,8719.31356681121,11012,Cádiz,01,82.29,0.9583076923076924,0.24613368283093054,0.08484902065709903
2013,1778,3084.0,18622434.9142857,15970632.7142857,5178.544978691861,11013,Castellar de la Frontera,01,82.29,0.9583076923076924,0.24613368283093054,0.04273178499168905
2013,1779,22063.0,139590358.248089,117723701.668089,5335.797564614468,11014,Conil de la Frontera,01,82.29,0.9583076923076924,0.24613368283093054,0.04460229532171188
2013,1780,82298.0,569800560.724543,479717582.644543,5829.030871279289,11015,Chiclana de la Frontera,01,82.29,0.9583076923076924,0.24613368283093054,0.050469276712287715
2013,1781,19004.0,83869017.5671403,73164571.3171407,3849.956394292817,11016,Chipiona,01,82.29,0.9583076923076924,0.24613368283093054,0.026928301335834324
2013,1782,3912.0,19010308.5299999,16880237.8399999,4314.98922290386,11017,Espera,01,82.29,0.9583076923076924,0.24613368283093054,0.03245983968614667
2013,1783,1803.0,10351403.4871428,9414911.2071428,5221.803220822407,11018,"Gastor, El",01,82.29,0.9583076923076924,0.24613368283093054,0.04324633925665763
2013,1784,2165.0,12682267.9842857,11256888.2342857,5199.4864823490525,11019,Grazalema,01,82.29,0.9583076923076924,0.24613368283093054,0.04298088295524347
2013,1785,212226.0,1636722538.2437,1370485084.89381,6457.668169280908,11020,Jerez de la Frontera,01,82.29,0.9583076923076924,0.24613368283093054,0.05794688067568694
2013,1786,9710.0,53468544.4899991,46402661.5999996,4778.8528939237485,11021,Jimena de la Frontera,01,82.29,0.9583076923076924,0.24613368283093054,0.03797747097516113
2013,1787,63132.0,396746011.718076,331547535.088077,5251.655817779842,11022,"Línea de la Concepción, La",01,82.29,0.9583076923076924,0.24613368283093054,0.04360143415483866
2013,1788,11794.0,65026534.9139984,57064624.4039988,4838.445345429778,11023,Medina Sidonia,01,82.29,0.9583076923076924,0.24613368283093054,0.038686319707151286
2013,1789,8351.0,58869960.2657119,51838590.3857126,6207.4710077490845,11024,Olvera,01,82.29,0.9583076923076924,0.24613368283093054,0.05497080004437706
2013,1790,5609.0,24793685.0109523,22059200.8409523,3932.8223998845247,11025,Paterna de Rivera,01,82.29,0.9583076923076924,0.24613368283093054,0.027913987635093684
2013,1791,5885.0,27900245.8119047,24719722.9619047,4200.462695310909,11026,Prado del Rey,01,82.29,0.9583076923076924,0.24613368283093054,0.03109755332584676
2013,1792,88700.0,798937230.504432,656915884.204532,7406.041535564059,11027,"Puerto de Santa María, El",01,82.29,0.9583076923076924,0.24613368283093054,0.06922772650689134
2013,1793,41486.0,355106368.524461,297087302.824461,7161.145996829316,11028,Puerto Real,01,82.29,0.9583076923076924,0.24613368283093054,0.06631470836927364
2013,1794,7127.0,29878005.6947618,27305790.6347618,3831.3162108547494,11029,Puerto Serrano,01,82.29,0.9583076923076924,0.24613368283093054,0.02670657744194818
2013,1795,29179.0,245504547.099987,207835669.179987,7122.782452448234,11030,Rota,01,82.29,0.9583076923076924,0.24613368283093054,0.06585837624830986
2013,1796,96335.0,840555131.372705,706494447.202799,7333.725512044418,11031,San Fernando,01,82.29,0.9583076923076924,0.24613368283093054,0.06836753162853026
2013,1797,67385.0,379936705.438646,326460812.418647,4844.710431381568,11032,Sanlúcar de Barrameda,01,82.29,0.9583076923076924,0.24613368283093054,0.03876084253882714
2013,1798,29491.0,221683292.777801,182727797.827801,6196.052959472415,11033,San Roque,01,82.29,0.9583076923076924,0.24613368283093054,0.054834983026647875
2013,1799,2856.0,14641590.2642857,13110748.4042857,4590.598180772304,11034,Setenil de las Bodegas,01,82.29,0.9583076923076924,0.24613368283093054,0.0357381921514821
2013,1800,17908.0,121598368.297613,103213552.417614,5763.544361046124,11035,Tarifa,01,82.29,0.9583076923076924,0.24613368283093054,0.049690318495800474
2013,1802,7090.0,44137038.1071426,38954490.1671427,5494.286342333244,11037,Trebujena,01,82.29,0.9583076923076924,0.24613368283093054,0.04648751008098816
2013,1803,16884.0,113677266.488089,97944868.9280898,5801.046489462793,11038,Ubrique,01,82.29,0.9583076923076924,0.24613368283093054,0.05013640412415221
2013,1804,12897.0,66585832.4966647,58890929.516665,4566.250253288749,11039,Vejer de la Frontera,01,82.29,0.9583076923076924,0.24613368283093054,0.035448574975361066
2013,1806,12303.0,67565411.8004746,58430060.650475,4749.253080588068,11041,Villamartín,01,82.29,0.9583076923076924,0.24613368283093054,0.03762538292340478
2013,1807,1460.0,8405920.527619,7541467.547619,5165.38873124589,11042,Zahara,01,82.29,0.9583076923076924,0.24613368283093054,0.04257529219630739
2013,1808,6967.0,37508087.47,33132972.8,4755.701564518444,11901,Benalup-Casas Viejas,01,82.29,0.9583076923076924,0.24613368283093054,0.03770208726333017
2013,1809,4457.0,20678212.335238,18267312.535238,4098.566869023559,11902,San José del Valle,01,82.29,0.9583076923076924,0.24613368283093054,0.02988550842026725
2013,2047,4398.0,25286336.233333,22811805.213333,5186.858847961119,14001,Adamuz,01,82.29,0.9583076923076924,0.24613368283093054,0.04283067798132968
2013,2048,13631.0,84614983.0220917,73898753.7120922,5421.374346129573,14002,Aguilar de la Frontera,01,82.29,0.9583076923076924,0.24613368283093054,0.0456202261423401
2013,2049,1527.0,9131907.4242857,8091912.3342857,5299.222222845907,14003,Alcaracejos,01,82.29,0.9583076923076924,0.24613368283093054,0.04416723376643876
2013,2050,2468.0,15136614.4133332,13715937.0433332,5557.510957590438,14004,Almedinilla,01,82.29,0.9583076923076924,0.24613368283093054,0.047239563188773016
2013,2051,7977.0,38222836.3347617,33506320.0447617,4200.366058011997,14005,Almodóvar del Río,01,82.29,0.9583076923076924,0.24613368283093054,0.03109640383081734
2013,2052,1555.0,12181955.3385714,10620287.4485714,6829.766847955884,14006,Añora,01,82.29,0.9583076923076924,0.24613368283093054,0.06237297273748576
2013,2053,20207.0,114553644.336087,99251751.5460884,4911.750954920988,14007,Baena,01,82.29,0.9583076923076924,0.24613368283093054,0.03955828565287768
2013,2054,3427.0,18077277.642857,16031706.462857,4678.058495143566,14008,Belalcázar,01,82.29,0.9583076923076924,0.24613368283093054,0.0367785274854842
2013,2055,3227.0,23569663.8842856,19934302.8742856,6177.348272167834,14009,Belmez,01,82.29,0.9583076923076924,0.24613368283093054,0.054612491863034934
2013,2056,5123.0,27342743.4557141,24357138.9657141,4754.467883215713,14010,Benamejí,01,82.29,0.9583076923076924,0.24613368283093054,0.03768741269624961
2013,2058,7744.0,48456083.924285,42813167.8442854,5528.559897247598,14012,Bujalance,01,82.29,0.9583076923076924,0.24613368283093054,0.046895192015995936
2013,2059,21001.0,153283342.189991,131314757.259992,6252.785927336413,14013,Cabra,01,82.29,0.9583076923076924,0.24613368283093054,0.05550981836763673
2013,2060,3033.0,19823027.2209521,17464768.6109521,5758.248800182031,14014,Cañete de las Torres,01,82.29,0.9583076923076924,0.24613368283093054,0.04962732810844732
2013,2061,2632.0,18095331.419238,16135659.559238,6130.569741351824,14015,Carcabuey,01,82.29,0.9583076923076924,0.24613368283093054,0.05405606396964753
2013,2062,1606.0,8723585.8209523,7827465.6409523,4873.888942062454,14016,Cardeña,01,82.29,0.9583076923076924,0.24613368283093054,0.03910791922009799
2013,2063,13872.0,86758583.856568,76206249.7065685,5493.5301114885015,14017,"Carlota, La",01,82.29,0.9583076923076924,0.24613368283093054,0.046478514759234486
2013,2064,4516.0,31367387.0757141,27466791.9657141,6082.106281159013,14018,"Carpio, El",01,82.29,0.9583076923076924,0.24613368283093054,0.05347959393967983
2013,2065,8052.0,51861504.0042845,45569503.5942851,5659.401837342909,14019,Castro del Río,01,82.29,0.9583076923076924,0.24613368283093054,0.048451549255608885
2013,2067,328041.0,3306632186.75687,2720133237.367,8292.052631735058,14021,Córdoba,01,82.29,0.9583076923076924,0.24613368283093054,0.07976677677547228
2013,2068,4935.0,30078487.3695236,26856805.0695236,5442.108423409038,14022,Doña Mencía,01,82.29,0.9583076923076924,0.24613368283093054,0.045866856781239855
2013,2069,2442.0,16235845.0561904,14290548.7261904,5851.985555360524,14023,Dos Torres,01,82.29,0.9583076923076924,0.24613368283093054,0.05074232133946791
2013,2070,2375.0,13060972.7085714,11765568.5485714,4953.923599398484,14024,Encinas Reales,01,82.29,0.9583076923076924,0.24613368283093054,0.04005992679713434
2013,2071,3474.0,25344568.6185713,22623414.1685713,6512.2090295254175,14025,Espejo,01,82.29,0.9583076923076924,0.24613368283093054,0.058595641024504964
2013,2072,2438.0,19166241.9519047,16462375.7719047,6752.410078713987,14026,Espiel,01,82.29,0.9583076923076924,0.24613368283093054,0.061452818483008986
2013,2073,9801.0,72305335.2952351,62218612.1152356,6348.190196432568,14027,Fernán-Núñez,01,82.29,0.9583076923076924,0.24613368283093054,0.05664464657936778
2013,2075,4961.0,28905698.4119046,25493443.2419046,5138.771062669744,14029,Fuente Obejuna,01,82.29,0.9583076923076924,0.24613368283093054,0.042258676582384774
2013,2076,11068.0,58830183.6061888,52662340.4761892,4758.071962069859,14030,Fuente Palmera,01,82.29,0.9583076923076924,0.24613368283093054,0.03773028300383371
2013,2079,1604.0,9581083.7247619,8399406.8747619,5236.537951846571,14033,Guadalcázar,01,82.29,0.9583076923076924,0.24613368283093054,0.04342160802205886
2013,2081,7126.0,44352027.9054282,38963474.9954283,5467.790484904336,14035,Hinojosa del Duque,01,82.29,0.9583076923076924,0.24613368283093054,0.0461723434035513
2013,2082,4660.0,26198234.3600951,23083031.0300951,4953.440135213541,14036,Hornachuelos,01,82.29,0.9583076923076924,0.24613368283093054,0.04005417601887638
2013,2083,4637.0,23656993.3447617,21430524.9147617,4621.635737494436,14037,Iznájar,01,82.29,0.9583076923076924,0.24613368283093054,0.036107382076892874
2013,2084,42748.0,273177822.884743,235693933.234744,5513.566324383457,14038,Lucena,01,82.29,0.9583076923076924,0.24613368283093054,0.046716844342017914
2013,2085,3178.0,21432636.9671427,19248613.3571427,6056.832396835337,14039,Luque,01,82.29,0.9583076923076924,0.24613368283093054,0.053178962560997745
2013,2086,4472.0,30501991.6733332,26935926.3233332,6023.2393388491055,14040,Montalbán de Córdoba,01,82.29,0.9583076923076924,0.24613368283093054,0.05277937509722638
2013,2087,4001.0,25864368.0780951,22705294.4980951,5674.9048982992,14041,Montemayor,01,82.29,0.9583076923076924,0.24613368283093054,0.04863595726070196
2013,2088,23622.0,180376551.602275,154894565.432275,6557.216384399077,14042,Montilla,01,82.29,0.9583076923076924,0.24613368283093054,0.05913100088344945
2013,2089,9744.0,60073936.02057,53153257.7805703,5454.973089138988,14043,Montoro,01,82.29,0.9583076923076924,0.24613368283093054,0.04601988122913037
2013,2090,1995.0,11584163.0361904,10368250.2361904,5197.117912877393,14044,Monturque,01,82.29,0.9583076923076924,0.24613368283093054,0.04295270895964192
2013,2091,3872.0,19237330.6830475,17324208.0830475,4474.227294175491,14045,Moriles,01,82.29,0.9583076923076924,0.24613368283093054,0.034353967248494606
2013,2092,5540.0,30655710.5723805,27662600.0923805,4993.249114148105,14046,Nueva Carteya,01,82.29,0.9583076923076924,0.24613368283093054,0.04052770149947745
2013,2093,2012.0,9893349.7004762,8573985.3804762,4261.424145365904,14047,Obejo,01,82.29,0.9583076923076924,0.24613368283093054,0.03182268621566237
2013,2094,1571.0,8490474.8466666,7499421.4066666,4773.660984510885,14048,Palenciana,01,82.29,0.9583076923076924,0.24613368283093054,0.03791571351576976
2013,2095,21582.0,135737849.110279,117430765.580279,5441.143804108933,14049,Palma del Río,01,82.29,0.9583076923076924,0.24613368283093054,0.045855382690974195
2013,2096,2960.0,18544709.9680952,16341275.0480952,5520.701029761892,14050,Pedro Abad,01,82.29,0.9583076923076924,0.24613368283093054,0.046801711246010194
2013,2097,1636.0,10110277.7999999,8993358.8899999,5497.16313569676,14051,Pedroche,01,82.29,0.9583076923076924,0.24613368283093054,0.04652172937011608
2013,2098,11430.0,90654976.0338068,75538831.0238074,6608.821611881663,14052,Peñarroya-Pueblonuevo,01,82.29,0.9583076923076924,0.24613368283093054,0.059744842051930216
2013,2099,7512.0,44439805.1280949,38567514.638095,5134.120691972178,14053,Posadas,01,82.29,0.9583076923076924,0.24613368283093054,0.04220336069439986
2013,2100,17491.0,158468481.025132,134048708.925133,7663.86764193774,14054,Pozoblanco,01,82.29,0.9583076923076924,0.24613368283093054,0.07229455299175999
2013,2101,23112.0,152907590.898657,135167262.538657,5848.358538363491,14055,Priego de Córdoba,01,82.29,0.9583076923076924,0.24613368283093054,0.05069917818401318
2013,2102,30186.0,193009070.381419,165922460.401419,5496.66933020006,14056,Puente Genil,01,82.29,0.9583076923076924,0.24613368283093054,0.04651585558255844
2013,2103,7547.0,46569184.3257136,40533226.005714,5370.773288156089,14057,"Rambla, La",01,82.29,0.9583076923076924,0.24613368283093054,0.0450183295115523
2013,2104,10387.0,67201747.1442832,58756859.9342837,5656.7690318940695,14058,Rute,01,82.29,0.9583076923076924,0.24613368283093054,0.048420232188483396
2013,2106,6097.0,37246173.2614283,33204004.4014283,5445.957749947236,14060,Santaella,01,82.29,0.9583076923076924,0.24613368283093054,0.04591264429570957
2013,2108,1202.0,7574632.5783809,6704481.8683809,5577.7719370889345,14062,Torrecampo,01,82.29,0.9583076923076924,0.24613368283093054,0.04748056635718495
2013,2109,1261.0,8944277.9747619,8139620.8047619,6454.893580302854,14063,Valenzuela,01,82.29,0.9583076923076924,0.24613368283093054,0.057913877101757986
2013,2111,2385.0,15326088.9604761,13403075.1804761,5619.738021163983,14065,"Victoria, La",01,82.29,0.9583076923076924,0.24613368283093054,0.047979750477512344
2013,2112,7426.0,41392721.3477141,36276334.4377141,4885.043689430931,14066,Villa del Río,01,82.29,0.9583076923076924,0.24613368283093054,0.03924060428889426
2013,2113,4893.0,33399798.0176189,28932452.4376189,5913.029314861823,14067,Villafranca de Córdoba,01,82.29,0.9583076923076924,0.24613368283093054,0.05146843329534255
2013,2115,9226.0,56852661.8980937,50137427.0980942,5434.362356177564,14069,Villanueva de Córdoba,01,82.29,0.9583076923076924,0.24613368283093054,0.04577471776369356
2013,2116,1580.0,9986700.2099999,8976544.74,5681.357430379747,14070,Villanueva del Duque,01,82.29,0.9583076923076924,0.24613368283093054,0.04871270975313733
2013,2118,1264.0,8276202.5777142,7538809.6777142,5964.248162748576,14072,Villaralto,01,82.29,0.9583076923076924,0.24613368283093054,0.05207767850108556
2013,2119,3478.0,18664484.1314284,16736397.8314284,4812.075282181829,14073,Villaviciosa de Córdoba,01,82.29,0.9583076923076924,0.24613368283093054,0.03837264934415375
2013,2120,2683.0,17144212.9495237,15339069.4195237,5717.133589088222,14074,"Viso, El",01,82.29,0.9583076923076924,0.24613368283093054,0.04913826507256256
2013,2676,18306.0,171775443.461801,142012736.141801,7757.715292352289,18003,Albolote,01,82.29,0.9583076923076924,0.24613368283093054,0.07341086531514003
2013,2679,6853.0,32697260.2260951,28698100.6660951,4187.669730934642,18006,Albuñol,01,82.29,0.9583076923076924,0.24613368283093054,0.03094538176137278
2013,2682,5490.0,43576934.9923807,37141210.7223808,6765.247854714172,18011,Alfacar,01,82.29,0.9583076923076924,0.24613368283093054,0.06160552307913361
2013,2683,2875.0,14921399.8799999,13841903.5199999,4814.57513739127,18012,Algarinejo,01,82.29,0.9583076923076924,0.24613368283093054,0.038402384975942484
2013,2684,6191.0,33444682.6399998,29825389.3299998,4817.539869164884,18013,Alhama de Granada,01,82.29,0.9583076923076924,0.24613368283093054,0.03843765028732517
2013,2685,8306.0,70833147.4471408,59880662.7971413,7209.326125348098,18014,Alhendín,01,82.29,0.9583076923076924,0.24613368283093054,0.06688780818551808
2013,2688,27195.0,167313753.865418,144081595.685418,5298.091402295202,18017,Almuñécar,01,82.29,0.9583076923076924,0.24613368283093054,0.04415378272199911
2013,2691,23175.0,191092949.688561,159190667.698561,6869.068724857002,18021,Armilla,01,82.29,0.9583076923076924,0.24613368283093054,0.06284046626900076
2013,2692,17570.0,123961746.108565,106076360.258566,6037.356872997496,18022,Atarfe,01,82.29,0.9583076923076924,0.24613368283093054,0.0529473023418188
2013,2693,20644.0,151220194.032847,129045524.812848,6250.994226547568,18023,Baza,01,82.29,0.9583076923076924,0.24613368283093054,0.0554885061913429
2013,2696,3296.0,16736329.7590475,14605112.6190475,4431.162809177033,18027,Benalúa,01,82.29,0.9583076923076924,0.24613368283093054,0.03384171771330176
2013,2697,1163.0,6315429.667619,5888569.637619,5063.258501822012,18028,Benalúa de las Villas,01,82.29,0.9583076923076924,0.24613368283093054,0.04136045907910202
2013,2698,2414.0,12182728.0471428,10991407.5371428,4553.19284885783,18029,Benamaurel,01,82.29,0.9583076923076924,0.24613368283093054,0.03529325791187353
2013,2703,1545.0,7688548.2461904,6865393.9361904,4443.620670673398,18035,Cádiar,01,82.29,0.9583076923076924,0.24613368283093054,0.03398990324858074
2013,2704,4929.0,58445492.6857132,47281684.4557137,9592.5511170042,18036,Cájar,01,82.29,0.9583076923076924,0.24613368283093054,0.09523613034191973
2013,2706,1317.0,7662470.5428571,6946046.8328571,5274.1433810608205,18038,Campotéjar,01,82.29,0.9583076923076924,0.24613368283093054,0.0438689224073677
2013,2707,4514.0,22479965.5756189,20289042.5756189,4494.692639702902,18039,Caniles,01,82.29,0.9583076923076924,0.24613368283093054,0.034597401338890735
2013,2712,1487.0,6203414.4942857,5555561.0742857,3736.0868018061196,18045,Castilléjar,01,82.29,0.9583076923076924,0.24613368283093054,0.0255738291802751
2013,2713,2290.0,11980054.7295237,10925099.9995237,4770.786025992882,18046,Castril,01,82.29,0.9583076923076924,0.24613368283093054,0.03788151605202211
2013,2714,7943.0,65222372.4923795,54447164.49238,6854.735552358051,18047,Cenes de la Vega,01,82.29,0.9583076923076924,0.24613368283093054,0.0626699740188162
2013,2715,3209.0,20224792.0119047,17621465.1619047,5491.263683984013,18048,Cijuela,01,82.29,0.9583076923076924,0.24613368283093054,0.046451555736369964
2013,2717,2043.0,11919270.6223809,10612612.9023809,5194.622076544739,18050,Cogollos de la Vega,01,82.29,0.9583076923076924,0.24613368283093054,0.04292302113215797
2013,2718,1431.0,6883972.3761904,6293998.7061904,4398.32194702334,18051,Colomera,01,82.29,0.9583076923076924,0.24613368283093054,0.03345107757504946
