mun_code,NOMBRE,CODAUTO
13038,Chillón,08
13034,Ciudad Real,08
13035,Corral de Calatrava,08
13036,"Cortijos, Los",08
13037,Cózar,08
13039,Daimiel,08
13040,Fernán Caballero,08
13041,Fontanarejo,08
13042,Fuencaliente,08
13043,Fuenllana,08
13044,Fuente el Fresno,08
13045,Granátula de Calatrava,08
13046,Guadalmez,08
13047,Herencia,08
13048,Hinojosas de Calatrava,08
13049,Horcajo de los Montes,08
13050,"Labores, Las",08
13904,Llanos del Caudillo,08
13051,Luciana,08
13052,Malagón,08
13053,Manzanares,08
13054,Membrilla,08
13055,Mestanza,08
13056,Miguelturra,08
13057,Montiel,08
13058,Moral de Calatrava,08
13059,Navalpino,08
13060,Navas de Estena,08
13061,Pedro Muñoz,08
13062,Picón,08
13063,Piedrabuena,08
13064,Poblete,08
13065,Porzuna,08
13066,Pozuelo de Calatrava,08
13067,"Pozuelos de Calatrava, Los",08
13068,Puebla de Don Rodrigo,08
13069,Puebla del Príncipe,08
13070,Puerto Lápice,08
13071,Puertollano,08
13072,Retuerta del Bullaque,08
13901,"Robledo, El",08
13902,Ruidera,08
13073,Saceruela,08
13074,San Carlos del Valle,08
13075,San Lorenzo de Calatrava,08
13076,Santa Cruz de los Cáñamos,08
13077,Santa Cruz de Mudela,08
13078,Socuéllamos,08
13080,Solana del Pino,08
13079,"Solana, La",08
13081,Terrinches,08
13082,Tomelloso,08
13083,Torralba de Calatrava,08
13084,Torre de Juan Abad,08
13085,Torrenueva,08
13086,Valdemanco del Esteras,08
13087,Valdepeñas,08
13088,Valenzuela de Calatrava,08
13089,Villahermosa,08
13090,Villamanrique,08
13091,Villamayor de Calatrava,08
13092,Villanueva de la Fuente,08
13093,Villanueva de los Infantes,08
13094,Villanueva de San Carlos,08
13095,Villar del Pozo,08
13096,Villarrubia de los Ojos,08
13097,Villarta de San Juan,08
13098,Viso del Marqués,08
14001,Adamuz,01
14002,Aguilar de la Frontera,01
14003,Alcaracejos,01
14004,Almedinilla,01
14005,Almodóvar del Río,01
14006,Añora,01
14007,Baena,01
14008,Belalcázar,01
14009,Belmez,01
14010,Benamejí,01
14011,"Blázquez, Los",01
14012,Bujalance,01
14013,Cabra,01
14014,Cañete de las Torres,01
14015,Carcabuey,01
14016,Cardeña,01
14017,"Carlota, La",01
14018,"Carpio, El",01
14019,Castro del Río,01
14020,Conquista,01
14021,Córdoba,01
14022,Doña Mencía,01
14023,Dos Torres,01
14024,Encinas Reales,01
14025,Espejo,01
14026,Espiel,01
14027,Fernán-Núñez,01
14901,Fuente Carreteros,01
14028,Fuente la Lancha,01
14029,Fuente Obejuna,01
14030,Fuente Palmera,01
14031,Fuente-Tójar,01
14032,"Granjuela, La",01
14033,Guadalcázar,01
14902,"Guijarrosa, La",01
14034,"Guijo, El",01
14035,Hinojosa del Duque,01
14036,Hornachuelos,01
14037,Iznájar,01
14038,Lucena,01
14039,Luque,01
14040,Montalbán de Córdoba,01
14041,Montemayor,01
14042,Montilla,01
14043,Montoro,01
14044,Monturque,01
14045,Moriles,01
14046,Nueva Carteya,01
14047,Obejo,01
14048,Palenciana,01
14049,Palma del Río,01
14050,Pedro Abad,01
14051,Pedroche,01
14052,Peñarroya-Pueblonuevo,01
14053,Posadas,01
14054,Pozoblanco,01
14055,Priego de Córdoba,01
14056,Puente Genil,01
14057,"Rambla, La",01
14058,Rute,01
14059,San Sebastián de los Ballesteros,01
14061,Santa Eufemia,01
14060,Santaella,01
14062,Torrecampo,01
14063,Valenzuela,01
14064,Valsequillo,01
14065,"Victoria, La",01
14066,Villa del Río,01
14067,Villafranca de Córdoba,01
14068,Villaharta,01
14069,Villanueva de Córdoba,01
14070,Villanueva del Duque,01
14071,Villanueva del Rey,01
14072,Villaralto,01
14073,Villaviciosa de Córdoba,01
14074,"Viso, El",01
14075,Zuheros,01
15001,Abegondo,12
15002,Ames,12
15003,Aranga,12
15004,Ares,12
15005,Arteixo,12
15006,Arzúa,12
15007,"Baña, A",12
15008,Bergondo,12
15009,Betanzos,12
15010,Boimorto,12
15011,Boiro,12
15012,Boqueixón,12
15013,Brión,12
15014,Cabana de Bergantiños,12
15015,Cabanas,12
15016,Camariñas,12
15017,Cambre,12
15018,"Capela, A",12
15019,Carballo,12
15901,Cariño,12
15020,Carnota,12
15021,Carral,12
15022,Cedeira,12
15023,Cee,12
15024,Cerceda,12
15025,Cerdido,12
15027,Coirós,12
15028,Corcubión,12
15029,Coristanco,12
15030,"Coruña, A",12
15031,Culleredo,12
15032,Curtis,12
15033,Dodro,12
15034,Dumbría,12
15035,Fene,12
15036,Ferrol,12
15037,Fisterra,12
15038,Frades,12
15039,Irixoa,12
15041,"Laracha, A",12
15040,Laxe,12
15042,Lousame,12
15043,Malpica de Bergantiños,12
15044,Mañón,12
15045,Mazaricos,12
15046,Melide,12
15047,Mesía,12
15048,Miño,12
15049,Moeche,12
15050,Monfero,12
15051,Mugardos,12
15053,Muros,12
15052,Muxía,12
15054,Narón,12
15055,Neda,12
15056,Negreira,12
15057,Noia,12
15058,Oleiros,12
15059,Ordes,12
15060,Oroso,12
15061,Ortigueira,12
15062,Outes,12
15902,Oza-Cesuras,12
15064,Paderne,12
15065,Padrón,12
15066,"Pino, O",12
15067,"Pobra do Caramiñal, A",12
15068,Ponteceso,12
15069,Pontedeume,12
15070,"Pontes de García Rodríguez, As",12
15071,Porto do Son,12
15072,Rianxo,12
15073,Ribeira,12
15074,Rois,12
15075,Sada,12
15076,San Sadurniño,12
15077,Santa Comba,12
15078,Santiago de Compostela,12
15079,Santiso,12
15080,Sobrado,12
15081,"Somozas, As",12
15082,Teo,12
15083,Toques,12
15084,Tordoia,12
15085,Touro,12
15086,Trazo,12
15088,Val do Dubra,12
15087,Valdoviño,12
15089,Vedra,12
15091,Vilarmaior,12
15090,Vilasantar,12
15092,Vimianzo,12
15093,Zas,12
16001,Abia de la Obispalía,08
16002,"Acebrón, El",08
16003,Alarcón,08
16004,Albaladejo del Cuende,08
16005,Albalate de las Nogueras,08
16006,Albendea,08
16007,"Alberca de Záncara, La",08
16008,Alcalá de la Vega,08
16009,Alcantud,08
16010,Alcázar del Rey,08
16011,Alcohujate,08
16012,Alconchel de la Estrella,08
16013,Algarra,08
16014,Aliaguilla,08
16015,"Almarcha, La",08
16016,Almendros,08
16017,Almodóvar del Pinar,08
16018,Almonacid del Marquesado,08
16019,Altarejos,08
16020,Arandilla del Arroyo,08
16905,Arcas,08
16022,Arcos de la Sierra,08
16024,Arguisuelas,08
16025,Arrancacepas,08
16026,Atalaya del Cañavate,08
16027,Barajas de Melo,08
16029,Barchín del Hoyo,08
16030,Bascuñana de San Pedro,08
16031,Beamud,08
16032,Belinchón,08
16033,Belmonte,08
16034,Belmontejo,08
16035,Beteta,08
16036,Boniches,08
16038,Buciegas,08
16039,Buenache de Alarcón,08
16040,Buenache de la Sierra,08
16041,Buendía,08
16042,Campillo de Altobuey,08
16043,Campillos-Paravientos,08
16044,Campillos-Sierra,08
16901,Campos del Paraíso,08
16045,Canalejas del Arroyo,08
16046,Cañada del Hoyo,08
16047,Cañada Juncosa,08
16048,Cañamares,08
16049,"Cañavate, El",08
16050,Cañaveras,08
16051,Cañaveruelas,08
16052,Cañete,08
16053,Cañizares,08
16055,Carboneras de Guadazaón,08
16056,Cardenete,08
16057,Carrascosa,08
16058,Carrascosa de Haro,08
16060,Casas de Benítez,08
16061,Casas de Fernando Alonso,08
16062,Casas de Garcimolina,08
16063,Casas de Guijarro,08
16064,Casas de Haro,08
16065,Casas de los Pinos,08
16066,Casasimarro,08
16067,Castejón,08
16068,Castillejo de Iniesta,08
16070,Castillejo-Sierra,08
16072,Castillo de Garcimuñoz,08
16071,Castillo-Albaráñez,08
16073,Cervera del Llano,08
16023,Chillarón de Cuenca,08
16081,Chumillas,08
16074,"Cierva, La",08
16078,Cuenca,08
16079,Cueva del Hierro,08
16082,Enguídanos,08
16083,Fresneda de Altarejos,08
16084,Fresneda de la Sierra,08
16085,"Frontera, La",08
16086,Fuente de Pedro Naharro,08
16087,Fuentelespino de Haro,08
16088,Fuentelespino de Moya,08
16904,Fuentenava de Jábaga,08
16089,Fuentes,08
16091,Fuertescusa,08
16092,Gabaldón,08
16093,Garaballa,08
16094,Gascueña,08
16095,Graja de Campalbo,08
16096,Graja de Iniesta,08
16097,Henarejos,08
16098,"Herrumblar, El",08
16099,"Hinojosa, La",08
16100,"Hinojosos, Los",08
16101,"Hito, El",08
16102,Honrubia,08
16103,Hontanaya,08
16104,Hontecillas,08
16106,Horcajo de Santiago,08
16107,Huélamo,08
16108,Huelves,08
16109,Huérguina,08
16110,Huerta de la Obispalía,08
16111,Huerta del Marquesado,08
16112,Huete,08
16113,Iniesta,08
16115,Laguna del Marquesado,08
16116,Lagunaseca,08
16117,Landete,08
16118,Ledaña,08
16119,Leganiel,08
16121,"Majadas, Las",08
16122,Mariana,08
16123,Masegosa,08
16124,"Mesas, Las",08
16125,Minglanilla,08
16126,Mira,08
16128,Monreal del Llano,08
16129,Montalbanejo,08
16130,Montalbo,08
16131,Monteagudo de las Salinas,08
16132,Mota de Altarejos,08
16133,Mota del Cuervo,08
16134,Motilla del Palancar,08
16135,Moya,08
16137,Narboneta,08
16139,Olivares de Júcar,08
16140,Olmeda de la Cuesta,08
16141,Olmeda del Rey,08
16142,Olmedilla de Alarcón,08
16143,Olmedilla de Eliz,08
16145,Osa de la Vega,08
16146,Pajarón,08
16147,Pajaroncillo,08
16148,Palomares del Campo,08
16149,Palomera,08
16150,Paracuellos,08
16151,Paredes,08
16152,"Parra de las Vegas, La",08
16153,"Pedernoso, El",08
16154,"Pedroñeras, Las",08
16155,"Peral, El",08
16156,"Peraleja, La",08
16157,"Pesquera, La",08
16158,"Picazo, El",08
16159,Pinarejo,08
16160,Pineda de Gigüela,08
16161,Piqueras del Castillo,08
16162,Portalrubio de Guadamejud,08
16163,Portilla,08
16165,Poyatos,08
16166,Pozoamargo,08
16908,Pozorrubielos de la Mancha,08
16167,Pozorrubio de Santiago,08
16169,"Pozuelo, El",08
16170,Priego,08
16171,"Provencio, El",08
16172,Puebla de Almenara,08
16174,Puebla del Salvador,08
16175,Quintanar del Rey,08
16176,Rada de Haro,08
16177,Reíllo,08
16181,Rozalén del Monte,08
16185,Saceda-Trasierra,08
16186,Saelices,08
16187,Salinas del Manzano,08
16188,Salmeroncillos,08
16189,Salvacañete,08
16190,San Clemente,08
16191,San Lorenzo de la Parrilla,08
16192,San Martín de Boniches,08
16193,San Pedro Palmiches,08
16194,Santa Cruz de Moya,08
16196,Santa María de los Llanos,08
16195,Santa María del Campo Rus,08
16197,Santa María del Val,08
16198,Sisante,08
16199,Solera de Gabaldón,08
16909,Sotorribas,08
16202,Talayuelas,08
16203,Tarancón,08
16204,Tébar,08
16205,Tejadillos,08
16206,Tinajas,08
16209,Torralba,08
16211,Torrejoncillo del Rey,08
16212,Torrubia del Campo,08
16213,Torrubia del Castillo,08
16215,Tragacete,08
16216,Tresjuncos,08
16217,Tribaldos,08
16218,Uclés,08
16219,Uña,08
16906,"Valdecolmenas, Los",08
16224,Valdemeca,08
16225,Valdemorillo de la Sierra,08
16227,Valdemoro-Sierra,08
16228,Valdeolivas,08
16902,Valdetórtola,08
16903,"Valeras, Las",08
16231,Valhermoso de la Fuente,08
16173,"Valle de Altomira, El",08
16234,Valsalobre,08
16236,Valverde de Júcar,08
16237,Valverdejo,08
16238,Vara de Rey,08
16239,Vega del Codorno,08
16240,Vellisca,08
16242,Villaconejos de Trabaque,08
16243,Villaescusa de Haro,08
16244,Villagarcía del Llano,08
16245,Villalba de la Sierra,08
16246,Villalba del Rey,08
16247,Villalgordo del Marquesado,08
16248,Villalpardo,08
16249,Villamayor de Santiago,08
16250,Villanueva de Guadamejud,08
16251,Villanueva de la Jara,08
16253,Villar de Cañas,08
16254,Villar de Domingo García,08
16255,Villar de la Encina,08
16263,Villar de Olalla,08
16258,Villar del Humo,08
16259,Villar del Infantado,08
16910,Villar y Velasco,08
16264,Villarejo de Fuentes,08
16265,Villarejo de la Peñuela,08
16266,Villarejo-Periesteban,08
16269,Villares del Saz,08
16270,Villarrubio,08
16271,Villarta,08
16272,Villas de la Ventosa,08
16273,Villaverde y Pasaconsol,08
16274,Víllora,08
16275,Vindel,08
16276,Yémeda,08
16277,Zafra de Záncara,08
16278,Zafrilla,08
16279,Zarza de Tajo,08
16280,Zarzuela,08
17001,Agullana,09
17002,Aiguaviva,09
17003,Albanyà,09
17004,Albons,09
17006,Alp,09
17007,Amer,09
17008,Anglès,09
17009,Arbúcies,09
17010,Argelaguer,09
17011,"Armentera, L'",09
17012,Avinyonet de Puigventós,09
17015,Banyoles,09
17016,Bàscara,09
17013,Begur,09
17018,Bellcaire d'Empordà,09
17019,Besalú,09
17020,Bescanó,09
17021,Beuda,09
17022,"Bisbal d'Empordà, La",09
17234,Biure,09
17023,Blanes,09
17029,Boadella i les Escaules,09
17024,Bolvir,09
17025,Bordils,09
17026,Borrassà,09
17027,Breda,09
17028,Brunyola i Sant Martí Sapresa,09
17031,Cabanelles,09
17030,Cabanes,09
17032,Cadaqués,09
17033,Caldes de Malavella,09
17034,Calonge i Sant Antoni,09
17035,Camós,09
17036,Campdevànol,09
17037,Campelles,09
17038,Campllong,09
17039,Camprodon,09
17040,Canet d'Adri,09
17041,Cantallops,09
17042,Capmany,09
17044,Cassà de la Selva,09
17048,"Castell d'Aro, Platja d'Aro i s'Agaró",09
17046,Castellfollit de la Roca,09
17047,Castelló d'Empúries,09
17189,"Cellera de Ter, La",09
17049,Celrà,09
17050,Cervià de Ter,09
17051,Cistella,09
17054,Colera,09
17055,Colomers,09
17057,Corçà,09
17056,Cornellà del Terri,09
17058,Crespià,09
17901,"Cruïlles, Monells i Sant Sadurní de l'Heura",09
17060,Darnius,09
17061,Das,09
17062,"Escala, L'",09
17063,Espinelves,09
17064,Espolla,09
17065,Esponellà,09
17005,"Far d'Empordà, El",09
17066,Figueres,09
17067,Flaçà,09
17068,Foixà,09
17069,Fontanals de Cerdanya,09
17070,Fontanilles,09
17071,Fontcoberta,09
17902,Forallac,09
17073,Fornells de la Selva,09
17074,Fortià,09
17075,Garrigàs,09
17076,Garrigoles,09
17077,Garriguella,09
17078,Ger,09
17079,Girona,09
17080,Gombrèn,09
17081,Gualta,09
17082,Guils de Cerdanya,09
17083,Hostalric,09
17084,Isòvol,09
17085,Jafre,09
17086,"Jonquera, La",09
17087,Juià,09
17088,Lladó,09
17089,Llagostera,09
17090,Llambilles,09
17091,Llanars,09
17092,Llançà,09
17093,Llers,09
17094,Llívia,09
17095,Lloret de Mar,09
17096,"Llosses, Les",09
17102,Maçanet de Cabrenys,09
17103,Maçanet de la Selva,09
17097,Madremanya,09
17098,Maià de Montcal,09
17100,Masarac i Vilarnadal,09
17101,Massanes,09
17099,Meranges,09
17105,Mieres,09
17106,Mollet de Peralada,09
17107,Molló,09
17109,Montagut i Oix,09
17110,Mont-ras,09
17111,Navata,09
17112,Ogassa,09
17114,Olot,09
17115,Ordis,09
17116,Osor,09
17117,Palafrugell,09
17118,Palamós,09
17119,Palau de Santa Eulàlia,09
17121,Palau-sator,09
17120,Palau-saverdera,09
17123,Palol de Revardit,09
17124,Pals,09
17125,Pardines,09
17126,Parlavà,09
17128,Pau,09
17129,Pedret i Marzà,09
17130,"Pera, La",09
17132,Peralada,09
17133,"Planes d'Hostoles, Les",09
17134,Planoles,09
17135,Pont de Molins,09
17136,Pontós,09
17137,Porqueres,09
17140,"Port de la Selva, El",09
17138,Portbou,09
17139,"Preses, Les",09
17141,Puigcerdà,09
17142,Quart,09
17043,Queralbs,09
17143,Rabós,09
17144,Regencós,09
17145,Ribes de Freser,09
17146,Riells i Viabrea,09
17147,Ripoll,09
17148,Riudarenes,09
17149,Riudaura,09
17150,Riudellots de la Selva,09
17151,Riumors,09
17152,Roses,09
17153,Rupià,09
17154,Sales de Llierca,09
17155,Salt,09
17157,Sant Andreu Salou,09
17183,Sant Aniol de Finestres,09
17158,Sant Climent Sescebes,09
17159,Sant Feliu de Buixalleu,09
17160,Sant Feliu de Guíxols,09
17161,Sant Feliu de Pallerols,09
17162,Sant Ferriol,09
17163,Sant Gregori,09
17164,Sant Hilari Sacalm,09
17165,Sant Jaume de Llierca,09
17167,Sant Joan de les Abadesses,09
17168,Sant Joan de Mollet,09
17185,Sant Joan les Fonts,09
17166,Sant Jordi Desvalls,09
17169,Sant Julià de Ramis,09
17903,Sant Julià del Llor i Bonmatí,09
17171,Sant Llorenç de la Muga,09
17172,Sant Martí de Llémena,09
17173,Sant Martí Vell,09
17174,Sant Miquel de Campmajor,09
17175,Sant Miquel de Fluvià,09
17176,Sant Mori,09
17177,Sant Pau de Segúries,09
17178,Sant Pere Pescador,09
17180,Santa Coloma de Farners,09
17181,Santa Cristina d'Aro,09
17182,Santa Llogaia d'Àlguema,09
17184,Santa Pau,09
17186,Sarrià de Ter,09
17187,"Saus, Camallera i Llampaies",09
17188,"Selva de Mar, La",09
17190,Serinyà,09
17191,Serra de Daró,09
17192,Setcases,09
17193,Sils,09
17052,Siurana,09
17194,Susqueda,09
17195,"Tallada d'Empordà, La",09
17196,Terrades,09
17197,Torrent,09
17198,Torroella de Fluvià,09
17199,Torroella de Montgrí,09
17200,Tortellà,09
17201,Toses,09
17202,Tossa de Mar,09
17204,Ullà,09
17205,Ullastret,09
17203,Ultramort,09
17206,Urús,09
17014,"Vajol, La",09
17208,"Vall de Bianya, La",09
17207,"Vall d'en Bas, La",09
17170,Vallfogona de Ripollès,09
17209,Vall-llobrega,09
17210,Ventalló,09
17211,Verges,09
17212,Vidrà,09
17213,Vidreres,09
17214,Vilabertran,09
17215,Vilablareix,09
17217,Viladamat,09
17216,Viladasens,09
17218,Vilademuls,09
17220,Viladrau,09
17221,Vilafant,09
17223,Vilajuïga,09
17224,Vilallonga de Ter,09
17225,Vilamacolum,09
17226,Vilamalla,09
17227,Vilamaniscle,09
17228,Vilanant,09
17230,Vila-sacra,09
17222,Vilaür,09
17233,Vilobí d'Onyar,09
17232,Vilopriu,09
18001,Agrón,01
18002,Alamedilla,01
18003,Albolote,01
18004,Albondón,01
18005,Albuñán,01
18006,Albuñol,01
18007,Albuñuelas,01
18010,Aldeire,01
18011,Alfacar,01
18012,Algarinejo,01
18013,Alhama de Granada,01
18014,Alhendín,01
18015,Alicún de Ortega,01
18016,Almegíjar,01
18017,Almuñécar,01
18904,Alpujarra de la Sierra,01
18018,Alquife,01
18020,Arenas del Rey,01
18021,Armilla,01
18022,Atarfe,01
18023,Baza,01
18024,Beas de Granada,01
18025,Beas de Guadix,01
18027,Benalúa,01
18028,Benalúa de las Villas,01
18029,Benamaurel,01
18030,Bérchules,01
18032,Bubión,01
18033,Busquístar,01
18034,Cacín,01
18035,Cádiar,01
18036,Cájar,01
18114,"Calahorra, La",01
18037,Calicasas,01
18038,Campotéjar,01
18039,Caniles,01
18040,Cáñar,01
18042,Capileira,01
18043,Carataunas,01
18044,Cástaras,01
18045,Castilléjar,01
18046,Castril,01
18047,Cenes de la Vega,01
18059,Chauchina,01
18061,Chimeneas,01
18062,Churriana de la Vega,01
18048,Cijuela,01
18049,Cogollos de Guadix,01
18050,Cogollos de la Vega,01
18051,Colomera,01
18053,Cortes de Baza,01
18054,Cortes y Graena,01
18912,Cuevas del Campo,01
18056,Cúllar,01
18057,Cúllar Vega,01
18063,Darro,01
18064,Dehesas de Guadix,01
18065,Dehesas Viejas,01
18066,Deifontes,01
18067,Diezma,01
18068,Dílar,01
18069,Dólar,01
18915,Domingo Pérez de Granada,01
18070,Dúdar,01
18071,Dúrcal,01
18072,Escúzar,01
18074,Ferreira,01
18076,Fonelas,01
18077,Fornes,01
18078,Freila,01
18079,Fuente Vaqueros,01
18905,"Gabias, Las",01
18082,Galera,01
18083,Gobernador,01
18084,Gójar,01
18085,Gor,01
18086,Gorafe,01
18087,Granada,01
18088,Guadahortuna,01
18089,Guadix,01
18906,"Guájares, Los",01
18093,Gualchos,01
18094,Güéjar Sierra,01
18095,Güevéjar,01
18096,Huélago,01
18097,Huéneja,01
18098,Huéscar,01
18099,Huétor de Santillán,01
18100,Huétor Tájar,01
18101,Huétor Vega,01
18102,Íllora,01
18103,Ítrabo,01
18105,Iznalloz,01
18106,Játar,01
18107,Jayena,01
18108,Jérez del Marquesado,01
18109,Jete,01
18111,Jun,01
18112,Juviles,01
18115,Láchar,01
18116,Lanjarón,01
18117,Lanteira,01
18119,Lecrín,01
18120,Lentegí,01
18121,Lobras,01
18122,Loja,01
18123,Lugros,01
18124,Lújar,01
18126,"Malahá, La",01
18127,Maracena,01
18128,Marchal,01
18132,Moclín,01
18133,Molvízar,01
18134,Monachil,01
18135,Montefrío,01
18136,Montejícar,01
18137,Montillana,01
18138,Moraleda de Zafayona,01
18909,Morelábor,01
18140,Motril,01
18141,Murtas,01
18903,Nevada,01
18143,Nigüelas,01
18144,Nívar,01
18145,Ogíjares,01
18146,Orce,01
18147,Órgiva,01
18148,Otívar,01
18150,Padul,01
18151,Pampaneira,01
18152,Pedro Martínez,01
18153,Peligros,01
18154,"Peza, La",01
18910,"Pinar, El",01
18157,Pinos Genil,01
18158,Pinos Puente,01
18159,Píñar,01
18161,Polícar,01
18162,Polopos,01
18163,Pórtugos,01
18164,Puebla de Don Fadrique,01
18165,Pulianas,01
18167,Purullena,01
18168,Quéntar,01
18170,Rubite,01
18171,Salar,01
18173,Salobreña,01
18174,Santa Cruz del Comercio,01
18175,Santa Fe,01
18176,Soportújar,01
18177,Sorvilán,01
18901,"Taha, La",01
18178,Torre-Cardela,01
18916,Torrenueva Costa,01
18179,Torvizcón,01
18180,Trevélez,01
18181,Turón,01
18182,Ugíjar,01
18914,Valderrubio,01
18907,Valle del Zalabí,01
18902,"Valle, El",01
18183,Válor,01
18911,Vegas del Genil,01
18184,Vélez de Benaudalla,01
18185,Ventas de Huelma,01
18149,Villa de Otura,01
18908,Villamena,01
18187,Villanueva de las Torres,01
18188,Villanueva Mesía,01
18189,Víznar,01
18192,Zafarraya,01
18913,Zagra,01
18193,"Zubia, La",01
18194,Zújar,01
19001,Abánades,08
19002,Ablanque,08
19003,Adobes,08
19004,Alaminos,08
19005,Alarilla,08
19006,Albalate de Zorita,08
19007,Albares,08
19008,Albendiego,08
19009,Alcocer,08
19010,Alcolea de las Peñas,08
19011,Alcolea del Pinar,08
19013,Alcoroches,08
19015,Aldeanueva de Guadalajara,08
19016,Algar de Mesa,08
19017,Algora,08
19018,Alhóndiga,08
19019,Alique,08
19020,Almadrones,08
19021,Almoguera,08
19022,Almonacid de Zorita,08
19023,Alocén,08
19024,Alovera,08
19027,Alustante,08
19031,Angón,08
19032,Anguita,08
19033,Anquela del Ducado,08
19034,Anquela del Pedregal,08
19036,Aranzueque,08
19037,Arbancón,08
19038,Arbeteta,08
19039,Argecilla,08
19040,Armallones,08
19041,Armuña de Tajuña,08
19042,Arroyo de las Fraguas,08
19043,Atanzón,08
19044,Atienza,08
19045,Auñón,08
19046,Azuqueca de Henares,08
19047,Baides,08
19048,Baños de Tajo,08
19049,Bañuelos,08
19050,Barriopedro,08
19051,Berninches,08
19052,"Bodera, La",08
19053,Brihuega,08
19054,Budia,08
19055,Bujalaro,08
19057,Bustares,08
19058,Cabanillas del Campo,08
19059,Campillo de Dueñas,08
19060,Campillo de Ranas,08
19061,Campisábalos,08
19064,Canredondo,08
19065,Cantalojas,08
19066,Cañizar,08
19067,"Cardoso de la Sierra, El",08
19070,Casa de Uceda,08
19071,"Casar, El",08
19073,Casas de San Galindo,08
19074,Caspueñas,08
19075,Castejón de Henares,08
19076,Castellar de la Muela,08
19078,Castilforte,08
19079,Castilnuevo,08
19080,Cendejas de Enmedio,08
19081,Cendejas de la Torre,08
19082,Centenera,08
19103,Checa,08
19104,Chequilla,08
19106,Chillarón del Rey,08
19105,Chiloeches,08
19086,Cifuentes,08
19087,Cincovillas,08
19088,Ciruelas,08
19089,Ciruelos del Pinar,08
19090,Cobeta,08
19091,Cogollor,08
19092,Cogolludo,08
19095,Condemios de Abajo,08
19096,Condemios de Arriba,08
19097,Congostrina,08
19098,Copernal,08
19099,Corduente,08
19102,"Cubillo de Uceda, El",08
19107,Driebes,08
19108,Durón,08
19109,Embid,08
19110,Escamilla,08
19111,Escariche,08
19112,Escopete,08
19113,Espinosa de Henares,08
19114,Esplegares,08
19115,Establés,08
19116,Estriégana,08
19117,Fontanar,08
19118,Fuembellida,08
19119,Fuencemillán,08
19120,Fuentelahiguera de Albatages,08
19121,Fuentelencina,08
19122,Fuentelsaz,08
19123,Fuentelviejo,08
19124,Fuentenovilla,08
19125,Gajanejos,08
19126,Galápagos,08
19127,Galve de Sorbe,08
19129,Gascueña de Bornova,08
19130,Guadalajara,08
19132,Henche,08
19133,Heras de Ayuso,08
19134,Herrería,08
19135,Hiendelaencina,08
19136,Hijes,08
19138,Hita,08
19139,Hombrados,08
19142,Hontoba,08
19143,Horche,08
19145,Hortezuela de Océn,08
19146,"Huerce, La",08
19147,Huérmeces del Cerro,08
19148,Huertahernando,08
19150,Hueva,08
19151,Humanes,08
19152,Illana,08
19153,Iniéstola,08
19154,"Inviernas, Las",08
19155,Irueste,08
19156,Jadraque,08
19157,Jirueque,08
19159,Ledanca,08
19160,Loranca de Tajuña,08
19161,Lupiana,08
19162,Luzaga,08
19163,Luzón,08
19165,Majaelrayo,08
19166,Málaga del Fresno,08
19167,Malaguilla,08
19168,Mandayona,08
19169,Mantiel,08
19170,Maranchón,08
19171,Marchamalo,08
19172,Masegoso de Tajuña,08
19173,Matarrubia,08
19174,Matillas,08
19175,Mazarete,08
19176,Mazuecos,08
19177,Medranda,08
19178,Megina,08
19179,Membrillera,08
19181,Miedes de Atienza,08
19182,"Mierla, La",08
19184,Millana,08
19183,Milmarcos,08
19185,"Miñosa, La",08
19186,Mirabueno,08
19187,Miralrío,08
19188,Mochales,08
19189,Mohernando,08
19190,Molina de Aragón,08
19191,Monasterio,08
19192,Mondéjar,08
19193,Montarrón,08
19194,Moratilla de los Meleros,08
19195,Morenilla,08
19196,Muduex,08
19197,"Navas de Jadraque, Las",08
19198,Negredo,08
19199,Ocentejo,08
19200,"Olivar, El",08
19201,Olmeda de Cobeta,08
19202,"Olmeda de Jadraque, La",08
19203,"Ordial, El",08
19204,Orea,08
19208,Pálmaces de Jadraque,08
19209,Pardos,08
19210,Paredes de Sigüenza,08
19211,Pareja,08
19212,Pastrana,08
19213,"Pedregal, El",08
19214,Peñalén,08
19215,Peñalver,08
19216,Peralejos de las Truchas,08
19217,Peralveche,08
19218,Pinilla de Jadraque,08
19219,Pinilla de Molina,08
19220,Pioz,08
19221,Piqueras,08
19222,"Pobo de Dueñas, El",08
19223,Poveda de la Sierra,08
19224,Pozo de Almoguera,08
19225,Pozo de Guadalajara,08
19226,Prádena de Atienza,08
19227,Prados Redondos,08
19228,Puebla de Beleña,08
19229,Puebla de Valles,08
19230,Quer,08
19231,Rebollosa de Jadraque,08
19232,"Recuenco, El",08
19233,Renera,08
19234,Retiendas,08
19235,Riba de Saelices,08
19237,Rillo de Gallo,08
19238,Riofrío del Llano,08
19239,Robledillo de Mohernando,08
19240,Robledo de Corpes,08
19241,Romanillos de Atienza,08
19242,Romanones,08
19243,Rueda de la Sierra,08
19244,Sacecorbo,08
19245,Sacedón,08
19246,Saelices de la Sal,08
19247,Salmerón,08
19248,San Andrés del Congosto,08
19249,San Andrés del Rey,08
19250,Santiuste,08
19251,Saúca,08
19252,Sayatón,08
19254,Selas,08
19901,Semillas,08
19255,Setiles,08
19256,Sienes,08
19257,Sigüenza,08
19258,Solanillos del Extremo,08
19259,Somolinos,08
19260,"Sotillo, El",08
19261,Sotodosos,08
