mun_code,valor_mapa
01001,1945.35
01002,7910.91
01003,1112.58
01004,1232.88
01006,132.38
01008,816.47
01009,1097.78
01010,2060.21
01011,188.98
01013,583.63
01014,295.04
01016,348.98
01017,715.31
01018,1218.92
01019,136.06
01020,278.45
01021,397.9
01022,728.43
01023,239.8
01027,340.57
01028,1027.13
01030,109.55
01031,1040.37
01032,447.94
01033,612.73
01034,139.02
01036,13177.63
01037,497.92
01039,162.82
01041,150.43
01042,858.25
01043,2010.67
01044,176.74
01046,530.61
01047,935.25
01049,93.64
01051,4041.21
01052,192.01
01053,467.71
01054,931.77
01055,687.24
01056,157.46
01057,205.03
01058,1283.53
01059,224525.02
01060,184.5
01061,124.14
01062,274.5
01063,1574.95
01901,2344.04
01902,589.66
02001,128444.83
02002,85485.96
02004,118773.45
02005,106285.36
02006,106121.27
02007,202855.34
02008,234590.42
02009,5197881.53
02010,370769.46
02011,105086.62
02012,389734.97
02013,24970.44
02014,68124.02
02015,324162.91
02016,98555.41
02017,141982.75
02018,172586.84
02019,467926.95
02020,84542.21
02021,212002.35
02022,55167.49
02023,98550.78
02024,751329.12
02025,1889014.01
02026,210225.3
02027,57550.6
02028,21124.24
02029,693224.58
02030,612665.35
02031,121945.46
02032,49641.1
02033,409076.22
02034,330049.11
02035,430507.1
02036,20288.97
02037,6588852.46
02038,62869.06
02039,189337.71
02040,102094.89
02041,60731.09
02042,166529.85
02043,230922.87
02044,203078.17
02045,739171.89
02046,220968.05
02047,20688.0
02048,261963.41
02049,141403.5
02050,17963.61
02051,342101.78
02052,90297.51
02053,594686.58
02054,85354.82
02055,205563.53
02056,347767.48
02057,405803.72
02058,58933.69
02059,55234.56
02060,325072.66
02061,113292.44
02062,83354.61
02063,261060.3
02064,64183.04
02065,86901.15
02066,45115.1
02067,224112.56
02068,61451.45
02069,2984752.33
02070,84684.58
02071,193087.32
02072,292135.39
02073,1153063.24
02074,1465381.03
02075,326954.1
02076,61000.47
02077,10745.44
02078,191200.31
02079,659075.0
02080,94370.86
02081,5219764.35
02082,18176.59
02083,35720.59
02084,56918.98
02085,59774.53
02086,465873.12
02901,473098.46
03001,115888.91
03002,804264.32
03003,90463.42
03004,162755.72
03005,2538226.1
03006,211352.9
03007,39037.99
03008,29208.18
03009,13527607.16
03010,66864.5
03011,4202513.23
03012,528581.93
03013,227044.07
03015,4163116.96
03016,18911.87
03017,84309.95
03018,4607765.26
03019,4365386.8
03020,21147.33
03021,1394394.41
03022,27265.24
03023,292315.59
03024,1054935.82
03025,313022.26
03026,331348.89
03027,29364.62
03028,190203.45
03029,74874.31
03030,178279.8
03031,15171908.74
03032,18859.81
03033,25034.73
03034,553639.74
03035,127387.88
03036,16484.54
03037,81442.72
03038,69548.88
03039,16503.15
03040,69008.05
03041,2093240.98
03042,754020.25
03043,623254.75
03044,1258898.81
03045,72659.57
03046,500769.67
03047,4982547.66
03048,1343481.52
03049,3924274.05
03050,5828288.92
03051,74050.54
03052,213197.81
03053,1903483.84
03054,77468.19
03055,1759073.36
03056,2270604.75
03057,34206.95
03058,1381821.95
03059,5954440.4
03060,20738.12
03061,286938.77
03062,123145.42
03063,8985085.39
03064,1353999.34
03066,12296026.29
03067,16937.13
03068,9260.21
03069,1368703.18
03070,720952.4
03071,1155009.94
03072,78702.07
03073,47096.89
03074,445894.82
03075,37071.5
03076,2946114.55
03077,418470.65
03078,213984.95
03079,4833625.16
03080,327263.16
03081,460556.08
03082,6029049.79
03083,1360181.44
03084,103450.9
03085,194400.28
03086,43359.68
03088,1550347.87
03089,2443873.5
03090,5115329.76
03091,83896.8
03092,1865531.72
03093,5699678.74
03094,3486870.46
03095,1299233.43
03096,1435765.38
03097,371657.13
03098,129066.32
03100,155647.83
03101,1403342.99
03102,2016190.98
03103,53817.25
03104,7402391.25
03105,1590804.4
03106,123991.9
03107,852594.96
03109,764516.03
03110,119203.71
03111,1448143.98
03112,198062.08
03113,3103706.64
03114,411993.09
03115,64069.92
03116,268396.82
03117,115994.71
03118,1535397.03
03119,4924901.28
03120,1093768.38
03121,6552741.65
03122,13077511.06
03123,1890108.43
03124,101465.68
03125,100253.98
03127,107649.06
03128,2123401.1
