mun_code,valor_mapa
01001,2190.52
01002,8970.52
01003,1265.75
01004,1404.89
01006,159.96
01008,733.18
01009,1235.58
01010,2301.35
01011,232.17
01013,680.22
01014,305.62
01016,389.83
01017,822.43
01018,1376.04
01019,154.48
01020,312.35
01021,460.08
01022,815.36
01023,278.5
01027,384.01
01028,1194.9
01030,133.11
01031,1171.33
01032,519.93
01033,694.09
01034,171.19
01036,15921.93
01037,567.3
01039,184.52
01041,184.08
01042,972.37
01043,2252.8
01044,210.75
01046,577.55
01047,1056.84
01049,132.81
01051,3978.21
01052,232.12
01053,539.37
01054,1059.87
01055,801.63
01056,183.32
01057,228.15
01058,1444.63
01059,248530.33
01060,209.04
01061,141.25
01062,312.32
01063,1832.76
01901,2631.8
01902,685.26
02001,123135.8
02002,87278.93
02004,109488.79
02005,106058.42
02006,104685.1
02007,192592.4
02008,225956.44
02009,4953411.79
02010,341850.09
02011,110290.25
02012,367334.28
02013,23593.85
02014,67485.08
02015,315432.34
02016,97757.38
02017,140604.49
02018,175294.17
02019,439413.77
02020,79598.45
02021,200219.85
02022,56888.63
02023,102261.0
02024,699351.74
02025,1806132.21
02026,199873.78
02027,54171.24
02028,21292.59
02029,629968.47
02030,573930.2
02031,121252.17
02032,47649.54
02033,413002.56
02034,320206.92
02035,391790.02
02036,18759.68
02037,6281206.98
02038,55472.89
02039,180357.05
02040,103194.86
02041,58358.41
02042,148415.41
02043,225734.05
02044,198849.92
02045,694054.57
02046,203866.34
02047,19405.8
02048,237116.47
02049,136933.79
02050,18453.46
02051,312475.58
02052,83621.33
02053,573669.88
02054,86533.18
02055,198596.03
02056,329055.46
02057,375043.54
02058,56663.5
02059,51496.9
02060,203763.14
02061,107648.33
02062,74638.96
02063,246944.95
02064,59965.45
02065,89310.33
02066,47171.39
02067,220145.18
02068,60852.66
02069,2796173.54
02070,81713.68
02071,190071.27
02072,277795.18
02073,1129958.97
02074,1412882.5
02075,302362.98
02076,58690.32
02077,10638.6
02078,174564.82
02079,619123.24
02080,93090.49
02081,5001249.27
02082,17641.38
02083,34075.68
02084,56322.6
02085,53546.73
02086,448664.94
02901,434691.6
03001,110085.8
03002,720528.45
03003,86848.34
03004,145078.58
03005,2244467.29
03006,193246.62
03007,33968.92
03008,30267.96
03009,12743456.67
03010,62888.93
03011,4186909.87
03012,546617.38
03013,229211.58
03015,3750435.75
03016,20343.81
03017,84541.87
03018,4095840.36
03019,4081725.41
03020,21283.77
03021,1275913.53
03022,25771.32
03023,272810.03
03024,987803.06
03025,285234.78
03026,298488.03
03027,30801.1
03028,175634.43
03029,65734.32
03030,174107.74
03031,13825991.42
03032,18701.39
03033,25656.8
03034,481564.11
03035,127120.57
03036,18424.24
03037,75614.77
03038,61997.83
03039,17329.22
03040,59259.96
03041,2089430.77
03042,720451.69
03043,579728.93
03044,1174474.19
03045,66362.85
03046,474526.52
03047,3751444.26
03048,1221910.17
03049,3638959.93
03050,5391998.83
03051,70802.73
03052,191557.09
03053,1762958.08
03054,74797.98
03055,1568189.76
03056,2081416.97
03057,31454.88
03058,1288355.26
03059,5565538.29
03060,18807.61
03061,275620.17
03062,110024.79
03063,8280076.8
03064,1229406.18
03066,11523334.8
03067,16668.76
03068,9452.49
03069,1174886.0
03070,632881.45
03071,1049741.91
03072,69634.03
03073,45617.56
03074,394165.31
03075,35975.18
03076,2800641.28
03077,397968.37
03078,185574.67
03079,4401046.45
03080,298604.48
03081,414495.65
03082,5648676.34
03083,1290045.5
03084,98932.19
03085,178210.29
03086,39836.96
03088,1358649.4
03089,2339662.55
03090,4639448.76
03091,77560.57
03092,1700413.9
03093,5366145.33
03094,3551365.99
03095,1191561.3
03096,1320879.59
03097,339631.0
03098,123241.96
03100,159266.26
03101,1286257.62
03102,1892792.76
03103,53377.18
03104,6913071.05
03105,1432921.29
03106,114563.18
03107,744602.28
03109,667973.4
03110,96924.0
03111,1362339.07
03112,188608.34
03113,3080215.54
03114,381002.43
03115,62540.48
03116,246255.83
03117,103436.12
03118,1312582.01
03119,4408700.62
03120,1103778.08
03121,5974188.36
03122,12159496.61
03123,1744127.66
03124,91073.16
03125,91411.45
03127,100446.91
03128,1956010.2
03129,284656.52
03130,8855.35
03131,49135.39
03132,113487.53
03134,25481.89
03135,36298.21
03136,95810.36
03137,116468.75
03138,736873.82
03139,6464596.71
03140,6663768.51
03901,549866.33
03902,4200898.4
03903,763681.18
03904,291402.06
04001,196684.96
04002,186518.1
04003,4939313.38
04004,128293.84
04005,108412.08
04006,2015832.04
04007,125229.4
04008,86190.99
04009,25362.33
04010,118400.79
04011,578307.38
04012,41583.46
04014,29876.17
04015,25026.78
04016,472687.41
04017,766288.62
04018,48038.49
04019,40215.91
04020,51068.9
04021,32633.13
04022,149259.55
04023,17848.0
04024,644518.81
04026,10092.52
04027,51038.33
04028,41886.53
04029,2176043.37
04030,196835.88
04031,502644.62
04032,1385907.93
04033,21906.62
04034,25287.24
04035,2360187.4
04036,39125.59
04037,231411.23
04038,645501.59
04041,65371.28
04043,106366.88
04044,313354.86
04045,306934.96
04046,154718.83
04047,547144.29
04048,421855.33
04049,1441274.45
04050,152784.44
04051,91140.98
04052,2997375.76
04053,3365606.39
04054,63180.35
04055,71447.18
04056,27017.84
04057,244195.45
04058,62589.86
04059,237544.6
04060,88661.27
04061,113942.07
04062,981430.1
04063,208006.03
04064,1234438.51
04065,72598.24
04066,5521300.05
04067,97880.27
04068,31267.02
04069,1075297.0
04070,354354.3
04071,68839.21
04072,150165.99
04073,56534.47
04074,683642.98
04075,1532092.49
04076,250180.56
04077,53318.58
04078,205668.87
04080,48934.89
04081,71270.14
04082,54268.75
04083,316013.46
04084,60897.52
04085,68958.62
04086,402171.47
04087,35161.51
04088,556474.16
04089,150350.81
04090,58456.62
04091,58277.35
04092,548783.18
04093,504454.86
04094,35704.23
04095,139652.7
