mun_code,valor_mapa
01001,1625.79
01002,6785.34
01003,891.07
01004,1046.73
01006,100.98
01008,631.92
01009,1005.39
01010,1539.03
01011,193.23
01013,527.41
01014,215.84
01016,280.05
01017,630.64
01018,1010.29
01019,119.63
01020,173.24
01021,321.47
01022,664.96
01023,222.49
01027,304.69
01028,937.91
01030,114.75
01031,972.72
01032,398.91
01033,552.39
01034,143.67
01036,12136.81
01037,391.01
01039,159.96
01041,132.79
01042,661.02
01043,1829.64
01044,166.15
01046,408.99
01047,676.47
01049,103.0
01051,2790.13
01052,188.17
01053,409.33
01054,702.08
01055,647.36
01056,154.35
01057,190.42
01058,1064.65
01059,175335.74
01060,183.29
01061,111.13
01062,217.57
01063,1433.15
01901,1711.99
01902,555.67
02001,80080.79
02002,50334.16
02004,75338.38
02005,72721.23
02006,60631.37
02007,116638.44
02008,150526.91
02009,2723968.94
02010,208306.79
02011,67921.15
02012,202038.69
02013,18573.26
02014,40687.74
02015,181494.4
02016,59163.74
02017,88623.32
02018,107324.46
02019,293313.82
02020,66352.91
02021,132965.48
02022,40549.2
02023,64923.48
02024,395831.31
02025,984026.58
02026,122849.35
02027,38606.23
02028,13509.37
02029,314261.05
02030,330312.82
02031,63577.33
02032,30699.05
02033,235323.67
02034,191953.42
02035,202052.33
02036,10434.8
02037,3458326.16
02038,31848.86
02039,106327.56
02040,74808.08
02041,43129.05
02042,95829.09
02043,141994.22
02044,121890.92
02045,398653.1
02046,124420.65
02047,8055.84
02048,159347.0
02049,93364.45
02050,11918.39
02051,194994.76
02052,53861.09
02053,338754.09
02054,50636.24
02055,129598.26
02056,204267.89
02057,229068.79
02058,39142.52
02059,35429.15
02060,107118.13
02061,74978.59
02062,49713.19
02063,143121.25
02064,42124.89
02065,54338.52
02066,28516.9
02067,122348.14
02068,41957.12
02069,1536645.54
02070,52168.17
02071,110354.13
02072,187768.85
02073,651769.33
02074,806837.09
02075,172971.66
02076,37535.59
02077,4938.59
02078,115421.67
02079,326551.48
02080,57722.99
02081,2855361.17
02082,11550.78
02083,23449.25
02084,34710.27
02085,33873.21
02086,291950.25
02901,250899.1
03001,57858.98
03002,410779.29
03003,49871.96
03004,92994.91
03005,1181869.35
03006,123298.64
03007,19106.97
03008,17178.75
03009,7054495.53
03010,33883.14
03011,2175222.39
03012,389361.33
03013,144797.39
03015,1897030.48
03016,11858.04
03017,42284.5
03018,2492018.04
03019,2186060.89
03020,14107.21
03021,696250.94
03022,14580.56
03023,152864.63
03024,537479.6
03025,153189.73
03026,168026.09
03027,17271.74
03028,129434.7
03029,51851.58
03030,105947.6
03031,7926407.38
03032,8304.17
03033,16885.03
03034,330040.63
03035,73109.03
03036,8550.48
03037,40347.09
03038,34960.86
03039,11083.8
03040,33526.71
03041,1323744.35
03042,519267.81
03043,341627.15
03044,639249.38
03045,36060.64
03046,273446.62
03047,3160964.36
03048,797231.93
03049,1841842.16
03050,2809911.04
03051,36790.02
03052,103423.47
03053,1005005.09
03054,41460.69
03055,844404.32
03056,1128594.75
03057,23956.67
03058,639372.05
03059,3010786.2
03060,10966.18
03061,162654.75
03062,62430.29
03063,4789572.88
03064,713610.76
03066,6381885.61
03067,8938.05
03068,3092.67
03069,644060.53
03070,369036.51
03071,597723.75
03072,32573.8
03073,19307.96
03074,199342.76
03075,19758.59
03076,1637640.12
03077,248158.1
03078,103900.61
03079,2555653.89
03080,174744.09
03081,274400.04
03082,3511776.64
03083,740971.67
03084,57256.75
03085,89196.73
03086,16956.16
03088,748864.86
03089,1346401.29
03090,2303751.98
03091,50544.18
03092,878361.19
03093,2919023.21
03094,1723628.79
03095,630330.11
03096,767386.52
03097,222662.61
03098,72551.29
03100,93974.0
03101,737114.57
03102,1111804.76
03103,27540.69
03104,3670604.59
03105,803107.63
03106,68942.5
03107,354280.22
03109,350349.14
03110,61012.65
03111,689140.98
03112,102278.01
03113,2134506.28
03114,220466.38
03115,38176.77
03116,133436.9
03117,61753.74
03118,1137447.53
03119,2320101.34
03120,813770.13
03121,3339167.46
03122,6029388.74
03123,977349.43
03124,58005.44
03125,53719.93
03127,67180.53
03128,1408562.69
03129,152284.41
03130,5944.41
03131,33551.68
03132,62159.53
03134,18179.64
03135,24366.38
03136,56330.53
03137,98027.05
03138,426152.28
03139,3411856.69
03140,3706968.19
03901,291994.34
03902,2366303.01
03903,420087.42
03904,149311.05
04001,126756.65
04002,109798.99
04003,2605960.19
04004,69034.61
04005,72028.41
04006,1076366.34
04007,80697.08
04008,47707.72
04009,14677.21
04010,81789.6
04011,314282.27
04012,27471.74
04014,17835.78
04015,17030.66
04016,278973.06
04017,444743.5
04018,26598.23
04019,23150.33
04020,37562.59
04021,18565.34
04022,85203.54
04023,11507.32
04024,344827.65
04026,8398.15
04027,30089.86
04028,30472.05
04029,1442668.23
04030,152338.13
04031,329322.11
04032,857961.51
04033,17478.09
04034,15954.16
04035,1306016.14
04036,24355.72
04037,146091.66
04038,344660.56
04041,39866.07
04043,54568.06
04044,194733.44
04045,192244.66
04046,80829.81
04047,325646.08
04048,297028.41
04049,793830.05
04050,91386.01
04051,53655.17
04052,1438756.59
04053,1786158.82
04054,42943.05
04055,46478.24
04056,11385.36
04057,160853.39
04058,41389.03
04059,187771.59
04060,79226.37
04061,72499.0
04062,594422.16
04063,121703.92
04064,790964.34
04065,39812.01
04066,2827606.28
04067,83667.39
04068,21697.3
04069,626427.34
04070,242338.8
04071,46006.13
04072,79378.5
04073,39656.33
04074,318903.24
04075,776678.61
04076,142265.24
04077,38147.52
04078,116528.48
04079,9231950.92
04080,26306.99
04081,42098.35
04082,37937.35
04083,192435.58
04084,35870.22
04085,41741.17
04086,310220.31
04087,22023.4
04088,307679.21
04089,101784.6
04090,47537.13
04091,49139.43
04092,322606.73
04093,309475.64
04094,24847.9
04095,106905.12
04096,27964.17
04097,29222.8
04098,187807.47
04099,695741.32
04100,1287865.1
04101,409991.5
04102,2433115.15
04103,251741.89
04901,53756.71
04903,795074.08
05001,26094.77
05002,226352.57
05005,21864.01
05007,12770.83
05008,24294.4
05010,17657.09
05012,16554.27
05013,83179.33
05014,634131.89
05015,11414.95
05016,778049.76
05017,9518.38
05018,2696.46
05021,221898.04
05022,174793.35
05023,20347.38
05024,23949.33
05025,11453.63
05026,24282.62
05027,30558.34
05029,13755.11
05030,4559.74
05033,19240.07
05034,1611.22
05035,10834.63
05036,14140.99
05037,28160.85
05038,10869.9
05039,5361.36
05040,7343.22
05041,104615.91
05042,17506.88
05043,9939.3
05044,30393.79
05045,11631.31
05046,5568.22
05047,478461.51
05048,13562.79
05049,45973.63
05051,18003.31
05052,10123.57
05053,10249.21
05054,126339.36
05055,68867.11
05056,10519.09
05057,289793.53
05058,8959.37
05059,10994.18
05060,16494.27
05061,26819.59
05062,19435.24
05063,3684.08
05064,13485.44
05065,52076.53
05066,42439.68
05067,7945.13
05069,9926.09
05070,4674.66
05072,10610.12
05073,33456.69
05074,75241.41
05075,8807.45
05076,44535.66
05077,23440.05
05078,14453.33
05079,5296.28
05080,6840.56
05081,4714.26
05082,50869.75
05083,13655.77
05084,7501.5
05085,3398.07
05086,8834.75
05087,18720.12
05088,3501.98
05089,47674.25
05090,8796.04
05092,18382.61
05093,49921.69
05094,14076.17
05095,27721.33
05096,7036.11
05097,49842.89
05099,61128.39
05100,28332.25
05101,28408.08
05102,189752.26
05103,7943.42
05104,3127.32
05105,37830.54
05106,4077.85
05107,6769.94
05108,6877.75
05109,50968.02
05110,76445.14
05112,10481.68
05113,7654.2
05114,151877.91
05115,70308.14
05116,12998.81
05117,21425.83
05118,8438.16
05119,3586.69
05120,3832.57
05121,23046.29
05122,15117.68
05123,9337.48
05124,11049.01
05125,6125.76
05126,6823.95
05127,66262.82
05128,37437.05
05129,15609.07
05130,11142.7
05131,10498.69
05132,100816.95
05133,5660.54
05134,4726.03
05135,44773.5
05136,10414.76
05138,36197.93
05139,6752.76
05140,16167.61
05141,8705.34
05142,10201.32
05143,7834.36
05144,8562.88
05145,4347.0
05147,15658.33
05148,3580.91
05149,12508.91
05151,8466.38
05152,81929.34
05153,9398.22
05154,4870.68
05155,5009.37
05156,28626.48
05157,21840.69
05158,39033.41
05159,29627.45
05160,31835.18
05161,83328.38
05162,10078.48
05163,183168.77
05164,2617.48
05165,37061.44
05166,20162.34
05167,28987.51
05168,531887.29
05169,22570.43
05170,6061.77
05171,8029.65
05172,15319.47
05173,6119.02
05174,8185.57
05175,20351.3
05176,21355.26
05177,18038.06
05178,40482.39
05179,23755.89
05180,10517.5
05181,3103.87
05182,79989.23
05183,22563.64
05184,30835.26
05185,10778.31
05186,169164.82
05187,186940.12
05188,6715.74
05189,48026.44
05190,4923.25
05191,13579.83
05192,10202.37
05193,23022.48
05194,16990.5
05195,21839.47
05196,6773.62
05197,12381.87
05198,8648.92
05199,3629.25
05200,5882.28
05201,51664.42
05204,73157.37
05205,9431.72
05206,2119.15
05207,69540.26
05208,4803.23
05209,9685.36
05210,8651.9
05211,37369.02
05212,24368.93
05213,9992.31
05214,4628.58
05215,18221.71
05216,20757.17
05217,6831.18
05218,13403.01
05219,4729.44
05220,46576.55
05221,38312.28
05222,16177.07
05224,9434.07
05225,41609.6
05226,8668.99
05227,54983.11
05228,23778.54
05229,6685.78
05230,7527.65
05231,18905.28
05232,11030.91
05233,23942.76
05234,6320.91
05235,14107.33
05236,12950.64
05237,19806.52
05238,85379.96
05239,21256.71
05240,383706.32
05241,360176.28
05242,79689.41
05243,10345.0
05244,6030.99
05245,38904.92
05246,7178.1
05247,23054.45
05249,11583.63
05251,7456.79
05252,6793.57
05253,9126.21
05254,20488.85
05256,12457.74
05257,12989.38
05258,14225.46
05259,16038.54
05260,9787.02
05261,4675.05
05262,35617.01
05263,16117.07
05264,5625.78
05265,8307.86
05266,11222.88
05267,10989.8
05901,30474.09
05902,28466.8
05903,16283.59
05904,13560.03
05905,22766.88
06001,73493.88
06002,583733.11
06003,94803.37
06004,169459.47
06005,183018.32
06006,602988.01
06007,184575.6
06008,66512.63
06009,21213.9
06010,121642.95
06011,3541045.85
06012,380561.96
06013,32752.28
06014,837330.32
06016,339572.69
06017,35191.48
06018,85055.68
06019,233116.12
06020,218322.62
06021,110508.64
06022,314970.51
06023,532930.57
06024,139920.18
06025,612181.14
06026,98852.51
06027,75997.7
06028,527915.64
06029,152861.15
06030,17627.76
06031,50243.87
06032,7118.62
06033,138361.58
06034,15786.17
06035,95779.61
06036,636603.73
06037,216396.37
06038,81717.15
06039,188926.38
06040,121779.16
06041,51825.47
06042,130203.91
06043,63234.19
06044,3704256.45
06045,53202.74
06046,134181.2
06047,96269.84
06048,86213.12
06049,121945.33
06050,532345.52
06051,162340.44
06052,503007.9
06053,69244.39
06054,732445.45
06055,240895.71
06056,45865.19
06057,60971.49
06058,225143.13
06059,214133.48
06060,798694.31
06061,120381.48
06062,57757.0
06063,297865.13
06064,91688.35
06065,33199.3
06066,234645.35
06067,222902.36
06068,51468.15
06069,333461.77
06070,1023365.7
06071,27127.04
06072,235359.54
06073,86698.18
06074,601821.06
06075,56420.6
06076,90476.1
06077,40763.34
06078,58858.3
06079,78832.33
06080,204150.06
06081,116956.2
06082,52065.4
06084,124139.44
06085,378603.45
06086,164317.52
06087,236874.24
06088,1614721.24
06089,66402.7
06090,92209.9
