mun_code,valor_mapa
01001,2356.58
01002,9466.42
01003,1309.9
01004,1467.7
01006,179.66
01008,792.22
01009,1316.84
01010,2406.06
01011,259.77
01013,721.81
01014,341.52
01016,451.64
01017,885.61
01018,1495.41
01019,163.12
01020,330.26
01021,490.2
01022,833.25
01023,291.76
01027,402.96
01028,1306.38
01030,137.88
01031,1211.4
01032,551.34
01033,745.12
01034,171.18
01036,16972.0
01037,588.21
01039,171.86
01041,184.22
01042,1007.27
01043,2346.05
01044,222.7
01046,617.17
01047,1144.94
01049,146.43
01051,4149.55
01052,236.53
01053,578.51
01054,1076.62
01055,866.01
01056,211.0
01057,258.43
01058,1517.76
01059,260232.72
01060,186.32
01061,133.5
01062,300.41
01063,2023.07
01901,2649.87
01902,762.19
02001,125885.94
02002,87543.81
02004,130890.65
02005,119277.11
02006,105938.91
02007,214257.25
02008,239439.58
02009,5032658.15
02010,353978.49
02011,116945.79
02012,372698.87
02013,26884.89
02014,72146.63
02015,295671.06
02016,105007.03
02017,146818.0
02018,182093.48
02019,448493.3
02020,88862.51
02021,209516.98
02022,58504.13
02023,109748.35
02024,729640.56
02025,1818795.18
02026,195940.94
02027,56476.48
02028,21092.4
02029,626555.38
02030,586415.64
02031,123089.34
02032,55557.56
02033,424097.76
02034,328909.47
02035,390829.67
02036,20938.97
02037,6572166.52
02038,57256.41
02039,188729.4
02040,114887.19
02041,63125.34
02042,170153.35
02043,229839.99
02044,209354.5
02045,708508.11
02046,218388.94
02047,21197.69
02048,244450.74
02049,148861.02
02050,19600.28
02051,326304.41
02052,87379.62
02053,582918.11
02054,86039.06
02055,211583.55
02056,336772.17
02057,382981.57
02058,56849.38
02059,56511.33
02060,201925.31
02061,114063.15
02062,81984.68
02063,260961.32
02064,66025.52
02065,90318.25
02066,46876.28
02067,228520.31
02068,66285.38
02069,2813121.77
02070,87325.68
02071,191247.33
02072,288592.73
02073,1158446.02
02074,1482700.61
02075,294532.0
02076,59119.73
02077,9452.95
02078,184908.33
02079,618562.37
02080,90097.12
02081,5312444.66
02082,18330.01
02083,36461.92
02084,59980.01
02085,48895.58
02086,477361.39
02901,432528.08
03001,99192.27
03002,731197.05
03003,90943.22
03004,158229.69
03005,2234240.62
03006,205641.28
03007,37334.19
03008,30834.08
03009,12879404.33
03010,66764.99
03011,4194371.75
03012,626615.76
03013,243918.15
03015,3440623.24
03016,19967.72
03017,87216.17
03018,4304548.58
03019,4068880.48
03020,23042.89
03021,1296096.86
03022,25817.15
03023,281692.94
03024,991534.41
03025,285354.0
03026,291287.48
03027,31714.78
03028,194725.33
03029,81742.91
