mun_code,valor_mapa
01001,2358.19
01002,9168.98
01003,1252.62
01004,1432.15
01006,175.05
01008,797.66
01009,1266.51
01010,2187.97
01011,247.28
01013,726.36
01014,338.89
01016,451.08
01017,865.3
01018,1445.36
01019,166.81
01020,310.43
01021,502.5
01022,882.41
01023,296.39
01027,462.84
01028,1249.96
01030,152.43
01031,1221.88
01032,547.44
01033,720.01
01034,206.27
01036,16750.82
01037,550.77
01039,194.15
01041,184.71
01042,950.89
01043,2471.56
01044,227.65
01046,603.19
01047,1055.41
01049,142.86
01051,3872.7
01052,261.41
01053,583.47
01054,1063.11
01055,870.58
01056,203.77
01057,255.67
01058,1461.79
01059,243233.99
01060,195.94
01061,144.46
01062,316.33
01063,1947.55
01901,2414.11
01902,723.46
02001,121688.29
02002,74834.11
02004,112551.74
02005,111657.83
02006,92869.87
02007,179099.55
02008,213309.7
02009,4162967.0
02010,314195.8
02011,105955.78
02012,306258.16
02013,27227.6
02014,61377.99
02015,270335.76
02016,93230.12
02017,137655.6
02018,158795.42
02019,389452.63
02020,86779.22
02021,190765.78
02022,60654.63
02023,96880.32
02024,616038.76
02025,1529274.85
02026,185264.94
02027,53808.44
02028,19788.89
02029,507712.89
02030,504336.65
02031,106249.0
02032,49854.06
02033,341198.82
02034,285606.46
02035,328374.03
02036,16312.73
02037,5427989.39
02038,47491.09
02039,162481.17
02040,95082.05
02041,57547.2
02042,143875.67
02043,209541.53
02044,183918.55
02045,592385.38
02046,185890.37
02047,16856.07
02048,224571.99
02049,134263.41
02050,18402.93
02051,287310.14
02052,86617.94
02053,506022.73
02054,76720.79
02055,191861.77
02056,295226.3
02057,337205.34
02058,55978.19
02059,51445.02
02060,160260.21
02061,115169.22
02062,73133.05
02063,224799.24
02064,56549.08
02065,82865.62
02066,38853.03
02067,188561.56
02068,60462.88
02069,2422927.57
02070,77918.24
02071,171044.69
02072,259685.84
02073,972819.23
02074,1256385.28
02075,250680.73
02076,55735.81
02077,8005.47
02078,172729.39
02079,492164.75
02080,87771.27
02081,4342424.11
02082,16874.88
02083,33574.04
02084,52913.2
02085,48734.08
02086,424555.02
02901,372506.11
03001,93794.14
03002,617960.27
03003,76363.35
03004,145381.88
03005,1816307.05
03006,179207.16
03007,29665.51
03008,27657.71
03009,10828451.88
03010,54594.83
03011,3494022.06
03012,628857.59
03013,207138.32
03015,2833797.27
03016,19238.48
03017,69897.06
03018,3900797.62
03019,3406009.88
03020,21014.33
03021,1068885.38
03022,23667.1
03023,237751.29
03024,820611.15
03025,238883.3
03026,242532.92
03027,28130.9
03028,176666.6
03029,75520.14
03030,167902.1
03031,12541664.75
03032,15059.93
03033,26101.36
03034,528404.98
03035,111712.69
03036,13520.8
03037,65058.41
03038,49784.0
03039,18730.55
03040,54113.15
03041,2077837.26
03042,855008.47
03043,515005.18
03044,977762.22
03045,63550.44
03046,434411.93
03047,4809477.65
03048,1170345.52
03049,2901862.29
03050,4497975.4
03051,59578.54
03052,158715.74
03053,1577385.79
03054,72836.6
03055,1359769.42
03056,1734789.14
03057,36433.61
03058,1026246.71
03059,4581403.29
03060,15249.09
03061,256960.78
03062,98528.57
03063,7311350.61
03064,1081166.07
03066,9865983.23
03067,13924.74
03068,7229.23
03069,1076987.72
03070,569640.29
03071,948033.74
03072,56777.36
03073,32751.58
03074,315776.28
03075,31501.05
03076,2545786.52
03077,397745.94
03078,159584.47
03079,3771811.28
03080,266503.33
03081,437061.71
03082,5708330.07
03083,1123422.38
03084,102892.8
03085,139667.89
03086,29589.28
03088,1176259.03
03089,2040256.03
03090,3701778.15
03091,78944.98
03092,1354374.51
03093,4537120.14
03094,2758141.35
03095,990502.84
03096,1171664.15
03097,349395.78
03098,116833.33
03100,152183.25
03101,1128010.51
03102,1685655.13
03103,43927.8
03104,5662615.7
03105,1211665.18
03106,106598.6
03107,575943.99
03109,535984.71
03110,96779.42
03111,1097148.19
03112,166777.86
03113,3409730.45
03114,335493.07
03115,58026.12
03116,200521.34
03117,93924.37
03118,1852683.97
03119,3637625.49
03120,1164111.96
03121,5295216.07
03122,9678826.99
03123,1495615.36
03124,84440.24
03125,86704.47
03127,104785.76
03128,2156559.32
03129,244158.79
03130,6532.09
03131,49809.36
03132,103391.21
03134,28314.45
03135,38436.65
03136,92840.32
03137,126314.48
03138,667181.01
03139,5160486.51
03140,5651388.24
03901,490647.13
03902,3674228.92
03903,772426.22
03904,238855.14
04001,188077.67
04002,185922.15
04003,4023320.46
04004,118030.16
04005,118883.04
04006,1653074.85
04007,115382.46
04008,78555.18
04009,28416.72
04010,124605.13
04011,505716.25
04012,49765.97
04014,34902.69
04015,27071.71
04016,426869.95
04017,878743.16
04018,43696.54
04019,37906.46
04020,97369.36
04021,28806.19
04022,131472.79
04023,16865.21
04024,546275.76
04026,12733.22
04027,51996.46
04028,51347.49
04029,2266151.43
04030,198981.69
04031,552896.7
04032,1172726.46
04033,24121.31
04034,22300.71
04035,1953727.8
04036,39039.83
04037,223861.94
04038,538697.49
04041,58729.82
04043,85269.94
04044,302747.7
04045,295108.41
04046,121093.84
04047,530220.0
04048,511195.95
04049,1204122.12
04050,143069.16
04051,83646.25
04052,2360052.64
04053,2853757.77
04054,72610.97
04055,72336.62
04056,24085.74
04057,248691.57
04058,64301.85
04059,263194.95
04060,92216.06
04061,117180.6
