mun_code,valor_mapa
01001,1726.02
01002,7673.01
01003,1007.16
01004,1164.66
01006,107.25
01008,603.87
01009,1100.2
01010,1716.69
01011,235.77
01013,570.32
01014,242.12
01016,390.34
01017,707.57
01018,860.7
01019,125.8
01020,235.48
01021,354.75
01022,732.54
01023,244.98
01027,337.34
01028,1080.16
01030,102.92
01031,1040.46
01032,458.81
01033,622.69
01034,164.22
01036,13776.18
01037,441.83
01039,185.43
01041,158.08
01042,744.33
01043,1679.69
01044,177.29
01046,451.14
01047,739.58
01049,117.91
01051,3067.16
01052,220.52
01053,472.59
01054,781.05
01055,773.19
01056,168.46
01057,215.98
01058,1212.86
01059,196747.26
01060,206.17
01061,125.36
01062,235.36
01063,1642.01
01901,1882.82
01902,604.03
02001,115376.11
02002,71853.18
02004,104943.08
02005,105481.19
02006,92271.53
02007,157226.07
02008,218099.8
02009,3880051.64
02010,296724.88
02011,101452.15
02012,285041.19
02013,26532.99
02014,59808.49
02015,256087.97
02016,87020.43
02017,127464.12
02018,155079.03
02019,413862.41
02020,86983.41
02021,182955.01
02022,60473.13
02023,93927.08
02024,563921.07
02025,1380201.91
02026,172553.28
02027,54928.59
02028,19472.87
02029,439546.17
02030,473158.3
02031,95105.89
02032,43682.91
02033,335563.6
02034,263291.96
02035,276572.87
02036,15568.43
02037,4948170.36
02038,45903.8
02039,154971.97
02040,113752.66
02041,61235.72
02042,140833.0
02043,216106.06
02044,179065.0
02045,566790.08
02046,178123.59
02047,11803.83
02048,232036.77
02049,136431.32
02050,18955.71
02051,283531.01
02052,76920.11
02053,481186.63
02054,65769.23
02055,197508.66
02056,296160.83
02057,337010.05
02058,56991.05
02059,52172.69
02060,116946.14
02061,112435.17
02062,72591.98
02063,218156.26
02064,62221.86
02065,87215.11
02066,39633.96
02067,190903.62
02068,59536.61
02069,2188317.52
02070,74092.8
02071,166745.84
02072,257135.45
02073,923665.26
02074,1129727.56
02075,241477.67
02076,53689.81
02077,7151.53
02078,156569.7
02079,460913.81
02080,82810.18
02081,4038826.65
02082,16695.31
02083,32919.67
02084,54981.67
02085,49755.5
02086,425678.1
02901,367007.56
03001,82571.53
03002,591764.22
03003,73029.64
03004,129188.38
03005,1629914.66
03006,179146.51
03007,28495.26
03008,27503.61
03009,10131238.23
03010,53128.22
03011,3107178.24
03012,539634.41
03013,200121.12
03015,2629298.08
03016,16814.51
03017,61890.95
03018,3594726.14
03019,2860908.74
03020,21993.05
03021,991608.83
03022,24195.02
03023,225761.11
03024,766391.98
03025,204157.33
03026,229359.79
03027,30702.81
03028,181718.08
03029,70754.88
03030,146131.07
03031,11248536.72
03032,14131.04
03033,25148.6
03034,462721.53
03035,103381.84
03036,12987.29
03037,57192.45
03038,57268.14
03039,16064.88
03040,51213.76
03041,1911511.94
03042,723136.33
03043,491634.27
03044,929989.14
03045,51851.1
03046,372383.64
03047,4544463.4
03048,1169282.87
03049,2552709.71
03050,3965332.57
03051,52886.08
03052,146579.7
03053,1412368.58
03054,46031.02
03055,1206290.33
03056,1598432.4
03057,32095.19
03058,900202.49
03059,4284693.59
03060,16805.75
03061,228657.14
03062,81186.01
03063,6908511.88
03064,1064649.61
03066,9181297.86
03067,12759.32
03068,4375.23
03069,872646.53
03070,504303.08
03071,844181.64
03072,34637.2
03073,29023.86
03074,291995.43
03075,27512.53
03076,2313085.23
03077,337698.44
03078,148000.35
03079,3718727.05
03080,253393.11
03081,389858.27
03082,4852137.47
03083,1073436.59
03084,90515.54
03085,96801.87
03086,25073.68
03088,1012220.82
03089,1902296.17
03090,3136382.01
03091,74271.97
03092,1218663.82
03093,4140599.2
03094,2354756.74
03095,898645.29
03096,1097093.02
03097,314206.56
03098,99120.25
03100,132073.88
03101,1040240.48
03102,1575729.34
03103,39520.43
03104,5202472.81
03105,1125650.77
03106,99583.62
03107,488671.31
03109,492830.31
03110,83886.66
03111,990277.95
03112,142256.06
03113,2684136.01
03114,312215.59
03115,54096.1
03116,190493.29
03117,90357.13
03118,1587790.8
03119,3403604.75
03120,1150969.54
03121,4749818.47
03122,8427820.0
03123,1381480.75
03124,79585.47
03125,77961.83
03127,93742.66
03128,1982123.93
03129,210618.09
03130,8183.3
03131,48061.18
03132,91117.93
03134,24790.51
03135,37068.96
03136,80806.84
03137,138204.25
03138,606134.53
03139,5019889.08
03140,5257612.77
03901,431810.11
03902,3289739.86
03903,579937.61
03904,208109.51
04001,182065.43
04002,160145.2
04003,3642647.93
04004,103347.22
04005,106863.32
04006,1567491.06
04007,112033.18
04008,67647.88
04009,22002.84
04010,111976.46
04011,442151.9
04012,39976.83
04014,24270.41
04015,27590.94
04016,398352.63
04017,608389.56
04018,37417.72
04019,33683.4
04020,56159.59
04021,28288.92
04022,140932.73
04023,16923.08
04024,489757.93
04026,12892.8
04027,43657.24
04028,43686.21
04029,2056200.28
04030,216829.61
04031,472204.05
04032,1077930.88
04033,24194.72
04034,30095.63
04035,1739995.59
04036,45396.64
04037,254929.05
04038,490464.93
04041,60734.23
04043,80292.93
04044,258426.01
04045,282491.82
04046,114545.86
04047,455767.03
04048,669406.94
04049,1115785.86
04050,166880.99
04051,73496.31
04052,1927751.71
04053,2344440.04
04054,59421.73
04055,67296.91
04056,16474.37
04057,226524.36
04058,75482.52
04059,270384.2
04060,111358.97
04061,104937.57
04062,845517.89
04063,175229.93
04064,1053844.9
04065,55002.34
04066,3971706.39
04067,119169.43
04068,31887.5
04069,897475.96
04070,349371.82
04071,68633.55
04072,104641.13
04073,60129.18
04074,443204.46
04075,1089513.43
04076,198508.95
04077,58492.0
04078,171227.81
04079,12367806.49
04080,38558.95
04081,63670.67
04082,51610.9
04083,278249.57
04084,51372.98
04085,61465.45
04086,448140.84
04087,32623.63
04088,441185.39
04089,144214.41
04090,65216.56
04091,69022.6
04092,459901.95
04093,416603.64
04094,37217.06
04095,148204.81
04096,41715.5
04097,44413.78
04098,303882.03
04099,984308.14
04100,1769125.39
04101,576097.37
04102,3271744.81
04103,350148.85
04901,81089.37
04903,1130425.87
05001,38686.43
05002,319163.58
05005,32267.79
05007,18196.77
05008,37601.66
05010,25354.77
05012,23819.71
05013,125130.06
05014,913983.4
05015,15679.81
05016,1093416.91
05017,13849.95
05018,3999.37
05021,309809.1
05022,253619.32
05023,30434.98
05024,35129.88
05025,17921.19
05026,35764.4
05027,43004.56
05029,20532.53
05030,7156.03
05033,30905.55
05034,2455.45
05035,14993.91
05036,20230.57
05037,42347.37
05038,17576.9
05039,7611.93
05040,11886.42
05041,149663.38
05042,24933.07
05043,14956.79
05044,46609.68
05045,16816.76
05046,8225.81
05047,681955.71
05048,20146.58
05049,69203.45
05051,25586.33
05052,14001.38
05053,14526.39
05054,183782.95
05055,98538.14
05056,16070.87
05057,418335.39
05058,14014.34
05059,15674.63
05060,24065.83
05061,36405.95
05062,28627.32
05063,6202.77
05064,20589.05
05065,73643.62
05066,62423.5
05067,11920.61
05069,14855.1
05070,8981.78
05072,14953.23
05073,48951.58
05074,106111.15
05075,12399.75
05076,63499.24
05077,34233.08
05078,20044.09
05079,7712.26
05080,9970.22
05081,7142.39
05082,73364.27
05083,21663.67
05084,10704.87
05085,5113.04
05086,12717.11
05087,25904.71
05088,5023.93
05089,69223.85
05090,13267.17
05092,26904.51
05093,75407.0
05094,20413.16
05095,40588.17
05096,9188.46
05097,73840.6
05099,90618.31
05100,42361.34
05101,38753.48
05102,269633.27
05103,11879.81
05104,4533.84
05105,53917.01
05106,5547.31
05107,10285.52
05108,11388.74
05109,73592.34
05110,112524.02
05112,14608.09
05113,11744.95
05114,222661.65
05115,100832.73
05116,20157.73
05117,31304.73
05118,13264.42
05119,5230.92
05120,5871.3
05121,33541.9
05122,22153.8
05123,15079.85
05124,16546.51
05125,8745.5
05126,10967.47
05127,98803.13
05128,56092.9
05129,24548.2
05130,15780.11
05131,15054.27
05132,146294.13
05133,9093.28
05134,7194.68
05135,64329.55
05136,15345.92
05138,52337.62
05139,10129.82
05140,22589.48
05141,12065.44
05142,15159.28
05143,11085.15
05144,12397.13
05145,6468.7
05147,22737.51
05148,6576.16
05149,17440.9
05151,12860.86
05152,117533.39
05153,13734.55
05154,7302.57
05155,7938.0
05156,38893.06
05157,31541.71
05158,57143.95
05159,43943.33
05160,47346.1
05161,120213.29
05162,14983.01
05163,266287.0
05164,4574.2
05165,52684.17
05166,30008.89
05167,44580.48
05168,755859.78
05169,32616.46
05170,8817.17
05171,11275.19
05172,22695.75
05173,9339.89
05174,12781.22
05175,27235.74
05176,30733.79
05177,25852.57
05178,57500.55
05179,34653.07
05180,14931.73
05181,4082.31
05182,122192.88
05183,31647.78
05184,48346.02
05185,15176.24
05186,256936.21
05187,263193.31
05188,9579.49
05189,72394.5
05190,7984.68
05191,20523.31
05192,15013.74
05193,32982.49
05194,24030.93
05195,33521.32
05196,10054.25
05197,16296.86
05198,11999.17
05199,5437.58
05200,9080.46
05201,76255.77
05204,104199.51
05205,15957.3
05206,3084.74
05207,99591.17
05208,7295.0
05209,14994.86
05210,13476.92
05211,50497.4
05212,36431.07
