mun_code,valor_mapa
01001,2168.47
01002,8742.22
01003,1247.76
01004,1420.57
01006,153.26
01008,804.75
01009,1258.07
01010,2234.77
01011,237.27
01013,659.55
01014,318.42
01016,432.58
01017,862.56
01018,1414.81
01019,139.3
01020,308.57
01021,540.5
01022,866.18
01023,277.06
01027,397.33
01028,1257.39
01030,143.34
01031,1272.41
01032,543.57
01033,688.51
01034,176.63
01036,16630.8
01037,557.97
01039,165.58
01041,176.88
01042,936.82
01043,2438.02
01044,216.53
01046,598.98
01047,1036.05
01049,137.31
01051,3881.03
01052,252.24
01053,574.69
01054,1060.39
01055,825.6
01056,210.94
01057,247.0
01058,1439.01
01059,242249.12
01060,190.88
01061,123.24
01062,330.98
01063,1905.65
01901,2444.93
01902,712.01
02001,123947.65
02002,77796.29
02004,115960.52
02005,111856.01
02006,93878.65
02007,184361.47
02008,214382.95
02009,4267198.29
02010,312480.05
02011,104964.15
02012,309785.16
02013,25100.29
02014,61701.67
02015,274418.1
02016,94498.32
02017,131448.41
02018,164002.89
02019,393897.31
02020,85191.65
02021,188427.74
02022,57946.03
02023,97601.56
02024,632482.93
02025,1582924.99
02026,188433.84
02027,54238.39
02028,19806.81
02029,533192.22
02030,515974.89
02031,104293.05
02032,51563.59
02033,355154.44
02034,287054.34
02035,341426.59
02036,16607.94
02037,5591716.2
02038,48083.71
02039,167145.54
02040,95657.71
02041,57205.05
02042,149241.97
02043,205096.68
02044,183547.53
02045,607248.01
02046,187511.85
02047,17362.52
02048,226256.33
02049,135715.55
02050,18898.9
02051,286117.06
02052,83638.61
02053,498740.25
02054,78744.59
02055,193282.87
02056,298286.91
02057,343106.69
02058,56083.42
02059,51298.3
02060,219791.79
02061,112404.13
02062,75225.2
02063,227712.77
02064,55630.49
02065,81705.95
02066,43083.78
02067,194546.44
02068,61062.31
02069,2481183.11
02070,80064.98
02071,171436.49
02072,261082.29
02073,1010565.95
02074,1266193.38
02075,258439.26
02076,55108.8
02077,7866.59
02078,166202.94
02079,518190.9
02080,86778.49
02081,4422303.07
02082,17110.66
02083,33752.74
02084,52911.7
02085,47058.72
02086,418171.94
02901,378263.61
03001,101010.37
03002,625026.95
03003,76795.15
03004,149277.53
03005,1865099.86
03006,183598.85
03007,30644.8
03008,30849.2
03009,11023003.52
03010,55408.21
03011,3635182.41
03012,657128.62
03013,213679.04
03015,2899773.96
03016,19714.89
03017,73096.71
03018,3963274.57
03019,3464320.76
03020,22167.4
03021,1089905.72
03022,23647.16
03023,240561.12
03024,831562.39
03025,245637.02
03026,250929.21
03027,32713.99
03028,171059.83
03029,83785.84
03030,174775.37
03031,13033741.77
03032,14926.96
03033,28032.29
03034,546456.82
