codigo_municipio,nombre_municipio,latitud,longitud
45150,San Bartolomé de las Abiertas,39.836606476098915,-4.739770580797449
45161,Seseña,40.09219065569921,-3.666098947846451
45185,Villacañas,39.58231789117169,-3.3649676644078843
45194,Villarejo de Montalbán,39.7707226970913,-4.549501094088767
45195,Villarrubia de Santiago,40.00191980482045,-3.3303260254552938
46035,Almussafes,39.297011296614194,-0.4114562225204506
46036,Alpuente,39.90751421396237,-1.0273966380133905
46059,Benifairó de la Valldigna,39.06251914381405,-0.3020164934410486
46108,Chera,39.58440241913973,-0.9633888943226462
46109,Cheste,39.50844552391728,-0.6776611991060499
46122,Faura,39.72786620637531,-0.2582282842143593
46125,Fortaleny,39.177345807273554,-0.3166049350901658
46127,la Font d'en Carròs,38.91463466562883,-0.16305606878439746
46174,Montesa,38.94129811801157,-0.6413087249566273
46179,Navarrés,39.09245988755284,-0.7162266247074613
46209,Rafelguaraf,39.049925156614115,-0.43870801453167885
46220,Sagunt,39.69011758954421,-0.2782471113978159
46224,Segart,39.67825939639206,-0.3818774175702314
46235,Sueca,39.24005773429499,-0.308340361797458
47042,Castromembibre,41.680030432532085,-5.313287836175386
47068,Fuente-Olmedo,41.24725967261785,-4.6415086059387445
47145,San Miguel del Arroyo,41.44291981270934,-4.474955758993292
47146,San Miguel del Pino,41.51497419275365,-4.911050866960215
47169,Torre de Esgueva,41.78275048224435,-4.225446852062991
47185,Valverde de Campos,41.82479126527793,-5.0343967929618305
47191,Velliza,41.58281260141819,-4.9496919143851805
47222,Villanueva de San Mancio,41.92662199037713,-5.014932221482578
48083,Ortuella,43.30229669848038,-3.0575412987243644
48095,Zaldibar,43.16724513478534,-2.5255314747583024
48096,Zalla,43.20458388391375,-3.1462770561424445
48909,Nabarniz,43.32297752048176,-2.5840217610237333
49035,Cañizo,41.76480342277411,-5.5096010048993005
49077,Fresno de Sayago,41.32268494468412,-5.9688205957494
49085,Galende,42.13817466101055,-6.730818746360856
49116,Melgar de Tera,41.95284365279732,-6.03974888870194
49166,Puebla de Sanabria,42.00908854788322,-6.598879034775917
49170,Quintanilla de Urz,42.03888277001702,-5.844849981994726
49194,San Pedro de la Nave-Almendra,41.58545338416518,-5.935909029946639
49231,Vega de Tera,42.00520605164285,-6.138741756601588
49235,Vezdemarbán,41.67318130116671,-5.369079711500314
49273,Viñas,41.78606637788668,-6.456260648494758
50020,Alhama de Aragón,41.29815524369869,-1.901717027436021
50045,Belchite,41.33214952948868,-0.7063554402556799
50065,Cabolafuente,41.217328699944204,-2.041760647731048
50106,Los Fayos,41.87637864075972,-1.791217143991873
50142,Lobera de Onsella,42.47509921507585,-1.0104001869083719
50143,Longares,41.39071320692281,-1.1543120951076338
50148,Luesia,42.36721901196432,-1.0171483709691882
50171,Moneva,41.13988877770915,-0.8215386330323351
50195,Orcajo,41.10493522293503,-1.505903472359508
50213,Plenas,41.11112165147666,-0.9593558304573221
50242,Sediles,41.35607548542337,-1.5153744549607293
50251,Tarazona,41.91068106757914,-1.747884964220106
50261,Torrellas,41.895919564127325,-1.768941430081499
50291,Villar de los Navarros,41.167661633463524,-1.012876532877447
50294,Villarroya del Campo,41.14409239382767,-1.3267598043631046
53018,Comunidad de Canicosa de la Sierra y Casarejos,41.88793302191514,-3.0403346934361704
53025,Comunidad de Cubillo del Campo y Hontoria de la Cantera,42.17374849545908,-3.611126307775762
53071,Coto Mancomunado,41.05812751170009,-5.534627905923196
08122,Mediona,41.48103515557443,1.6321354451933316
05143,Muñotello,40.54076714078304,-5.032215344348614
05176,Padiernos,40.63077049403683,-4.864871215999036
05213,San Juan del Olmo,40.638390352939645,-5.062779700608205
05219,San Pascual,40.89251970615002,-4.743673843055408
05237,Solana de Rioalmar,40.743361421438145,-5.008958014351484
05254,Velayos,40.84718441624545,-4.603675929939372
06008,Alconera,38.39961636068882,-6.476124640989713
06011,Almendralejo,38.70834075142988,-6.409463524806697
06017,Baterno,38.92353801426252,-4.893000855425579
06038,Cordobilla de Lácara,39.14135843525627,-6.438082898688391
06095,Olivenza,38.654004203748315,-7.12079363182606
06112,Retamal de Llerena,38.59012567162422,-5.858029765920509
06129,Táliga,38.5264056121743,-7.003847270282367
06131,Torre de Miguel Sesmero,38.6429567105872,-6.765673086844421
06135,Trujillanos,38.958162872890135,-6.249702451914901
06145,Valverde de Mérida,38.90545081214941,-6.230465365799709
06153,Villanueva de la Serena,38.99492862724581,-5.735053893485196
06158,Zafra,38.436925204918786,-6.4502698855762155
06901,Valdelacalzada,38.88763348802152,-6.693349317475966
07006,Artà,39.7146287676283,3.328690138668885
07064,es Castell,39.86440312374993,4.285877380700411
08005,L'Ametlla del Vallès,41.66354077968269,2.256071223221811
08019,Barcelona,41.39999311573672,2.151225295682893
08022,Berga,42.10063292317503,1.8475989024847552
08059,Castellfollit del Boix,41.66948705929531,1.6772570868660652
08116,Les Masies de Roda,41.982519455554005,2.325495603888071
01054,Urkabustaiz,42.96624997561477,-2.920897948099818
02016,Bienservida,38.530102661524616,-2.647610978893918
02028,Cotillas,38.422891012241045,-2.5011692633272515
03008,Alcoleja,38.6648933138262,-0.32746259748487516
03028,Beniarrés,38.82562463863874,-0.36308921663758414
03045,Bolulla,38.68487032764344,-0.12126341693871186
03049,Callosa de Segura,38.13414777389483,-0.8710927168760781
03066,Elda,38.47493800778795,-0.8208411456910145
04028,Bentarique,36.96305837688601,-2.650440995385562
04049,Garrucha,37.187313562508464,-1.8314598946000733
04095,Uleila del Campo,37.17657872102658,-2.1868127228323364
05014,Arenas de San Pedro,40.173139370518605,-5.112112430508757
05075,Fresnedilla,40.23604418662418,-4.657261684620997
05116,Malpartida de Corneja,40.51733281078604,-5.3510942329176485
05126,Mesegar de Corneja,40.51512519999009,-5.308332245386834
40163,Puebla de Pedraza,41.20187513974275,-3.9102940673491395
41010,Almensilla,37.306313809581816,-6.108308714652059
41047,Gines,37.38656632120595,-6.076950865991696
41053,Lebrija,36.93947771993389,-6.061474923003733
41085,Salteras,37.45625657883244,-6.088582860266318
41088,San Nicolás del Puerto,37.98046430536324,-5.631815014803173
42004,Ágreda,41.853801815529316,-1.9016139065071347
42010,Aldealices,41.90678415655275,-2.3020544402918897
42085,Fuentearmegil,41.71685914560912,-3.194827302632759
42115,Miño de Medinaceli,41.17664842729263,-2.542552377192777
42121,Montenegro de Cameros,42.0824025308657,-2.7574001724807373
42127,Nafría de Ucero,41.71644467393644,-3.106147730804102
42153,Rello,41.33884541841235,-2.7461972707587146
43001,Aiguamúrcia,41.36288775373538,1.424043309843523
43029,Blancafort,41.449554235617796,1.1503630641774507
43084,Miravet,41.041367093519256,0.5772710592095075
44035,Barrachina,40.89028699640268,-1.1465141759981963
44039,Bello,40.92264646510599,-1.5110345197314976
44047,Burbáguena,41.01166898073851,-1.3312810833168018
44082,Corbalán,40.4035354483088,-0.9613094448032778
44187,La Portellada,40.883995800478615,0.06291036990646885
44191,La Puebla de Híjar,41.24644329346856,-0.44668708801655943
44198,Royuela,40.36101983486346,-1.5071243386740534
45031,Camarena,40.107626075624985,-4.115762025386995
45064,Esquivias,40.10633857524031,-3.754422934871132
45103,Mohedas de la Jara,39.59659881684463,-5.147086730396901
45109,Navahermosa,39.65452583227766,-4.4771428720681286
45114,Navamorcuende,40.13782315026642,-4.831651527468159
45126,Otero,40.01923960386962,-4.507020208744844
45130,Parrillas,40.09383097333613,-5.043066226646417
45190,Villaminaya,39.71418063953173,-3.8794915069648397
46034,Almoines,38.94525100185338,-0.17980558606599722
46142,Jalance,39.19619710787275,-1.0987609538182987
46163,Massalfassar,39.55464875496827,-0.31562779802513363
46180,Novelé,38.978408899386174,-0.5506146879488331
46206,Quesa,39.104430079961,-0.7784390196601619
46210,Ráfol de Salem,38.8646569847758,-0.4087766523316407
46212,Real,39.31351216980463,-0.6225141803422101
46222,Sant Joanet,39.07185245232816,-0.4890124044591336
46247,Tuéjar,39.80434788279559,-1.113397968425527
47002,Aguasal,41.29447232266329,-4.637188899232129
47007,Aldeamayor de San Martín,41.52761975217635,-4.635836602652113
47011,Ataquines,41.18642328324959,-4.773609439342939
47015,Becilla de Valderaduey,42.09345210681908,-5.210522220918048
47039,Castrillo-Tejeriego,41.691669910951234,-4.372227490729155
47041,Castrodeza,41.64096897538589,-4.953561014080275
47058,Cuenca de Campos,42.04683895510964,-5.060351739947204
47060,Encinas de Esgueva,41.75399602889284,-4.091028958481187
47104,Olmedo,41.29239423579299,-4.717236729713128
47152,Santa Eufemia del Arroyo,41.894900436706564,-5.277956974243822
47189,Velascálvaro,41.23056209719938,-4.966544851678312
48017,Bermeo,43.413333556658415,-2.7548594927697896
48022,Karrantza Harana,43.2090891098773,-3.3649302669827876
48038,Gamiz-Fika,43.31320050455281,-2.8122046081776353
48046,Gernika-Lumo,43.31243279733818,-2.6920331649620723
48048,Ibarrangelu,43.39260707817901,-2.653016507837111
48057,Lekeitio,43.36610825410553,-2.5073191885507367
48070,Aulesti,43.29464728412324,-2.5566154398749896
49022,Benegiles,41.62729081506127,-5.6222271121887655
49063,Faramontanos de Tábara,41.852022389799046,-5.869627993920862
49081,Fuentesaúco,41.24239207034281,-5.497796010281303
49131,Moralina,41.49527062317295,-6.140320534522904
49138,Olmillos de Castro,41.736611991053486,-5.969807491342852
49183,Salce,41.274270389962886,-6.228493056367622
49193,San Pedro de Ceque,42.045514633345924,-6.115430306309073
49223,Trabazos,41.73429714024037,-6.513599687618371
49255,Villamor de los Escuderos,41.25228069512916,-5.571300397869115
49272,Villaveza de Valverde,41.93865988375552,-5.850950863161637
50052,Bisimbre,41.855562872146336,-1.4132397810427844
50093,Chodes,41.48266342707189,-1.4814794793737858
50114,Fuendetodos,41.35485656951539,-0.9259443140015443
50115,Fuentes de Ebro,41.471720785950545,-0.6283256646964128
50123,Grisén,41.74569183129435,-1.1601955437335425
50165,Mequinenza,41.33892674636155,0.23009213259116995
50211,Plasencia de Jalón,41.69235121469562,-1.2640461603014672
50282,La Vilueña,41.28229020346448,-1.7235860387122839
53046,"Comunidad de Merindad de Río Ubierna, Quintanilla Vivar y Sotragero",42.42697690329301,-3.696910800447732
53061,Mancomunidad de Beunza y Juarbe,42.98134160447555,-1.7297321176684648
01033,Lapuebla de Labarca,42.49468522450728,-2.570270920032737
01060,Yécora,42.55551619093567,-2.468705637019789
02031,Férez,38.386586641280935,-1.9462032238793423
02038,La Herrera,38.9447350876672,-2.1031275564161667
02047,Masegoso,38.72269543884456,-2.313755809663176
02049,Molinicos,38.491876768154974,-2.2917184261126393
02055,Nerpio,38.14320934189397,-2.3605704667988405
02073,Tarazona de la Mancha,39.238975045750095,-1.9366393484753126
03002,Agost,38.44231943834025,-0.6416514151404119
03003,Agres,38.78691455622063,-0.5119314125238233
03017,l'Alqueria d'Asnar,38.77024462473061,-0.4188282873519109
03023,Beneixama,38.72217386148351,-0.7605995564131222
03025,Benferri,38.151779247784944,-0.9831386013165937
03050,el Campello,38.46214530916785,-0.37293826880993425
03051,el Camp de Mirra,38.703685289542356,-0.8019932851005105
03125,Senija,38.73443777484341,0.04428738291016548
03901,els Poblets,38.85471601113407,0.017792348524907978
04101,Viator,36.894228143956376,-2.3989461322345003
05027,Las Berlanas,40.80127377380073,-4.766346833018586
05076,El Fresno,40.62022702466831,-4.751083343543634
05105,Hoyos del Espino,40.32577153554502,-5.175147626428376
05117,Mamblas,41.00878094484466,-5.023009119493696
05165,Navarredonda de Gredos,40.34945700414613,-5.1169548866212144
05167,Navarrevisca,40.35833964341521,-4.873208695578512
05177,Pajares de Adaja,40.91896539775287,-4.64607165827578
05187,Piedralaves,40.321183660717736,-4.711347438534907
05247,La Torre,40.60778199770354,-4.965620008555077
06052,Fuente de Cantos,38.231336672039035,-6.291761393007004
06070,Jerez de los Caballeros,38.32959019836793,-6.799127024026065
06079,Manchita,38.789124405769286,-6.011575072063437
06085,Monesterio,38.04090735868728,-6.20188114420053
06115,La Roca de la Sierra,39.093415008108884,-6.665827174607381
06119,San Pedro de Mérida,38.96003232548478,-6.183414078060553
06120,Santa Amalia,39.024394256075844,-6.034800700715195
06154,Villanueva del Fresno,38.38538187062725,-7.150886829579441
07050,Sant Joan de Labritja,39.06213429855774,1.4877141736327046
08018,Balsareny,41.866152349430195,1.865287547836899
08033,Caldes de Montbui,41.6446325242189,2.15727132737607
08177,La Quar,42.09698020688079,1.9653940888620178
08248,Santa Eulàlia de Ronçana,41.64700038615624,2.221768247283817
09129,Fresneda de la Sierra Tirón,42.281365575422754,-3.1309124792570207
09152,Gumiel de Mercado,41.73403978024212,-3.8050486908153793
09166,Las Hormazas,42.52377689464858,-3.90453151665591
09216,Merindad de Valdeporres,43.020226554861836,-3.7591527263028546
09262,Peral de Arlanza,42.07037438829808,-4.066459349095297
09276,La Puebla de Arganzón,42.77263433339545,-2.819271296298526
09316,Revilla Vallejera,42.150647274675926,-4.1306159371252145
09396,Tubilla del Lago,41.79573235438109,-3.5899036518482776
09421,La Vid y Barrios,41.62116919442943,-3.4881721609638805
09428,Villaescusa de Roa,41.72602163075287,-4.032767445248181
09450,Villanueva de Carazo,41.984637408924335,-3.3244216636793267
09476,Villoruebo,42.1722812186013,-3.447302771457917
09902,Valle de Santibáñez,42.48006057163605,-3.8179153379262845
10066,Conquista de la Sierra,39.33720863050381,-5.731318890124582
10071,Descargamaría,40.30481377133516,-6.515275076849693
10076,Galisteo,40.00096687719682,-6.2819699938875875
10084,Gata,40.19957004398197,-6.628913381191931
10174,Segura de Toro,40.21788992874647,-5.934792150422482
10181,Tejeda de Tiétar,39.99315317979412,-5.870416904210352
10905,Pueblonuevo de Miramontes,40.07023985482575,-5.3918474572390185
11023,Medina Sidonia,36.39672165174834,-5.8673863641088815
11902,San José del Valle,36.61684974462801,-5.741580542375481
12004,Alcalà de Xivert,40.29582897275101,0.23125090370893345
12015,Argelita,40.06707412115304,-0.34095606672123163
12022,Bejís,39.9009206261631,-0.7364024669525016
12089,Peníscola,40.356933704276955,0.3551090506222096
12106,Soneja,39.819459331082,-0.37631486234798084
12126,la Vall d'Uixó,39.81359853108829,-0.23496971670370206
12130,Villahermosa del Río,40.205726783502826,-0.42301104678398554
12133,Villanueva de Viver,40.057848287249804,-0.6385469963232929
13083,Torralba de Calatrava,39.05019238947883,-3.7640516080949395
13084,Torre de Juan Abad,38.598704001574134,-3.2285076443906418
14048,Palenciana,37.24901108639175,-4.5914996963070855
15011,Boiro,42.67916676028874,-8.888990987678538
15034,Dumbría,42.9884131210586,-9.097150705429126
15042,Lousame,42.76527129390763,-8.83597938925421
15065,Padrón,42.75734952913253,-8.63108730469145
15076,San Sadurniño,43.528550295871554,-8.047531783604668
16084,Fresneda de la Sierra,40.40567659690851,-2.142631113240896
16123,Masegosa,40.541548883317574,-1.983271858501803
16219,Uña,40.21913327193614,-1.975656112702703
16250,Villanueva de Guadamejud,40.21963472580361,-2.5050981278490587
17002,Aiguaviva,41.928246896897726,2.772149628171254
17040,Canet d'Adri,42.05617963501867,2.724461100651563
17092,Llançà,42.36641704424667,3.1266081360553994
17102,Maçanet de Cabrenys,42.38429156910831,2.7327532616703936
17169,Sant Julià de Ramis,42.045518944858244,2.8490392109720597
17204,Ullà,42.050916417433676,3.1038759868119885
