Edad;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
0;0.006227256;0.007480199;0.004705415;0.008679173;0.008643513;0.008337997;0.00344516;0.0071762810000000005;0.0040216620000000005;0.006817523999999999;0.004548702999999999
1;0.0;0.0;0.0;0.0;0.000441466;0.00044029000000000003;0.0;0.0008562070000000001;0.000427137;0.0;0.0005215490000000001
5;0.000654499;0.0;0.0;0.0;0.0;0.0;0.00030594300000000004;0.0;0.0;0.0;0.0
10;0.0;0.0;0.0;0.0;0.0;0.0;0.000345356;0.0;0.00032680599999999996;0.00031938;0.0
15;0.000364871;0.000341101;0.0;0.0;0.0;0.000385153;0.001150917;0.000762575;0.0;0.00179594;0.0
20;0.000309938;0.000621609;0.000639235;0.0;0.001444988;0.001453613;0.0007237820000000001;0.0;0.000753006;0.00037623800000000004;0.000374674
25;0.000306222;0.001511283;0.000596431;0.000304876;0.001591383;0.000325555;0.0006981110000000001;0.001009711;0.001039852;0.0010498019999999999;0.001079469
30;0.000566433;0.0008258839999999999;0.0008047;0.000533251;0.002049787;0.000632276;0.001245894;0.0016169770000000001;0.001326691;0.0013384450000000002;0.001023628
35;0.0011744330000000001;0.0011145179999999999;0.000551187;0.0013781000000000002;0.0010926070000000002;0.000833947;0.001415688;0.00114579;0.000289396;0.0012637210000000002;0.001270656
40;0.003192717;0.002785416;0.001806608;0.001477944;0.001184633;0.000861969;0.001436458;0.001995884;0.001424617;0.002607478;0.001477277
45;0.0046723879999999995;0.00341717;0.00331609;0.003855227;0.002732549;0.0027880929999999997;0.002197635;0.004302048;0.0018294029999999998;0.002779624;0.002429727
50;0.0065416910000000005;0.003043507;0.005328695;0.0032797399999999997;0.003955013;0.006186313000000001;0.004145154;0.004417346;0.0037549239999999998;0.003776812;0.005543686
55;0.008349815;0.010050334;0.006426497000000001;0.007331035;0.008498222;0.008611041;0.006235239;0.008986369;0.009405440000000001;0.006558774;0.008094775
60;0.012143586000000001;0.010279640999999999;0.007433294;0.011083379;0.010657479000000001;0.012604971000000001;0.012133697;0.010835917;0.009576381;0.010934853999999999;0.012093276
65;0.023437074;0.021355281;0.020174085;0.020454315;0.01519308;0.014840925999999999;0.016962991;0.014561553;0.014355722;0.011028623;0.017916086
70;0.033262807000000005;0.032448419;0.024888434;0.029310898000000002;0.037746675;0.026898752;0.030580826;0.036054644000000004;0.020206149;0.029321345999999998;0.035928524
75;0.061048064;0.047997961;0.054594064000000005;0.056900098;0.065290924;0.051376728999999996;0.050541837;0.044802405999999996;0.050939315;0.038683801000000004;0.04861891
80;0.092960847;0.065060405;0.067167927;0.080685098;0.075151135;0.09251569000000001;0.063661255;0.097198226;0.07284134299999999;0.067399661;0.079104249
85;0.136968805;0.174585208;0.142201147;0.17315334799999998;0.106210407;0.139479682;0.088567488;0.106452724;0.132483765;0.10910185;0.159601849
90;0.284209344;0.182300546;0.185138113;0.296837155;0.104001773;0.17058067500000001;0.25282287;0.25602536400000003;0.227275804;0.25476852;0.21972634300000002
95;0.3302801435294118;0.31723165358823524;0.3360416868823529;0.31284048047058827;0.30287802964705884;0.3374027271764706;0.3013708632352941;0.3231048897058823;0.3250630807058823;0.3166058661764706;0.36232713688235296
