Edad;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
0;0.0020957650000000003;0.0018173150000000001;0.0015290360000000001;0.002252611;0.0030033280000000004;0.001674912;0.0027411370000000003;0.002099855;0.001814716;0.002269195;0.0019775549999999998
1;7.300299999999999e-05;7.2366e-05;0.0;7.656899999999999e-05;0.0;8.0042e-05;8.1557e-05;7.828799999999999e-05;7.8637e-05;8.8946e-05;0.0
5;0.0;0.0;0.0;5.8896999999999995e-05;0.0;0.0;0.000175931;5.9836e-05;5.7387e-05;0.000113285;5.7389e-05
10;0.0;6.772499999999999e-05;6.340600000000001e-05;0.00019144800000000001;6.3702e-05;6.169e-05;0.000120919;0.000178093;5.9431e-05;0.0;0.0
15;0.000213103;0.00042472399999999997;0.000208746;6.7304e-05;0.000134584;6.5244e-05;0.00019430600000000002;0.0;6.1549e-05;0.00011869300000000001;0.000234543
20;0.000175675;0.000182504;6.8106e-05;0.00026378299999999996;0.000135036;6.7269e-05;6.6715e-05;0.000257368;0.00018521599999999998;0.00030371399999999996;0.00011633300000000001
25;5.4466e-05;9.7453e-05;0.000219951;0.00023241;0.00011377900000000001;0.000117429;0.00031090699999999997;0.000129498;0.000186744;6.277399999999999e-05;6.0733e-05
30;0.000270455;0.000156056;0.000241501;0.000215246;0.000177538;0.000280081;5.3963e-05;5.1665e-05;5.8138000000000005e-05;0.000275353;0.000172434
35;0.000235077;0.00014951800000000001;0.000341727;0.000343835;0.000339208;0.00042874;0.00012047800000000001;0.000487539;0.000255145;0.00043409199999999996;0.000270351
40;0.0005663510000000001;0.0006010480000000001;0.000795123;0.000515959;0.000903329;0.000663622;0.000578903;0.00046056000000000005;0.000640672;0.00037429200000000003;0.0006038679999999999
45;0.00098147;0.001060031;0.000909579;0.001397155;0.001269197;0.001340557;0.001166494;0.001035644;0.000591799;0.001051328;0.000804983
50;0.001593476;0.0023914879999999998;0.001440294;0.001314968;0.002096832;0.001471615;0.001859928;0.001552436;0.001315404;0.001907335;0.00124201
55;0.002738786;0.0025488859999999998;0.0030604900000000003;0.0028335469999999996;0.002751292;0.002822695;0.0032330329999999997;0.0015815030000000002;0.003150327;0.002449208;0.002725936
60;0.003081781;0.004351116;0.003622432;0.003404385;0.003627663;0.0035253809999999997;0.0034297330000000003;0.004287771;0.003513892;0.003578822;0.005387263
65;0.004899173000000001;0.0059402790000000006;0.005211949;0.005056695000000001;0.005498029;0.005140497;0.0044260409999999995;0.0065920779999999995;0.00603971;0.004812105;0.0056559340000000005
70;0.009063342;0.008969128;0.0069058010000000005;0.009296276000000001;0.010103247;0.007947693;0.007708287;0.009432570999999999;0.007046063;0.008048152;0.009791492
75;0.017972580000000002;0.017299847;0.017690256;0.017439786999999998;0.01616705;0.017417702;0.017070973;0.015776974;0.016485586;0.015568465;0.018872869
80;0.035732013;0.036917633000000005;0.036308289;0.036561824;0.034823146;0.035992592000000004;0.036247342;0.033432784;0.033105789000000004;0.032876658999999996;0.039487836
85;0.077873877;0.085492647;0.08118399;0.079041637;0.075742845;0.078210052;0.077406445;0.077984144;0.07527062;0.07006654899999999;0.08240536600000001
90;0.16115956299999998;0.15446179100000001;0.161922233;0.145002948;0.160329947;0.16392348;0.153299978;0.157310052;0.16032470399999998;0.150684851;0.16657418699999998
95;0.305798995;0.28381087000000005;0.292011949;0.248066241;0.273324077;0.321495964;0.297980692;0.29637798600000004;0.288845882;0.282772643;0.34250024
