Edad;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
0;0.0025732940000000003;0.001477667;0.0022336680000000003;0.0028429350000000004;0.002041639;0.002561474;0.002948971;0.0027603420000000003;0.00281415;0.003093811;0.002821822
1;0.00016201399999999998;0.000226343;0.000112834;2.2824e-05;0.000212978;0.00022533;9.259599999999999e-05;0.000100963;0.000152006;0.000162196;8.648e-05
5;8.091500000000001e-05;0.00013457900000000001;0.000132335;9.429999999999999e-05;0.00012725;0.000108664;5.433e-05;1.8429000000000003e-05;9.2061e-05;3.8011999999999995e-05;5.8979999999999994e-05
10;6.528299999999999e-05;0.00019325600000000002;0.000188669;4.0873e-05;4.0084000000000005e-05;9.7958e-05;5.6276e-05;3.7939000000000004e-05;5.5232e-05;0.00012520999999999998;0.000160904
15;0.00026582;0.00020215199999999998;8.9626e-05;0.00033716000000000003;0.000131895;0.000283083;0.000249937;0.000246619;0.000118934;0.000171238;0.00012982
20;0.000520264;0.00038978200000000003;0.00045004100000000004;0.00038862;0.000374035;0.000285551;0.00019531100000000001;0.00043027;0.000294949;0.000265112;0.000468024
25;0.00043820999999999997;0.000550679;0.00036402600000000004;0.00049126;0.000272214;0.000527139;0.000317722;0.000444263;0.00029865599999999995;0.000435836;0.000470046
30;0.000518405;0.00046751;0.000465826;0.0005131010000000001;0.000491907;0.000521104;0.000579305;0.00036784;0.000407179;0.000614514;0.00044853199999999997
35;0.000732422;0.0008765110000000001;0.000710725;0.0006772319999999999;0.000545537;0.000819907;0.000499317;0.000685503;0.000481283;0.000584744;0.000680678
40;0.0015984810000000001;0.001161559;0.001351083;0.001246902;0.001096235;0.000942782;0.001049739;0.0010570949999999999;0.001056415;0.000830095;0.000957125
45;0.0028134199999999996;0.0028119860000000003;0.002899564;0.002506475;0.002136815;0.0022308379999999997;0.002185059;0.001964037;0.001793364;0.001731962;0.001836575
50;0.004497098000000001;0.004794123;0.00408282;0.004361024999999999;0.004139366;0.003881748;0.003671241;0.003708205;0.003536678;0.003359747;0.003136424
55;0.007045446;0.007496536;0.006926323;0.0065842900000000005;0.006315543;0.006215703;0.006462026;0.005672674;0.005810924;0.0054552129999999996;0.005479421
60;0.010629692;0.010438198;0.010443106;0.010092551;0.009314539;0.00966218;0.009295659000000001;0.008828996;0.009146272;0.009169875;0.00994744
65;0.014114692;0.014999634999999999;0.015163457;0.014685549999999999;0.013752344000000001;0.013688359;0.014394968000000001;0.014421558;0.013786651;0.013403074000000001;0.014777066
70;0.023667194;0.02367787;0.022757153999999998;0.021952095;0.021847719;0.021395842999999998;0.021870863;0.021142847;0.020525825;0.020505762;0.022086828
75;0.041761350999999995;0.040136245;0.040566765;0.038460673;0.038081201999999995;0.03699712;0.035218001;0.03428649;0.034207208;0.032988664;0.03751389
80;0.074160566;0.074765144;0.067271233;0.064599571;0.065347159;0.06654787799999999;0.065942733;0.062918189;0.063532724;0.060598383;0.067671299
85;0.134981059;0.128912478;0.133250318;0.123572191;0.119630837;0.132309923;0.124298518;0.12435418300000001;0.11928562;0.11425214;0.124932207
90;0.212207096;0.221871151;0.224967793;0.217075738;0.21212019699999998;0.222663052;0.214417633;0.22020979;0.214109291;0.19853011599999998;0.220249746
95;0.380179401;0.333567774;0.36655851;0.342075797;0.316405052;0.354302655;0.339535383;0.33387805800000003;0.351982932;0.34619800199999995;0.381233901
