Edad;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
0;0.003630987;0.003081454;0.001921762;0.002945936;0.0027143099999999997;0.002362448;0.001452708;0.002688034;0.00175055;0.002227496;0.002478082
1;0.000147059;4.9947e-05;0.00015114;0.000124996;0.000135666;5.4937e-05;0.00011478399999999999;0.000115388;0.00015577900000000001;9.7858e-05;0.00016125500000000001
5;0.000100132;5.9969e-05;5.9296e-05;3.9806e-05;7.9174e-05;6.017e-05;3.9926000000000004e-05;0.000141877;8.644100000000001e-05;6.2907e-05;8.656899999999999e-05
10;4.0978e-05;0.000122524;0.000102158;0.00014202300000000002;3.9528e-05;3.9957e-05;2.0161999999999998e-05;2.0014000000000002e-05;5.9122e-05;0.000156946;9.848700000000001e-05
15;9.164e-05;0.000156015;0.000196421;0.000160292;0.000303031;8.0609e-05;8.1655e-05;6.1518e-05;0.00014248;0.000160721;9.925299999999999e-05
20;9.2791e-05;0.000159464;0.000168641;0.000154855;0.000180617;0.000206011;9.7381e-05;0.000155869;0.00015895400000000002;7.8857e-05;7.9058e-05
25;0.000256906;0.000188032;0.000179289;0.00024524999999999997;0.000159225;9.682e-05;0.000189695;0.00014740400000000001;0.000240408;0.000280285;0.000134136
30;0.000351865;0.000229056;0.000261262;0.00022358300000000002;0.00029258400000000003;0.000284513;0.00036994899999999995;0.000248349;0.000247677;0.000213199;0.00022128300000000002
35;0.000420567;0.00039908;0.000367455;0.000590635;0.00048608099999999997;0.000358766;0.000471296;0.0004814;0.0004136;0.000241572;0.000481855
40;0.000906845;0.000855326;0.000731896;0.000732526;0.000728153;0.0006037719999999999;0.000662138;0.000863576;0.0006550550000000001;0.000708248;0.000760248
45;0.001250222;0.00135372;0.0011984559999999999;0.001069025;0.0012422919999999999;0.001158544;0.001043901;0.001445712;0.00107763;0.001021777;0.001088919
50;0.001918481;0.001639638;0.0017385139999999998;0.00210291;0.001833747;0.0019247609999999999;0.001862502;0.001935626;0.001619697;0.00155738;0.001862662
55;0.00257959;0.002929003;0.002790804;0.002587943;0.00265341;0.002579943;0.002675627;0.002661271;0.003086327;0.002540494;0.002641194
60;0.003408838;0.003239731;0.004065653;0.0040691930000000005;0.0037840950000000003;0.003869325;0.003791811;0.003544231;0.003854671;0.004099781;0.004453141
65;0.005006712;0.006012687;0.005935661;0.00609122;0.00543236;0.005732718;0.006076454;0.005522982;0.005796641;0.0056610129999999995;0.006176869
70;0.009165389;0.009279751;0.008384563;0.008903535;0.008702233;0.009029775;0.009286125999999999;0.008353954;0.008901968;0.008361182;0.010188865
75;0.018321813;0.018186701;0.017628252;0.016052326999999998;0.016041137;0.016381936;0.015330316;0.016014441;0.016567313;0.014536094000000001;0.018829788
80;0.036857153;0.036765182;0.035851100000000004;0.033993325;0.034678469999999996;0.035060649;0.033674419;0.032613450999999995;0.033173424;0.031587337;0.040179122
85;0.077823994;0.07693306200000001;0.080664529;0.074889415;0.073909544;0.078788545;0.071530373;0.073626899;0.071806146;0.068547613;0.089405011
90;0.15655892;0.152086665;0.159068514;0.149040066;0.146921064;0.156438614;0.144271208;0.148846881;0.14664554100000002;0.13975850299999998;0.178606111
95;0.274533617;0.27688432999999996;0.284856213;0.27444185099999996;0.276115679;0.303508176;0.274706573;0.27820557300000004;0.284166782;0.26823512499999996;0.338350904
