Edad;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
0;0.002624107;0.00399966;0.0028588460000000004;0.00157959;0.002460566;0.0028015189999999997;0.001997549;0.001745772;0.0035982820000000004;0.002467942;0.0023131270000000003
1;0.000289506;0.00011982;0.00014263400000000002;0.000243327;9.8761e-05;0.000132182;0.000184363;5.2918e-05;0.0;0.000163868;9.1103e-05
5;8.2154e-05;1.9651e-05;1.9449e-05;7.683600000000001e-05;5.8075e-05;1.8997e-05;1.9447e-05;0.0;9.887700000000001e-05;7.8532e-05;8.213e-05
10;7.105599999999999e-05;9.3458e-05;6.767e-05;8.8475e-05;8.7497e-05;8.2809e-05;5.9793e-05;0.000118498;0.000135976;5.7534e-05;3.8026e-05
15;0.000192824;0.000145987;7.2784e-05;7.2234e-05;9.4736e-05;4.6428e-05;0.000158713;8.7088e-05;0.000146007;4.1002e-05;4.0254e-05
20;0.000116608;6.231699999999999e-05;0.000172026;0.000110871;9.402199999999999e-05;9.074e-05;0.00013714699999999998;0.000133198;4.3898e-05;8.502e-05;0.000163932
25;0.000160329;0.000208341;0.000148277;0.000142074;7.3617e-05;0.000152926;0.000217828;0.000148565;0.000202536;0.000221184;7.8024e-05
30;0.000273397;0.00035059800000000003;0.000206839;0.000266113;0.00031222600000000003;0.000285864;0.00016827200000000002;0.000198429;0.000256095;0.000242601;0.00024279
35;0.0005330479999999999;0.00042767500000000003;0.000413337;0.00038191799999999997;0.000298896;0.000373189;0.000459345;0.000252929;0.000357256;0.000245943;0.000373697
40;0.000845699;0.000756529;0.000603689;0.000659592;0.00077359;0.00069458;0.0006193030000000001;0.000671624;0.0006310869999999999;0.000579263;0.000592032
45;0.00142122;0.001663391;0.001392568;0.001336837;0.001452823;0.001192648;0.001016564;0.0012460230000000002;0.001234935;0.000955221;0.001289917
50;0.002298746;0.002487782;0.0019030750000000002;0.002290935;0.002161258;0.0021948560000000002;0.0018868819999999999;0.002084064;0.0019033359999999998;0.00165941;0.001875542
55;0.003075852;0.002905442;0.0029950999999999997;0.003044944;0.0031198389999999997;0.0033982640000000002;0.00292316;0.002882128;0.002994759;0.0027233580000000004;0.002882802
60;0.003436604;0.003826098;0.0037510959999999998;0.003880637;0.004137083;0.004210989;0.003843581;0.004265436;0.004258154;0.004204572;0.004239429
65;0.00563272;0.00545057;0.005488929;0.00511545;0.00586994;0.005701602;0.006020713;0.005419039;0.005964942;0.005749165;0.006077594
70;0.009708721;0.008584751;0.008464777;0.009113250000000002;0.008989374;0.008273045;0.008561786;0.00916075;0.008359624999999999;0.007851112;0.009815943
75;0.017347272;0.018163698;0.017835655;0.016358504;0.016863159;0.017178957;0.016661566;0.016217535;0.01539011;0.015298568;0.017425609
80;0.03816404;0.040130032999999996;0.038311192;0.036503495999999996;0.034710063;0.036515516;0.03470658;0.034699326;0.03282881;0.032512107;0.036016367
85;0.08636143;0.083633976;0.086470388;0.075167911;0.07934997799999999;0.083346451;0.074554828;0.07759708500000001;0.076940642;0.07048019700000001;0.081214761
90;0.171193781;0.15249925099999997;0.172299274;0.15441692499999998;0.15354394400000002;0.162240322;0.157211928;0.156153863;0.154913633;0.152947895;0.165665588
95;0.30389002499999995;0.31547711700000003;0.310447182;0.286244764;0.283022567;0.31456122900000005;0.29294485800000003;0.29364493599999997;0.27838185800000004;0.287210189;0.292686943
