Edad;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
0;0.0024172959999999998;0.002407136;0.00202285;0.001991498;0.002803355;0.002639729;0.002518903;0.00230597;0.0038055850000000002;0.0027173569999999997;0.003011154
1;9.879000000000001e-05;0.000212385;0.00010738200000000001;0.0;0.00020776;9.427e-05;6.210700000000001e-05;9.2507e-05;0.000122553;0.000119682;3.5258e-05
5;0.000154455;9.5634e-05;0.000133681;0.000114;2.0116e-05;0.000214241;1.927e-05;0.000107767;4.5352e-05;4.1695999999999995e-05;4.5008e-05
10;3.9379e-05;9.6446e-05;3.8993e-05;0.000153148;0.000191438;0.000114401;5.6909e-05;9.455e-05;3.7375e-05;0.00016767000000000003;7.6251e-05
15;0.000153322;0.000232184;9.708e-05;0.000117771;0.00011665200000000001;0.000154273;0.000152665;0.000133374;0.00013045;0.000166076;0.0001291
20;9.863e-05;0.000160596;0.00010015100000000001;0.000131194;8.865199999999999e-05;0.000229821;0.000106895;0.00019613;0.000143142;0.000103283;0.000101475
25;0.000239975;0.000130374;0.000189733;0.00015742700000000002;0.000102056;0.00023569799999999998;0.00016893800000000001;0.00030581;0.000197932;0.000169762;0.000197818
30;0.00023175599999999998;0.000278206;0.000282286;0.00020883299999999998;0.00026740000000000005;0.000304754;0.000354768;0.000241421;0.000288846;0.00027292699999999996;0.00040298600000000003
35;0.000473013;0.000534149;0.0005050289999999999;0.00043675999999999996;0.000315474;0.00046418399999999997;0.000614251;0.000511974;0.000308103;0.000331513;0.000525707
40;0.0009647050000000001;0.000785349;0.0008352230000000001;0.00099264;0.000764019;0.000834523;0.000849842;0.0006967109999999999;0.00065884;0.000683337;0.000756506
45;0.0012359089999999999;0.00129863;0.001487612;0.001334214;0.0014176470000000002;0.0012750379999999998;0.001161217;0.0013372470000000002;0.0011754670000000001;0.001113476;0.0010843419999999999
50;0.0025165630000000003;0.00267565;0.002334867;0.002509277;0.002241486;0.0022286619999999997;0.002458421;0.001824063;0.002249086;0.001888476;0.00165148
55;0.0033017669999999997;0.003505622;0.003439336;0.003653537;0.003446733;0.003874135;0.0035881240000000003;0.003398638;0.003334539;0.0032482989999999996;0.003445033
60;0.004447435;0.004387447;0.00535433;0.00469632;0.004907313;0.005184267;0.004868538;0.005510443;0.005287489;0.005235689;0.005168982
65;0.007467122;0.006513103;0.00734245;0.007549719;0.007844565;0.006971357;0.007578436;0.00739519;0.007771905;0.007150378;0.008257532
70;0.013404177000000001;0.013564596;0.012243991;0.012550181;0.011871404;0.012536269000000001;0.011582807;0.011756635;0.012137021000000001;0.012404159;0.011900924
75;0.025693497;0.024647766;0.025552261;0.02377453;0.024415809;0.025747952;0.022654181000000002;0.023400974999999997;0.023617617;0.020679116;0.021265456000000002
80;0.04629385;0.048929423;0.051506979;0.047622234;0.047327764;0.048999696999999995;0.045126277;0.044670284000000005;0.046078113999999996;0.043496246999999995;0.043791227999999995
85;0.09481263;0.09533318199999999;0.10093058;0.087719252;0.09149009200000001;0.09649375499999999;0.090764743;0.08885712999999999;0.09053275499999999;0.084701825;0.086346836
90;0.15760152;0.17058644;0.175859383;0.159225019;0.16616483099999999;0.170349036;0.164728446;0.164972929;0.177282981;0.158669103;0.157047798
95;0.23729839000000003;0.262802781;0.242149586;0.22534980899999998;0.251991317;0.29458642500000004;0.262266822;0.26504612;0.28166046499999997;0.266421701;0.283342243
