Edad;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
0;0.004424937;0.003285012;0.0019208810000000002;0.001565227;0.002473863;0.0011391770000000001;0.0023537370000000003;0.001907541;0.0027704780000000003;0.00185581;0.001624071
1;0.000145359;0.000146165;0.00010069799999999999;0.000258665;5.326e-05;0.00021979199999999999;0.000283586;0.00011440799999999999;5.6325e-05;0.0001783;0.00012812
5;0.000193334;0.0;0.000115629;0.00015343100000000002;3.8602999999999996e-05;0.0;0.0;0.000118385;0.000121505;4.4893000000000005e-05;4.3797999999999996e-05
10;0.0;7.4976e-05;7.5683e-05;0.0;3.8554e-05;0.00011475399999999999;7.7597e-05;0.00019342300000000002;0.0;0.0;7.6856e-05
15;0.000194021;0.000105332;0.00016705500000000002;0.00021114;0.000145831;7.6251e-05;3.8117e-05;0.000266804;0.0;0.00011388;7.563e-05
20;0.000237061;5.9541e-05;0.000120154;0.000153301;0.00019061500000000002;0.000164187;0.000105502;0.00025216699999999997;0.000142426;0.000150982;0.000187923
25;0.000164688;0.00014534700000000002;0.000205089;0.000209616;0.00024477;9.3045e-05;6.3719e-05;0.000356783;0.000233469;0.000207646;3.4872e-05
30;0.00023027800000000002;0.00020633499999999998;0.000182074;0.00026454299999999995;0.000274366;0.000233775;0.000270346;0.000277095;0.00045072099999999996;0.000131092;0.00023260900000000002
35;0.0005735240000000001;0.000398475;0.000376924;0.00045626499999999997;0.000357371;0.000333417;0.000524279;0.000321658;0.000487451;0.000225594;0.000468541
40;0.0007310060000000001;0.000808213;0.0009400119999999999;0.000974349;0.000373446;0.000622302;0.000676513;0.0007887020000000001;0.0007676969999999999;0.000613337;0.000542519
45;0.0011003620000000001;0.001167791;0.001481733;0.0012915399999999999;0.001258814;0.000997022;0.001074717;0.0010936820000000001;0.00105503;0.000916122;0.001220542
50;0.002001633;0.001825794;0.002169374;0.002151442;0.001957223;0.0015819209999999998;0.001949941;0.001822905;0.001862505;0.002010603;0.001871356
55;0.003030391;0.002831152;0.0033511269999999998;0.00318365;0.002425552;0.002878481;0.003174815;0.00239806;0.00234725;0.002788701;0.003080492
60;0.0041523440000000005;0.0041099249999999995;0.0045996069999999995;0.004190012;0.0043275990000000005;0.004808289;0.004300796;0.003760704;0.003948521;0.004361877;0.0046392759999999995
65;0.0068979819999999996;0.006799197999999999;0.006766883;0.006184941;0.005545519;0.005975428;0.006338779;0.006611992;0.0055161049999999994;0.006254542;0.007567414000000001
70;0.011822671;0.009915512;0.010764915;0.009868153;0.010321826;0.011175714;0.011199555;0.010532023;0.009771666;0.009811076;0.011687051
75;0.023716042000000003;0.022596368999999998;0.022756223;0.023067141;0.021297964;0.021779398000000002;0.021434997;0.021973372999999997;0.019670022;0.018440116;0.021414390000000002
80;0.049105125;0.048362915;0.049160542999999994;0.047898446;0.04515801;0.047183009;0.04261495;0.043219855;0.043798319999999995;0.038928216999999994;0.048267608000000004
85;0.098719157;0.093682534;0.10213456700000001;0.09568578999999999;0.09572602899999999;0.09846292599999999;0.09305683299999999;0.09132158900000001;0.09117594;0.083646281;0.10149181
90;0.19200598700000002;0.174739972;0.189817626;0.17249214200000001;0.17344554099999998;0.183697216;0.174139882;0.18502252100000002;0.172880894;0.169111078;0.1931608
95;0.321336341;0.274617901;0.29571999899999996;0.308937753;0.27277757;0.318908611;0.277479535;0.31941335800000004;0.312793839;0.317820454;0.32154107499999995
