date;interest;mortgage
2000-01;;
2000-02;0.029046916379424866;0.04890553706908004
2000-03;0.030658065372121367;0.049748387952766523
2000-04;0.034324074074074;0.052974074074074
2000-05;0.03631062508259544;0.05401062508259544
2000-06;0.03732263678673382;0.0530041182682153
2000-07;;0.05738490268279864
2000-08;;0.05951197793538208
2000-09;;0.05826299212598426
2000-10;;0.06243856209150335
2000-11;;0.061309043387349646
2000-12;;0.05994846113719378
2001-01;;0.06828794178794179
2001-02;;0.05979856453086256
2001-03;;0.055765625813166755
2001-04;;0.05444684871230731
2001-05;;0.05523993310176273
2001-06;;0.057591549295774654
2001-07;;0.060801495972381936
2001-08;;0.05876893502499042
2001-09;;0.05440665640631
2001-10;;0.05453254029163489
2001-11;;0.05323905930470343
2001-12;;0.04522372426141433
2002-01;;0.04675408708938139
2002-02;;0.046846687015134066
2002-03;;0.043186439817166244
2002-04;;0.0450813659891426
2002-05;;0.048314630467571645
2002-06;;0.05070181909421642
2002-07;;0.0512041420861051
2002-08;;0.04947178037441887
2002-09;;0.045688699146157565
2002-10;;0.04452024048096199
2002-11;;0.04574971885542929
2002-12;;0.03862317118919591
2003-01;;0.04284664011946246
2003-02;;0.03661494396014933
2003-03;;0.033294219796576506
2003-04;;0.03629664528860395
2003-05;;0.03793882526782399
2003-06;;0.03486771410967358
2003-07;;0.035676923076923155
2003-08;;0.03182089239492159
2003-09;;0.02983076923076923
2003-10;;0.03202832965415761
2003-11;;0.03261016409502813
2003-12;;0.03014002447980412
2004-01;;0.03604051250762667
2004-02;;0.0309758409785933
2004-03;;0.02575389309250673
2004-04;;0.026406621392190216
2004-05;;0.027862934362934272
2004-06;;0.030918883810440077
2004-07;;0.03436398172637666
2004-08;;0.030651807228915744
2004-09;;0.03161787904292406
2004-10;;0.028836512130675118
2004-11;;0.0337177892092356
2004-12;;0.028469041063091234
2005-01;;0.038920810971973786
2005-02;;0.029199423907825095
2005-03;;0.02506591724467836
2005-04;;0.028345697329377
2005-05;;0.030472340425531853
2005-06;;0.030938428874734497
2005-07;;0.03246044538706263
2005-08;;0.029140953054965696
2005-09;;0.026322311132031123
2005-10;;0.02912449075158035
2005-11;;0.034318589444184956
2005-12;;0.029806202457577695
2006-01;;0.03934863540937722
2006-02;;0.03318804920913873
2006-03;;0.03075819605094047
2006-04;;0.03087902195376948
2006-05;;0.036345949688437594
2006-06;;0.03919438370353331
2006-07;;0.042364949402023934
2006-08;;0.04137887161773168
2006-09;;0.0435
2006-10;;0.04379475440009209
2006-11;;0.045055172413792983
2006-12;;0.0416933011605193
2007-01;;0.05225050932814476
2007-02;;0.04502379199263701
2007-03;;0.041746334748193226
2007-04;;0.04261823361823354
2007-05;;0.04712201336202017
2007-06;;0.049483280614550436
2007-07;;0.054082789752849546
2007-08;;0.05202119017988463
2007-09;;0.04956907857546643
2007-10;;0.049256566794323185
2007-11;;0.048819437282815875
2007-12;;0.04978617460140493
2008-01;;0.05808672959466951
2008-02;;0.050632552954292115
2008-03;;0.04312439457898237
2008-04;;0.04950968096809685
2008-05;;0.048049314617830886
2008-06;;0.05208570183086308
2008-07;;0.05961992183259142
2008-08;;0.06171350440360988
2008-09;;0.05864895470383269
2008-10;0.037173948483860374;0.06037394848386038
2008-11;0.03922251195132554;0.06508917861799221
2008-12;0.028487606056443696;0.05781018670160499
2009-01;0.031534541556018786;0.05670873510440588
2009-02;0.015921067137029992;0.03832106713702999
2009-03;0.012879921231954816;0.03426701800614836
2009-04;0.009473619922701014;0.030890286589367683
2009-05;0.010422782807418578;0.03195504087193471
2009-06;0.008039215686274517;0.02863921568627452
2009-07;0.016523157208088828;0.036323157208088826
2009-08;0.006607572773035688;0.02550757277303569
2009-09;0.009781873704875146;0.026981873704875148
2009-10;0.0077101733725874946;0.024610173372587495
2009-11;0.008803307223672832;0.02490330722367283
2009-12;0.006848853634684451;0.02214885363468445
2010-01;0.018123916811091816;0.033323916811091814
2010-02;0.006942229987987316;0.022742229987987316
2010-03;-0.0011050626020687824;0.013994937397931215
2010-04;0.005908258856466056;0.020408258856466056
2010-05;0.00892761394101881;0.02312761394101881
2010-06;0.01;0.0236
2010-07;0.01428494911622912;0.02888494911622912
2010-08;0.007955890263582557;0.023455890263582555
2010-09;0.0068864075585139874;0.022986407558513985
2010-10;0.0070031039280746745;0.023403103928074674
2010-11;0.009146302422366795;0.025746302422366796
2010-12;0.0039225930269752764;0.01992259302697528
2011-01;0.01720644340822374;0.03600644340822374
2011-02;0.0057301451750641965;0.025530145175064196
2011-03;-0.0034991496598639846;0.017200850340136013
2011-04;0.005941531200839002;0.026541531200839
2011-05;0.012395702962035893;0.033395702962035895
2011-06;0.012604286161226486;0.03440428616122649
2011-07;0.019768595152542805;0.04063633708802668
2011-08;0.013111822091681366;0.03401182209168137
2011-09;0.007670924510522523;0.02837092451052252
2011-10;0.01146606381872993;0.03296606381872993
2011-11;0.012338080441912765;0.0354714137752461
2011-12;0.007633298614936168;0.032384911518161974
2012-01;0.018147689768976842;0.04524768976897684
2012-02;0.005008838515129446;0.03220883851512945
2012-03;-0.002933264355923457;0.023266735644076546
2012-04;0.005301327885597553;0.029801327885597556
2012-05;0.011423342822285512;0.03502334282228551
2012-06;0.01071268580737116;0.03381268580737116
2012-07;0.013604464857936432;0.0378980132450332
2012-08;0.0036077537642117893;0.028207753764211786
2012-09;0.0002558412406898289;0.02375584124068983
2012-10;0.005170178282009656;0.028470178282009657
2012-11;0.00942016169782716;0.031620161697827165
2012-12;0.003956055083029701;0.0245560550830297
