ccaa_code,1.0,2.0,3.0,5.0,6.0,7.0
01,3.525,9.925,13.9,12.05,7.3,22.45
02,0.9,5.275,18.725,13.4,8.675,27.475
03,0.825,4.7,21.95,13.05,7.15,30.4
04,1.6,6.325,10.2,16.625,7.875,22.725
05,2.3249999999999997,8.175,15.475,15.7,7.65,21.925
06,0.475,2.25,15.85,13.15,9.475,30.05
07,1.05,5.125,19.25,11.925,7.824999999999999,25.975
08,2.325,11.075,13.6,12.5,7.175,20.95
09,1.7000000000000002,5.675,17.0,12.2,7.199999999999999,29.2
10,1.7000000000000002,6.275,11.075,12.875,8.4,25.725
11,2.9,10.7,13.725,9.7,6.1,20.375
12,1.275,7.3,18.225,11.025,6.75,25.975
13,0.775,4.95,10.775,18.275,5.4,37.9
14,3.75,9.0,13.375,12.575,8.075,22.175
15,0.525,2.7,16.6,12.825,8.6,32.425
16,0.575,2.275,16.25,11.35,9.125,37.0
17,0.6499999999999999,3.3,18.6,13.2,8.225000000000001,30.375
18,3.5500000000000003,6.325,16.6,15.25,6.2,22.775
19,4.975,11.5,15.375,15.1,5.95,22.45
