ccaa_code,1.0,2.0,3.0,5.0,6.0,7.0
01,2.1,6.55,10.575,13.05,8.4,28.825
02,0.75,2.8,12.625,12.0,10.25,32.975
03,0.325,2.0,8.774999999999999,13.875,9.675,33.25
04,1.175,3.05,11.175,17.825,9.15,27.15
05,1.325,4.65,12.3,17.675,8.925,28.3
06,0.225,0.5,8.05,13.350000000000001,10.375,38.475
07,0.575,2.85,14.9,13.35,9.225,31.0
08,1.3,7.05,11.65,12.875,7.975,26.0
09,1.2,3.425,12.3,14.05,7.825,35.05
10,1.225,4.575,8.35,11.875,9.65,30.775
11,2.1750000000000003,6.975,13.175,11.175,8.25,26.15
12,0.9,3.575,10.575000000000001,12.625,8.25,30.525
13,0.55,2.2,10.525,18.175,6.325,40.625
14,2.65,6.35,8.5,13.675,8.3,26.15
15,0.95,2.675,12.7,14.175,10.1,37.775
16,0.9,2.125,9.625,12.375,10.05,44.099999999999994
17,1.025,1.6,5.975,12.875,9.649999999999999,31.45
18,4.4,1.7,19.025,11.3,8.55,18.35
19,4.525,4.65,14.600000000000001,16.075,8.8,27.375
