ccaa_code,1.0,2.0,3.0,5.0,6.0,7.0
01,1.925,6.275,10.4,13.075,8.75,28.725
02,0.85,2.7,12.0,12.55,10.45,31.925
03,0.55,1.9,7.55,14.575,10.7,33.7
04,1.05,2.5,11.275,15.899999999999999,9.825,28.475
05,1.425,4.325,10.75,18.15,8.625,29.55
06,0.25,0.8999999999999999,6.125,13.6,10.675,37.7
07,0.7,2.875,13.4,13.075,9.425,31.75
08,1.15,6.175,11.05,12.8,8.15,26.5
09,1.0,3.05,11.625,14.4,7.824999999999999,36.15
10,1.225,4.55,7.8,13.274999999999999,9.6,30.35
11,2.325,6.975,12.65,11.55,7.25,26.925
12,0.775,3.3,10.95,12.2,8.85,30.95
13,0.6499999999999999,1.9,10.225,18.35,6.425,41.2
14,2.95,6.425,8.925,13.125,8.674999999999999,26.925
15,0.4,2.2,12.275,13.225,10.325,40.1
16,0.875,1.8250000000000002,9.9,12.9,10.675,44.3
17,0.9,1.925,6.575,12.425,9.025,32.65
18,3.275,1.7,14.075,15.1,6.9,29.55
19,4.575,4.1,16.075,14.225,7.55,26.55
