ccaa_code,1.0,2.0,3.0,5.0,6.0,7.0
01,1.9,6.2,10.4,12.9,8.7,28.6
02,1.0,2.2,12.1,13.5,9.6,32.5
03,0.5,1.9,7.1,14.0,11.0,35.9
04,1.0,3.7,9.2,16.7,9.7,27.9
05,1.2,4.5,9.5,18.5,8.6,30.0
06,0.2,1.1,5.7,14.8,10.1,36.5
07,0.7,2.5,13.6,13.9,9.2,31.5
08,1.1,5.5,10.7,13.9,8.4,26.5
09,1.1,2.9,11.6,13.8,8.1,37.2
10,1.1,4.2,7.9,12.6,9.4,30.0
11,2.3,7.2,12.7,11.5,7.2,25.5
12,0.8,3.3,10.8,11.8,9.1,31.4
13,0.6,2.0,10.0,18.6,6.8,40.9
14,3.1,6.6,8.8,11.6,8.5,28.5
15,0.5,2.0,12.8,14.2,10.4,39.7
16,0.8,1.6,9.8,12.8,10.1,45.6
17,0.7,1.5,7.0,13.7,9.4,32.3
18,4.0,1.0,16.0,16.1,4.8,30.1
19,4.8,4.0,14.7,14.4,6.3,25.6
