ccaa_code,ccaa_name,año,nivel_formacion,media_total,nivel_formacion_code
05,Canarias,2020,"Segunda etapa de educación secundaria, con orientación general",17.925,5.0
05,Canarias,2021,Analfabetos,1.825,1.0
05,Canarias,2021,Educación primaria,11.925,3.0
05,Canarias,2021,Educación superior,29.625,7.0
05,Canarias,2021,Estudios primarios incompletos,5.7250000000000005,2.0
05,Canarias,2021,Primera etapa de Educación Secundaria y similar,25.7,
05,Canarias,2021,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),7.975,6.0
05,Canarias,2021,"Segunda etapa de educación secundaria, con orientación general",17.25,5.0
05,Canarias,2022,Analfabetos,1.45,1.0
05,Canarias,2022,Educación primaria,11.6,3.0
05,Canarias,2022,Educación superior,30.025,7.0
05,Canarias,2022,Estudios primarios incompletos,4.925,2.0
05,Canarias,2022,Primera etapa de Educación Secundaria y similar,26.125,
05,Canarias,2022,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),8.225,6.0
05,Canarias,2022,"Segunda etapa de educación secundaria, con orientación general",17.675,5.0
05,Canarias,2023,Analfabetos,1.325,1.0
05,Canarias,2023,Educación primaria,12.3,3.0
05,Canarias,2023,Educación superior,28.3,7.0
05,Canarias,2023,Estudios primarios incompletos,4.65,2.0
05,Canarias,2023,Primera etapa de Educación Secundaria y similar,26.925,
05,Canarias,2023,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),8.925,6.0
05,Canarias,2023,"Segunda etapa de educación secundaria, con orientación general",17.675,5.0
05,Canarias,2024,Analfabetos,1.425,1.0
05,Canarias,2024,Educación primaria,10.75,3.0
05,Canarias,2024,Educación superior,29.55,7.0
05,Canarias,2024,Estudios primarios incompletos,4.325,2.0
05,Canarias,2024,Primera etapa de Educación Secundaria y similar,27.2,
05,Canarias,2024,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),8.625,6.0
05,Canarias,2024,"Segunda etapa de educación secundaria, con orientación general",18.15,5.0
05,Canarias,2025,Analfabetos,1.2,1.0
05,Canarias,2025,Educación primaria,9.5,3.0
05,Canarias,2025,Educación superior,30.0,7.0
05,Canarias,2025,Estudios primarios incompletos,4.5,2.0
05,Canarias,2025,Primera etapa de Educación Secundaria y similar,27.8,
05,Canarias,2025,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),8.6,6.0
05,Canarias,2025,"Segunda etapa de educación secundaria, con orientación general",18.5,5.0
06,Cantabria,2014,Analfabetos,0.35,1.0
06,Cantabria,2014,Educación primaria,17.075,3.0
06,Cantabria,2014,Educación superior,29.825000000000003,7.0
06,Cantabria,2014,Estudios primarios incompletos,2.55,2.0
06,Cantabria,2014,Primera etapa de Educación Secundaria y similar,26.425,
06,Cantabria,2014,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),9.85,6.0
06,Cantabria,2014,"Segunda etapa de educación secundaria, con orientación general",13.9,5.0
06,Cantabria,2015,Analfabetos,0.475,1.0
06,Cantabria,2015,Educación primaria,15.85,3.0
06,Cantabria,2015,Educación superior,30.05,7.0
06,Cantabria,2015,Estudios primarios incompletos,2.25,2.0
06,Cantabria,2015,Primera etapa de Educación Secundaria y similar,28.775,
06,Cantabria,2015,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),9.475,6.0
06,Cantabria,2015,"Segunda etapa de educación secundaria, con orientación general",13.15,5.0
06,Cantabria,2016,Analfabetos,0.35,1.0
06,Cantabria,2016,Educación primaria,15.5,3.0
06,Cantabria,2016,Educación superior,30.9,7.0
06,Cantabria,2016,Estudios primarios incompletos,1.575,2.0
06,Cantabria,2016,Primera etapa de Educación Secundaria y similar,28.675,
06,Cantabria,2016,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),9.850000000000001,6.0
06,Cantabria,2016,"Segunda etapa de educación secundaria, con orientación general",13.125,5.0
06,Cantabria,2017,Analfabetos,0.475,1.0
06,Cantabria,2017,Educación primaria,14.6,3.0
06,Cantabria,2017,Educación superior,31.549999999999997,7.0
06,Cantabria,2017,Estudios primarios incompletos,1.575,2.0
06,Cantabria,2017,Primera etapa de Educación Secundaria y similar,27.8,
06,Cantabria,2017,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),10.9,6.0
06,Cantabria,2017,"Segunda etapa de educación secundaria, con orientación general",13.049999999999999,5.0
06,Cantabria,2018,Analfabetos,0.44999999999999996,1.0
06,Cantabria,2018,Educación primaria,14.775,3.0
06,Cantabria,2018,Educación superior,31.55,7.0
06,Cantabria,2018,Estudios primarios incompletos,1.1,2.0
06,Cantabria,2018,Primera etapa de Educación Secundaria y similar,26.6,
06,Cantabria,2018,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),10.775,6.0
06,Cantabria,2018,"Segunda etapa de educación secundaria, con orientación general",14.774999999999999,5.0
06,Cantabria,2019,Analfabetos,0.325,1.0
06,Cantabria,2019,Educación primaria,13.225,3.0
06,Cantabria,2019,Educación superior,32.225,7.0
06,Cantabria,2019,Estudios primarios incompletos,0.9750000000000001,2.0
06,Cantabria,2019,Primera etapa de Educación Secundaria y similar,28.4,
06,Cantabria,2019,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),10.425,6.0
06,Cantabria,2019,"Segunda etapa de educación secundaria, con orientación general",14.425,5.0
06,Cantabria,2020,Analfabetos,0.375,1.0
06,Cantabria,2020,Educación primaria,10.725,3.0
06,Cantabria,2020,Educación superior,33.55,7.0
06,Cantabria,2020,Estudios primarios incompletos,1.05,2.0
06,Cantabria,2020,Primera etapa de Educación Secundaria y similar,30.6,
06,Cantabria,2020,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),10.925,6.0
06,Cantabria,2020,"Segunda etapa de educación secundaria, con orientación general",12.725,5.0
06,Cantabria,2021,Analfabetos,0.275,1.0
06,Cantabria,2021,Educación primaria,9.725,3.0
06,Cantabria,2021,Educación superior,33.925,7.0
06,Cantabria,2021,Estudios primarios incompletos,1.125,2.0
06,Cantabria,2021,Primera etapa de Educación Secundaria y similar,31.225,
06,Cantabria,2021,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),11.4,6.0
06,Cantabria,2021,"Segunda etapa de educación secundaria, con orientación general",12.325,5.0
06,Cantabria,2022,Analfabetos,0.35,1.0
06,Cantabria,2022,Educación primaria,8.775,3.0
06,Cantabria,2022,Educación superior,35.05,7.0
06,Cantabria,2022,Estudios primarios incompletos,0.825,2.0
06,Cantabria,2022,Primera etapa de Educación Secundaria y similar,31.475,
06,Cantabria,2022,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),10.325000000000001,6.0
06,Cantabria,2022,"Segunda etapa de educación secundaria, con orientación general",13.225,5.0
06,Cantabria,2023,Analfabetos,0.225,1.0
06,Cantabria,2023,Educación primaria,8.05,3.0
06,Cantabria,2023,Educación superior,38.475,7.0
06,Cantabria,2023,Estudios primarios incompletos,0.5,2.0
06,Cantabria,2023,Primera etapa de Educación Secundaria y similar,29.025,
06,Cantabria,2023,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),10.375,6.0
06,Cantabria,2023,"Segunda etapa de educación secundaria, con orientación general",13.350000000000001,5.0
06,Cantabria,2024,Analfabetos,0.25,1.0
06,Cantabria,2024,Educación primaria,6.125,3.0
06,Cantabria,2024,Educación superior,37.7,7.0
06,Cantabria,2024,Estudios primarios incompletos,0.8999999999999999,2.0
06,Cantabria,2024,Primera etapa de Educación Secundaria y similar,30.75,
06,Cantabria,2024,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),10.675,6.0
06,Cantabria,2024,"Segunda etapa de educación secundaria, con orientación general",13.6,5.0
06,Cantabria,2025,Analfabetos,0.2,1.0
06,Cantabria,2025,Educación primaria,5.7,3.0
06,Cantabria,2025,Educación superior,36.5,7.0
06,Cantabria,2025,Estudios primarios incompletos,1.1,2.0
06,Cantabria,2025,Primera etapa de Educación Secundaria y similar,31.6,
06,Cantabria,2025,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),10.1,6.0
06,Cantabria,2025,"Segunda etapa de educación secundaria, con orientación general",14.8,5.0
07,Castilla y León,2014,Analfabetos,0.975,1.0
07,Castilla y León,2014,Educación primaria,19.85,3.0
07,Castilla y León,2014,Educación superior,25.65,7.0
07,Castilla y León,2014,Estudios primarios incompletos,5.45,2.0
07,Castilla y León,2014,Primera etapa de Educación Secundaria y similar,28.125,
07,Castilla y León,2014,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),7.85,6.0
07,Castilla y León,2014,"Segunda etapa de educación secundaria, con orientación general",12.1,5.0
07,Castilla y León,2015,Analfabetos,1.05,1.0
07,Castilla y León,2015,Educación primaria,19.25,3.0
07,Castilla y León,2015,Educación superior,25.975,7.0
07,Castilla y León,2015,Estudios primarios incompletos,5.125,2.0
07,Castilla y León,2015,Primera etapa de Educación Secundaria y similar,28.8,
07,Castilla y León,2015,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),7.824999999999999,6.0
07,Castilla y León,2015,"Segunda etapa de educación secundaria, con orientación general",11.925,5.0
07,Castilla y León,2016,Analfabetos,0.95,1.0
07,Castilla y León,2016,Educación primaria,19.15,3.0
07,Castilla y León,2016,Educación superior,25.75,7.0
07,Castilla y León,2016,Estudios primarios incompletos,4.7,2.0
07,Castilla y León,2016,Primera etapa de Educación Secundaria y similar,28.95,
07,Castilla y León,2016,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),8.35,6.0
07,Castilla y León,2016,"Segunda etapa de educación secundaria, con orientación general",12.175,5.0
07,Castilla y León,2017,Analfabetos,0.8500000000000001,1.0
07,Castilla y León,2017,Educación primaria,17.85,3.0
07,Castilla y León,2017,Educación superior,26.525,7.0
07,Castilla y León,2017,Estudios primarios incompletos,4.325,2.0
07,Castilla y León,2017,Primera etapa de Educación Secundaria y similar,29.6,
07,Castilla y León,2017,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),8.45,6.0
07,Castilla y León,2017,"Segunda etapa de educación secundaria, con orientación general",12.35,5.0
07,Castilla y León,2018,Analfabetos,0.8250000000000001,1.0
07,Castilla y León,2018,Educación primaria,17.3,3.0
07,Castilla y León,2018,Educación superior,27.174999999999997,7.0
07,Castilla y León,2018,Estudios primarios incompletos,3.75,2.0
07,Castilla y León,2018,Primera etapa de Educación Secundaria y similar,29.925,
07,Castilla y León,2018,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),8.5,6.0
07,Castilla y León,2018,"Segunda etapa de educación secundaria, con orientación general",12.475,5.0
07,Castilla y León,2019,Analfabetos,0.6749999999999999,1.0
07,Castilla y León,2019,Educación primaria,17.675,3.0
07,Castilla y León,2019,Educación superior,28.75,7.0
07,Castilla y León,2019,Estudios primarios incompletos,3.225,2.0
07,Castilla y León,2019,Primera etapa de Educación Secundaria y similar,29.15,
07,Castilla y León,2019,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),8.3,6.0
07,Castilla y León,2019,"Segunda etapa de educación secundaria, con orientación general",12.2,5.0
07,Castilla y León,2020,Analfabetos,0.625,1.0
07,Castilla y León,2020,Educación primaria,16.6,3.0
07,Castilla y León,2020,Educación superior,29.175,7.0
07,Castilla y León,2020,Estudios primarios incompletos,2.925,2.0
07,Castilla y León,2020,Primera etapa de Educación Secundaria y similar,29.4,
07,Castilla y León,2020,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),8.5,6.0
07,Castilla y León,2020,"Segunda etapa de educación secundaria, con orientación general",12.775,5.0
07,Castilla y León,2021,Analfabetos,0.55,1.0
07,Castilla y León,2021,Educación primaria,15.525,3.0
07,Castilla y León,2021,Educación superior,29.8,7.0
07,Castilla y León,2021,Estudios primarios incompletos,2.55,2.0
07,Castilla y León,2021,Primera etapa de Educación Secundaria y similar,29.775,
07,Castilla y León,2021,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),9.25,6.0
07,Castilla y León,2021,"Segunda etapa de educación secundaria, con orientación general",12.575,5.0
07,Castilla y León,2022,Analfabetos,0.6499999999999999,1.0
07,Castilla y León,2022,Educación primaria,15.25,3.0
07,Castilla y León,2022,Educación superior,30.375,7.0
07,Castilla y León,2022,Estudios primarios incompletos,2.5,2.0
07,Castilla y León,2022,Primera etapa de Educación Secundaria y similar,28.875,
07,Castilla y León,2022,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),9.1,6.0
07,Castilla y León,2022,"Segunda etapa de educación secundaria, con orientación general",13.3,5.0
07,Castilla y León,2023,Analfabetos,0.575,1.0
07,Castilla y León,2023,Educación primaria,14.9,3.0
07,Castilla y León,2023,Educación superior,31.0,7.0
07,Castilla y León,2023,Estudios primarios incompletos,2.85,2.0
07,Castilla y León,2023,Primera etapa de Educación Secundaria y similar,28.075,
07,Castilla y León,2023,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),9.225,6.0
07,Castilla y León,2023,"Segunda etapa de educación secundaria, con orientación general",13.35,5.0
07,Castilla y León,2024,Analfabetos,0.7,1.0
07,Castilla y León,2024,Educación primaria,13.4,3.0
07,Castilla y León,2024,Educación superior,31.75,7.0
07,Castilla y León,2024,Estudios primarios incompletos,2.875,2.0
07,Castilla y León,2024,Primera etapa de Educación Secundaria y similar,28.75,
07,Castilla y León,2024,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),9.425,6.0
07,Castilla y León,2024,"Segunda etapa de educación secundaria, con orientación general",13.075,5.0
07,Castilla y León,2025,Analfabetos,0.7,1.0
07,Castilla y León,2025,Educación primaria,13.6,3.0
07,Castilla y León,2025,Educación superior,31.5,7.0
07,Castilla y León,2025,Estudios primarios incompletos,2.5,2.0
07,Castilla y León,2025,Primera etapa de Educación Secundaria y similar,28.6,
07,Castilla y León,2025,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),9.2,6.0
07,Castilla y León,2025,"Segunda etapa de educación secundaria, con orientación general",13.9,5.0
08,Castilla - La Mancha,2014,Analfabetos,2.4,1.0
08,Castilla - La Mancha,2014,Educación primaria,13.975000000000001,3.0
08,Castilla - La Mancha,2014,Educación superior,20.925,7.0
08,Castilla - La Mancha,2014,Estudios primarios incompletos,11.975000000000001,2.0
08,Castilla - La Mancha,2014,Primera etapa de Educación Secundaria y similar,31.475,
08,Castilla - La Mancha,2014,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),6.85,6.0
08,Castilla - La Mancha,2014,"Segunda etapa de educación secundaria, con orientación general",12.35,5.0
08,Castilla - La Mancha,2015,Analfabetos,2.325,1.0
08,Castilla - La Mancha,2015,Educación primaria,13.6,3.0
08,Castilla - La Mancha,2015,Educación superior,20.95,7.0
08,Castilla - La Mancha,2015,Estudios primarios incompletos,11.075,2.0
08,Castilla - La Mancha,2015,Primera etapa de Educación Secundaria y similar,32.35,
08,Castilla - La Mancha,2015,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),7.175,6.0
08,Castilla - La Mancha,2015,"Segunda etapa de educación secundaria, con orientación general",12.5,5.0
08,Castilla - La Mancha,2016,Analfabetos,2.3249999999999997,1.0
08,Castilla - La Mancha,2016,Educación primaria,13.525,3.0
08,Castilla - La Mancha,2016,Educación superior,21.0,7.0
08,Castilla - La Mancha,2016,Estudios primarios incompletos,10.575,2.0
08,Castilla - La Mancha,2016,Primera etapa de Educación Secundaria y similar,33.375,
08,Castilla - La Mancha,2016,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),7.125,6.0
08,Castilla - La Mancha,2016,"Segunda etapa de educación secundaria, con orientación general",12.1,5.0
08,Castilla - La Mancha,2017,Analfabetos,2.3499999999999996,1.0
08,Castilla - La Mancha,2017,Educación primaria,12.775,3.0
08,Castilla - La Mancha,2017,Educación superior,21.075,7.0
08,Castilla - La Mancha,2017,Estudios primarios incompletos,10.3,2.0
08,Castilla - La Mancha,2017,Primera etapa de Educación Secundaria y similar,33.825,
08,Castilla - La Mancha,2017,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),7.275,6.0
08,Castilla - La Mancha,2017,"Segunda etapa de educación secundaria, con orientación general",12.4,5.0
08,Castilla - La Mancha,2018,Analfabetos,2.05,1.0
08,Castilla - La Mancha,2018,Educación primaria,12.2,3.0
08,Castilla - La Mancha,2018,Educación superior,21.725,7.0
08,Castilla - La Mancha,2018,Estudios primarios incompletos,9.524999999999999,2.0
08,Castilla - La Mancha,2018,Primera etapa de Educación Secundaria y similar,34.525,
08,Castilla - La Mancha,2018,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),7.225,6.0
08,Castilla - La Mancha,2018,"Segunda etapa de educación secundaria, con orientación general",12.75,5.0
08,Castilla - La Mancha,2019,Analfabetos,2.05,1.0
08,Castilla - La Mancha,2019,Educación primaria,12.9,3.0
08,Castilla - La Mancha,2019,Educación superior,23.05,7.0
08,Castilla - La Mancha,2019,Estudios primarios incompletos,8.0,2.0
08,Castilla - La Mancha,2019,Primera etapa de Educación Secundaria y similar,33.975,
08,Castilla - La Mancha,2019,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),7.6,6.0
08,Castilla - La Mancha,2019,"Segunda etapa de educación secundaria, con orientación general",12.45,5.0
08,Castilla - La Mancha,2020,Analfabetos,1.65,1.0
08,Castilla - La Mancha,2020,Educación primaria,12.475,3.0
08,Castilla - La Mancha,2020,Educación superior,23.925,7.0
08,Castilla - La Mancha,2020,Estudios primarios incompletos,7.375,2.0
08,Castilla - La Mancha,2020,Primera etapa de Educación Secundaria y similar,33.900000000000006,
08,Castilla - La Mancha,2020,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),7.75,6.0
08,Castilla - La Mancha,2020,"Segunda etapa de educación secundaria, con orientación general",12.9,5.0
08,Castilla - La Mancha,2021,Analfabetos,1.65,1.0
08,Castilla - La Mancha,2021,Educación primaria,11.825,3.0
08,Castilla - La Mancha,2021,Educación superior,24.65,7.0
08,Castilla - La Mancha,2021,Estudios primarios incompletos,7.125,2.0
08,Castilla - La Mancha,2021,Primera etapa de Educación Secundaria y similar,33.099999999999994,
08,Castilla - La Mancha,2021,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),7.95,6.0
08,Castilla - La Mancha,2021,"Segunda etapa de educación secundaria, con orientación general",13.65,5.0
08,Castilla - La Mancha,2022,Analfabetos,1.425,1.0
08,Castilla - La Mancha,2022,Educación primaria,12.05,3.0
08,Castilla - La Mancha,2022,Educación superior,25.075,7.0
08,Castilla - La Mancha,2022,Estudios primarios incompletos,7.300000000000001,2.0
08,Castilla - La Mancha,2022,Primera etapa de Educación Secundaria y similar,32.975,
08,Castilla - La Mancha,2022,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),7.875,6.0
08,Castilla - La Mancha,2022,"Segunda etapa de educación secundaria, con orientación general",13.375,5.0
08,Castilla - La Mancha,2023,Analfabetos,1.3,1.0
08,Castilla - La Mancha,2023,Educación primaria,11.65,3.0
08,Castilla - La Mancha,2023,Educación superior,26.0,7.0
08,Castilla - La Mancha,2023,Estudios primarios incompletos,7.05,2.0
08,Castilla - La Mancha,2023,Primera etapa de Educación Secundaria y similar,33.175,
08,Castilla - La Mancha,2023,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),7.975,6.0
08,Castilla - La Mancha,2023,"Segunda etapa de educación secundaria, con orientación general",12.875,5.0
08,Castilla - La Mancha,2024,Analfabetos,1.15,1.0
08,Castilla - La Mancha,2024,Educación primaria,11.05,3.0
08,Castilla - La Mancha,2024,Educación superior,26.5,7.0
08,Castilla - La Mancha,2024,Estudios primarios incompletos,6.175,2.0
08,Castilla - La Mancha,2024,Primera etapa de Educación Secundaria y similar,34.2,
08,Castilla - La Mancha,2024,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),8.15,6.0
08,Castilla - La Mancha,2024,"Segunda etapa de educación secundaria, con orientación general",12.8,5.0
08,Castilla - La Mancha,2025,Analfabetos,1.1,1.0
08,Castilla - La Mancha,2025,Educación primaria,10.7,3.0
08,Castilla - La Mancha,2025,Educación superior,26.5,7.0
08,Castilla - La Mancha,2025,Estudios primarios incompletos,5.5,2.0
08,Castilla - La Mancha,2025,Primera etapa de Educación Secundaria y similar,33.9,
08,Castilla - La Mancha,2025,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),8.4,6.0
08,Castilla - La Mancha,2025,"Segunda etapa de educación secundaria, con orientación general",13.9,5.0
09,Cataluña,2014,Analfabetos,1.525,1.0
09,Cataluña,2014,Educación primaria,17.675,3.0
09,Cataluña,2014,Educación superior,28.75,7.0
09,Cataluña,2014,Estudios primarios incompletos,6.275,2.0
09,Cataluña,2014,Primera etapa de Educación Secundaria y similar,26.925,
09,Cataluña,2014,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),6.825,6.0
09,Cataluña,2014,"Segunda etapa de educación secundaria, con orientación general",12.05,5.0
09,Cataluña,2015,Analfabetos,1.7000000000000002,1.0
09,Cataluña,2015,Educación primaria,17.0,3.0
09,Cataluña,2015,Educación superior,29.2,7.0
09,Cataluña,2015,Estudios primarios incompletos,5.675,2.0
09,Cataluña,2015,Primera etapa de Educación Secundaria y similar,27.049999999999997,
09,Cataluña,2015,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),7.199999999999999,6.0
09,Cataluña,2015,"Segunda etapa de educación secundaria, con orientación general",12.2,5.0
09,Cataluña,2016,Analfabetos,1.5,1.0
09,Cataluña,2016,Educación primaria,16.325,3.0
09,Cataluña,2016,Educación superior,30.125,7.0
09,Cataluña,2016,Estudios primarios incompletos,5.6,2.0
09,Cataluña,2016,Primera etapa de Educación Secundaria y similar,26.325,
09,Cataluña,2016,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),7.2,6.0
09,Cataluña,2016,"Segunda etapa de educación secundaria, con orientación general",12.95,5.0
09,Cataluña,2017,Analfabetos,1.325,1.0
09,Cataluña,2017,Educación primaria,15.825,3.0
09,Cataluña,2017,Educación superior,30.85,7.0
09,Cataluña,2017,Estudios primarios incompletos,5.3,2.0
09,Cataluña,2017,Primera etapa de Educación Secundaria y similar,26.775,
09,Cataluña,2017,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),7.2,6.0
09,Cataluña,2017,"Segunda etapa de educación secundaria, con orientación general",12.7,5.0
09,Cataluña,2018,Analfabetos,1.325,1.0
09,Cataluña,2018,Educación primaria,14.55,3.0
09,Cataluña,2018,Educación superior,31.975,7.0
09,Cataluña,2018,Estudios primarios incompletos,5.125,2.0
09,Cataluña,2018,Primera etapa de Educación Secundaria y similar,26.825,
09,Cataluña,2018,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),7.6,6.0
09,Cataluña,2018,"Segunda etapa de educación secundaria, con orientación general",12.6,5.0
09,Cataluña,2019,Analfabetos,1.35,1.0
09,Cataluña,2019,Educación primaria,13.55,3.0
09,Cataluña,2019,Educación superior,32.9,7.0
09,Cataluña,2019,Estudios primarios incompletos,4.5,2.0
09,Cataluña,2019,Primera etapa de Educación Secundaria y similar,27.4,
09,Cataluña,2019,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),7.5,6.0
09,Cataluña,2019,"Segunda etapa de educación secundaria, con orientación general",12.75,5.0
09,Cataluña,2020,Analfabetos,1.25,1.0
09,Cataluña,2020,Educación primaria,12.4,3.0
09,Cataluña,2020,Educación superior,32.975,7.0
09,Cataluña,2020,Estudios primarios incompletos,4.275,2.0
09,Cataluña,2020,Primera etapa de Educación Secundaria y similar,28.725,
09,Cataluña,2020,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),7.975,6.0
09,Cataluña,2020,"Segunda etapa de educación secundaria, con orientación general",12.425,5.0
09,Cataluña,2021,Analfabetos,1.325,1.0
09,Cataluña,2021,Educación primaria,12.225,3.0
09,Cataluña,2021,Educación superior,33.35,7.0
09,Cataluña,2021,Estudios primarios incompletos,4.275,2.0
09,Cataluña,2021,Primera etapa de Educación Secundaria y similar,27.525,
09,Cataluña,2021,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),7.875,6.0
09,Cataluña,2021,"Segunda etapa de educación secundaria, con orientación general",13.425,5.0
09,Cataluña,2022,Analfabetos,1.425,1.0
09,Cataluña,2022,Educación primaria,12.25,3.0
09,Cataluña,2022,Educación superior,34.175,7.0
09,Cataluña,2022,Estudios primarios incompletos,4.05,2.0
09,Cataluña,2022,Primera etapa de Educación Secundaria y similar,26.675,
09,Cataluña,2022,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),8.025,6.0
09,Cataluña,2022,"Segunda etapa de educación secundaria, con orientación general",13.475,5.0
09,Cataluña,2023,Analfabetos,1.2,1.0
09,Cataluña,2023,Educación primaria,12.3,3.0
09,Cataluña,2023,Educación superior,35.05,7.0
09,Cataluña,2023,Estudios primarios incompletos,3.425,2.0
09,Cataluña,2023,Primera etapa de Educación Secundaria y similar,26.15,
09,Cataluña,2023,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),7.825,6.0
09,Cataluña,2023,"Segunda etapa de educación secundaria, con orientación general",14.05,5.0
09,Cataluña,2024,Analfabetos,1.0,1.0
09,Cataluña,2024,Educación primaria,11.625,3.0
09,Cataluña,2024,Educación superior,36.15,7.0
09,Cataluña,2024,Estudios primarios incompletos,3.05,2.0
09,Cataluña,2024,Primera etapa de Educación Secundaria y similar,25.95,
09,Cataluña,2024,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),7.824999999999999,6.0
09,Cataluña,2024,"Segunda etapa de educación secundaria, con orientación general",14.4,5.0
09,Cataluña,2025,Analfabetos,1.1,1.0
09,Cataluña,2025,Educación primaria,11.6,3.0
09,Cataluña,2025,Educación superior,37.2,7.0
09,Cataluña,2025,Estudios primarios incompletos,2.9,2.0
09,Cataluña,2025,Primera etapa de Educación Secundaria y similar,25.2,
09,Cataluña,2025,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),8.1,6.0
09,Cataluña,2025,"Segunda etapa de educación secundaria, con orientación general",13.8,5.0
10,Comunitat Valenciana,2014,Analfabetos,1.825,1.0
10,Comunitat Valenciana,2014,Educación primaria,12.9,3.0
10,Comunitat Valenciana,2014,Educación superior,25.2,7.0
10,Comunitat Valenciana,2014,Estudios primarios incompletos,6.625,2.0
10,Comunitat Valenciana,2014,Primera etapa de Educación Secundaria y similar,32.375,
10,Comunitat Valenciana,2014,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),8.075,6.0
10,Comunitat Valenciana,2014,"Segunda etapa de educación secundaria, con orientación general",13.025,5.0
10,Comunitat Valenciana,2015,Analfabetos,1.7000000000000002,1.0
10,Comunitat Valenciana,2015,Educación primaria,11.075,3.0
10,Comunitat Valenciana,2015,Educación superior,25.725,7.0
10,Comunitat Valenciana,2015,Estudios primarios incompletos,6.275,2.0
10,Comunitat Valenciana,2015,Primera etapa de Educación Secundaria y similar,33.975,
10,Comunitat Valenciana,2015,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),8.4,6.0
10,Comunitat Valenciana,2015,"Segunda etapa de educación secundaria, con orientación general",12.875,5.0
10,Comunitat Valenciana,2016,Analfabetos,1.85,1.0
