ccaa_code,1.0,2.0,3.0,5.0,6.0,7.0
01,2.45,6.9,11.175,11.95,8.8,27.45
02,0.775,2.65,13.55,14.65,11.15,31.475
03,0.575,2.625,11.524999999999999,12.8,9.075,33.575
04,1.275,3.2,9.0,16.825,10.275,29.425
05,1.825,5.7250000000000005,11.925,17.25,7.975,29.625
06,0.275,1.125,9.725,12.325,11.4,33.925
07,0.55,2.55,15.525,12.575,9.25,29.8
08,1.65,7.125,11.825,13.65,7.95,24.65
09,1.325,4.275,12.225,13.425,7.875,33.35
10,1.375,4.1,8.4,14.025,9.125,30.575
11,2.55,8.15,13.075,11.25,7.9750000000000005,22.8
12,0.8,4.85,10.6,12.25,7.6,30.425
13,0.7,2.75,8.9,19.125,5.975,40.75
14,2.525,5.8,9.075,13.274999999999999,8.475,27.25
15,0.75,2.35,13.225,13.049999999999999,9.9,37.85
16,0.5,2.3,10.725,11.95,9.75,42.725
17,1.05,1.775,8.2,13.25,9.45,31.425
18,2.15,1.125,17.45,19.7,6.65,21.625
19,2.9,6.525,13.8,17.224999999999998,5.775,29.475
