ccaa_code,1.0,2.0,3.0,5.0,6.0,7.0
01,2.775,8.925,12.825,12.375,7.8,24.175
02,0.725,3.5999999999999996,16.45,13.2,9.8,29.35
03,0.675,3.175,18.35,13.375,7.85,32.45
04,1.625,4.475,10.175,17.125,8.825,24.625
05,1.8,6.825,13.674999999999999,15.95,7.775,25.2
06,0.44999999999999996,1.1,14.775,14.774999999999999,10.775,31.55
07,0.8250000000000001,3.75,17.3,12.475,8.5,27.174999999999997
08,2.05,9.524999999999999,12.2,12.75,7.225,21.725
09,1.325,5.125,14.55,12.6,7.6,31.975
10,1.65,5.725,10.45,13.275,8.775,27.675
11,3.0,10.05,13.925,10.350000000000001,7.225,20.5
12,1.15,7.275,15.45,11.65,7.35,27.0
13,0.775,3.3,10.425,18.475,5.875,38.15
14,2.825,7.15,10.275,12.925,8.225,25.075
15,0.725,1.55,17.2,12.25,9.85,34.975
16,0.55,1.775,14.925,11.875,9.55,38.225
17,0.725,2.3499999999999996,11.35,13.1,8.725,29.0
18,4.7,3.2,17.125,13.575,6.825,21.6
19,4.125,5.975,14.875,16.35,6.175,25.45
