ccaa_code,1.0,2.0,3.0,5.0,6.0,7.0
01,2.375,6.525,10.8,12.725,8.625,28.025
02,0.95,2.625,13.775,12.575,9.975000000000001,32.525
03,0.75,2.55,9.175,13.3,9.075,33.025
04,1.175,3.3,10.525,17.575,8.9,27.525
05,1.45,4.925,11.6,17.675,8.225,30.025
06,0.35,0.825,8.775,13.225,10.325000000000001,35.05
07,0.6499999999999999,2.5,15.25,13.3,9.1,30.375
08,1.425,7.300000000000001,12.05,13.375,7.875,25.075
09,1.425,4.05,12.25,13.475,8.025,34.175
10,1.4,4.125,8.375,12.3,9.3,30.025
11,2.275,7.5,13.6,11.025,8.075,24.35
12,0.95,4.55,9.4,12.075,7.8,30.975
13,0.55,2.225,9.7,19.6,6.0,40.75
14,2.625,6.375,8.375,13.375,8.675,24.975
15,0.925,2.35,12.7,13.200000000000001,10.45,37.35
16,0.35,2.225,10.65,12.375,9.45,43.525
17,1.3,1.325,6.0,13.675,9.8,32.55
18,3.825,1.175,21.15,15.55,6.025,18.5
19,3.4,8.1,13.275,16.125,7.3,28.325
