ccaa_code,1.0,2.0,3.0,5.0,6.0,7.0
01,3.775,9.85,14.625,11.65,7.25,21.775
02,0.825,5.55,20.525,13.2,8.65,27.5
03,0.6499999999999999,4.875,23.0,12.275,7.05,29.575
04,1.85,6.925,11.75,15.45,6.875,22.775
05,2.5,8.575,16.375,15.35,6.525,22.15
06,0.35,2.55,17.075,13.9,9.85,29.825000000000003
07,0.975,5.45,19.85,12.1,7.85,25.65
08,2.4,11.975000000000001,13.975000000000001,12.35,6.85,20.925
09,1.525,6.275,17.675,12.05,6.825,28.75
10,1.825,6.625,12.9,13.025,8.075,25.2
11,3.375,11.6,12.875,9.65,5.8,20.15
12,1.35,6.8,19.6,10.6,6.6,24.8
13,0.8,4.925,10.725,18.25,5.15,38.475
14,3.725,8.649999999999999,14.5,12.475,8.225,21.65
15,0.55,3.175,16.45,12.75,8.525,33.1
16,0.625,2.35,17.85,10.625,9.125,36.425
17,0.65,3.55,19.575,12.85,8.525,28.825
18,3.55,8.55,14.575,16.225,5.475,18.1
19,2.9250000000000003,12.5,13.025,17.05,8.875,23.375
