ccaa_code,1.0,2.0,3.0,5.0,6.0,7.0
01,3.1,8.825,13.2,12.025,7.275,23.55
02,0.8,3.65,16.625,13.925,9.9,28.2
03,0.75,2.75,20.425,13.1,7.45,32.075
04,1.425,5.0,9.375,17.0,8.1,25.375
05,1.875,6.8,14.575,16.575,7.45,24.525
06,0.475,1.575,14.6,13.049999999999999,10.9,31.549999999999997
07,0.8500000000000001,4.325,17.85,12.35,8.45,26.525
08,2.3499999999999996,10.3,12.775,12.4,7.275,21.075
09,1.325,5.3,15.825,12.7,7.2,30.85
10,1.775,5.675,10.925,13.775,8.475,26.125
11,2.9,10.75,12.075000000000001,10.1,6.325,20.275
12,1.175,7.6,16.3,10.8,7.225,26.85
13,0.875,3.425,10.425,19.05,5.65,38.0
14,3.0,7.525,12.175,13.0,8.1,23.675
15,0.95,1.9500000000000002,16.3,11.325,10.275,34.85
16,0.625,2.175,14.925,11.425,9.25,37.925
17,0.95,2.025,14.025,13.025,8.65,28.55
18,5.375,2.55,17.325,15.2,5.75,21.5
19,4.35,7.8,14.125,19.725,5.4,24.225
