ccaa_code,1.0,2.0,3.0,5.0,6.0,7.0
01,2.575,8.45,12.525,12.425,8.15,24.7
02,0.7,3.125,15.55,13.55,10.1,30.425
03,0.5,3.05,15.1,13.775,7.975,32.5
04,1.525,3.575,10.225,16.3,8.875,26.275
05,1.55,5.625,13.975,16.25,7.525,27.424999999999997
06,0.325,0.9750000000000001,13.225,14.425,10.425,32.225
07,0.6749999999999999,3.225,17.675,12.2,8.3,28.75
08,2.05,8.0,12.9,12.45,7.6,23.05
09,1.35,4.5,13.55,12.75,7.5,32.9
10,1.425,5.0,10.05,13.35,8.8,29.0
11,3.2750000000000004,8.825,15.075,10.6,7.7,20.575
12,1.0750000000000002,5.75,13.95,11.975,7.725,27.9
13,0.6499999999999999,3.2,9.850000000000001,19.125,5.675,39.650000000000006
14,3.25,6.35,10.2,12.2,8.525,25.425
15,0.6,1.5,15.05,12.75,10.025,36.425
16,0.45,1.925,13.7,11.875,9.475,39.125
17,0.525,2.025,10.55,13.2,8.475,30.125
18,4.475,2.425,18.0,17.0,6.5,19.15
19,5.3,6.45,15.85,13.775,7.8500000000000005,24.625
