ccaa_code,1.0,2.0,3.0,5.0,6.0,7.0
01,2.525,7.6,12.35,12.274999999999999,8.1,25.975
02,0.725,2.75,15.325,14.45,10.725,30.975
03,0.575,2.375,13.275,13.775,8.825,33.6
04,1.5,3.8,8.3,16.375,9.45,28.875
05,1.85,5.7,12.475,17.925,7.525,28.724999999999998
06,0.375,1.05,10.725,12.725,10.925,33.55
07,0.625,2.925,16.6,12.775,8.5,29.175
08,1.65,7.375,12.475,12.9,7.75,23.925
09,1.25,4.275,12.4,12.425,7.975,32.975
10,1.325,4.775,8.05,14.375,9.1,30.05
11,2.9,8.075,14.275,11.25,8.399999999999999,20.975
12,0.95,4.875,11.45,12.3,7.575,29.7
13,0.7,2.8,9.2,19.425,5.975,40.475
14,2.55,6.25,9.925,12.8,8.625,26.625
15,0.725,1.825,12.575,13.274999999999999,9.525,37.875
16,0.55,1.925,11.65,12.125,9.7,41.2
17,0.5,2.1750000000000003,9.225,13.15,9.125,30.675
18,3.15,2.05,17.55,16.9,6.675,21.6
19,4.225,4.0,15.725000000000001,16.825,7.925000000000001,28.675
