Escenario;Valor Final;Valor Promedio
Policies: Buy, Rent, Wage (Coef=0);0,004849999999999999;0,004514156626506024
Policies: None (Coef=0);0,002075;0,004131024096385543
Policy: Buy (Coef=0);0,007475;0,005028313253012048
Policy: Wage (Coef=0);0,00042500000000000003;0,004453012048192772
Policy: Wage (Coef=0.8);0,0019;0,004356927710843374
