Municipios	Sexo	Periodo	Total
01014 Berantevilla	Hombres	2013	246
01014 Berantevilla	Hombres	2012	245
01014 Berantevilla	Hombres	2011	255
01014 Berantevilla	Hombres	2010	263
01014 Berantevilla	Hombres	2009	223
01014 Berantevilla	Hombres	2008	227
01014 Berantevilla	Hombres	2007	228
01014 Berantevilla	Hombres	2006	229
01014 Berantevilla	Hombres	2005	238
01014 Berantevilla	Hombres	2004	234
01014 Berantevilla	Hombres	2003	238
01014 Berantevilla	Hombres	2002	243
01014 Berantevilla	Hombres	2001	235
01014 Berantevilla	Hombres	2000	222
01014 Berantevilla	Hombres	1999	219
01014 Berantevilla	Hombres	1998	211
01014 Berantevilla	Hombres	1997	""
01014 Berantevilla	Hombres	1996	209
01014 Berantevilla	Mujeres	2024	221
01014 Berantevilla	Mujeres	2023	214
01014 Berantevilla	Mujeres	2022	212
01014 Berantevilla	Mujeres	2021	223
01014 Berantevilla	Mujeres	2020	223
01014 Berantevilla	Mujeres	2019	210
01014 Berantevilla	Mujeres	2018	205
01014 Berantevilla	Mujeres	2017	207
01014 Berantevilla	Mujeres	2016	218
01014 Berantevilla	Mujeres	2015	230
01014 Berantevilla	Mujeres	2014	232
01014 Berantevilla	Mujeres	2013	233
01014 Berantevilla	Mujeres	2012	235
01014 Berantevilla	Mujeres	2011	239
01014 Berantevilla	Mujeres	2010	236
01014 Berantevilla	Mujeres	2009	215
01014 Berantevilla	Mujeres	2008	220
01014 Berantevilla	Mujeres	2007	218
01014 Berantevilla	Mujeres	2006	213
01014 Berantevilla	Mujeres	2005	220
01014 Berantevilla	Mujeres	2004	224
01014 Berantevilla	Mujeres	2003	226
01014 Berantevilla	Mujeres	2002	224
01014 Berantevilla	Mujeres	2001	222
01014 Berantevilla	Mujeres	2000	208
01014 Berantevilla	Mujeres	1999	203
01014 Berantevilla	Mujeres	1998	195
01014 Berantevilla	Mujeres	1997	""
01014 Berantevilla	Mujeres	1996	194
01016 Bernedo	Total	2024	546
01016 Bernedo	Total	2023	540
01016 Bernedo	Total	2022	560
01016 Bernedo	Total	2021	538
01016 Bernedo	Total	2020	507
01016 Bernedo	Total	2019	494
01016 Bernedo	Total	2018	511
01016 Bernedo	Total	2017	504
01016 Bernedo	Total	2016	499
01016 Bernedo	Total	2015	526
01016 Bernedo	Total	2014	545
01016 Bernedo	Total	2013	567
01016 Bernedo	Total	2012	568
01016 Bernedo	Total	2011	565
01016 Bernedo	Total	2010	575
01016 Bernedo	Total	2009	575
01016 Bernedo	Total	2008	588
01016 Bernedo	Total	2007	581
01016 Bernedo	Total	2006	569
01016 Bernedo	Total	2005	566
01016 Bernedo	Total	2004	538
01016 Bernedo	Total	2003	544
01016 Bernedo	Total	2002	534
01016 Bernedo	Total	2001	540
01016 Bernedo	Total	2000	547
01016 Bernedo	Total	1999	544
01016 Bernedo	Total	1998	548
01016 Bernedo	Total	1997	""
01016 Bernedo	Total	1996	540
01016 Bernedo	Hombres	2024	318
01016 Bernedo	Hombres	2023	321
01016 Bernedo	Hombres	2022	320
01016 Bernedo	Hombres	2021	314
01016 Bernedo	Hombres	2020	305
01016 Bernedo	Hombres	2019	299
01016 Bernedo	Hombres	2018	303
01016 Bernedo	Hombres	2017	299
01016 Bernedo	Hombres	2016	299
01016 Bernedo	Hombres	2015	312
01016 Bernedo	Hombres	2014	321
01016 Bernedo	Hombres	2013	333
01016 Bernedo	Hombres	2012	326
01016 Bernedo	Hombres	2011	329
01016 Bernedo	Hombres	2010	326
01016 Bernedo	Hombres	2009	318
01016 Bernedo	Hombres	2008	330
01016 Bernedo	Hombres	2007	333
01016 Bernedo	Hombres	2006	329
01016 Bernedo	Hombres	2005	330
01016 Bernedo	Hombres	2004	315
01016 Bernedo	Hombres	2003	321
01016 Bernedo	Hombres	2002	309
01016 Bernedo	Hombres	2001	313
01016 Bernedo	Hombres	2000	314
01016 Bernedo	Hombres	1999	315
01016 Bernedo	Hombres	1998	316
01016 Bernedo	Hombres	1997	""
01016 Bernedo	Hombres	1996	313
01016 Bernedo	Mujeres	2024	228
01016 Bernedo	Mujeres	2023	219
01016 Bernedo	Mujeres	2022	240
01016 Bernedo	Mujeres	2021	224
01016 Bernedo	Mujeres	2020	202
01016 Bernedo	Mujeres	2019	195
01016 Bernedo	Mujeres	2018	208
01016 Bernedo	Mujeres	2017	205
01016 Bernedo	Mujeres	2016	200
01016 Bernedo	Mujeres	2015	214
01016 Bernedo	Mujeres	2014	224
01016 Bernedo	Mujeres	2013	234
01016 Bernedo	Mujeres	2012	242
01016 Bernedo	Mujeres	2011	236
01016 Bernedo	Mujeres	2010	249
01016 Bernedo	Mujeres	2009	257
01016 Bernedo	Mujeres	2008	258
01016 Bernedo	Mujeres	2007	248
01016 Bernedo	Mujeres	2006	240
01016 Bernedo	Mujeres	2005	236
01016 Bernedo	Mujeres	2004	223
01016 Bernedo	Mujeres	2003	223
01016 Bernedo	Mujeres	2002	225
01016 Bernedo	Mujeres	2001	227
01016 Bernedo	Mujeres	2000	233
01016 Bernedo	Mujeres	1999	229
01016 Bernedo	Mujeres	1998	232
01016 Bernedo	Mujeres	1997	""
01016 Bernedo	Mujeres	1996	227
01017 Campezo/Kanpezu	Total	2024	1.085
01017 Campezo/Kanpezu	Total	2023	1.072
01017 Campezo/Kanpezu	Total	2022	1.094
01017 Campezo/Kanpezu	Total	2021	1.081
01017 Campezo/Kanpezu	Total	2020	1.034
01017 Campezo/Kanpezu	Total	2019	1.040
01017 Campezo/Kanpezu	Total	2018	1.040
01017 Campezo/Kanpezu	Total	2017	1.048
01017 Campezo/Kanpezu	Total	2016	1.059
01017 Campezo/Kanpezu	Total	2015	1.069
01017 Campezo/Kanpezu	Total	2014	1.084
01017 Campezo/Kanpezu	Total	2013	1.127
01017 Campezo/Kanpezu	Total	2012	1.136
01017 Campezo/Kanpezu	Total	2011	1.123
01017 Campezo/Kanpezu	Total	2010	1.126
01017 Campezo/Kanpezu	Total	2009	1.118
01017 Campezo/Kanpezu	Total	2008	1.108
01017 Campezo/Kanpezu	Total	2007	1.106
01017 Campezo/Kanpezu	Total	2006	1.075
01017 Campezo/Kanpezu	Total	2005	1.083
01017 Campezo/Kanpezu	Total	2004	1.085
01017 Campezo/Kanpezu	Total	2003	1.063
01017 Campezo/Kanpezu	Total	2002	1.081
01017 Campezo/Kanpezu	Total	2001	1.084
01017 Campezo/Kanpezu	Total	2000	1.060
01017 Campezo/Kanpezu	Total	1999	1.062
01017 Campezo/Kanpezu	Total	1998	1.073
01017 Campezo/Kanpezu	Total	1997	""
01017 Campezo/Kanpezu	Total	1996	1.109
01017 Campezo/Kanpezu	Hombres	2024	574
01017 Campezo/Kanpezu	Hombres	2023	564
01017 Campezo/Kanpezu	Hombres	2022	577
01017 Campezo/Kanpezu	Hombres	2021	576
01017 Campezo/Kanpezu	Hombres	2020	547
01017 Campezo/Kanpezu	Hombres	2019	546
01017 Campezo/Kanpezu	Hombres	2018	548
01017 Campezo/Kanpezu	Hombres	2017	556
01017 Campezo/Kanpezu	Hombres	2016	558
01017 Campezo/Kanpezu	Hombres	2015	565
01017 Campezo/Kanpezu	Hombres	2014	567
01017 Campezo/Kanpezu	Hombres	2013	598
01017 Campezo/Kanpezu	Hombres	2012	594
01017 Campezo/Kanpezu	Hombres	2011	592
01017 Campezo/Kanpezu	Hombres	2010	589
01017 Campezo/Kanpezu	Hombres	2009	596
01017 Campezo/Kanpezu	Hombres	2008	593
01017 Campezo/Kanpezu	Hombres	2007	593
01017 Campezo/Kanpezu	Hombres	2006	578
01017 Campezo/Kanpezu	Hombres	2005	590
01017 Campezo/Kanpezu	Hombres	2004	580
01017 Campezo/Kanpezu	Hombres	2003	559
01017 Campezo/Kanpezu	Hombres	2002	565
01017 Campezo/Kanpezu	Hombres	2001	571
01017 Campezo/Kanpezu	Hombres	2000	560
01017 Campezo/Kanpezu	Hombres	1999	559
01017 Campezo/Kanpezu	Hombres	1998	560
01017 Campezo/Kanpezu	Hombres	1997	""
01017 Campezo/Kanpezu	Hombres	1996	582
01017 Campezo/Kanpezu	Mujeres	2024	511
01017 Campezo/Kanpezu	Mujeres	2023	508
01017 Campezo/Kanpezu	Mujeres	2022	517
01017 Campezo/Kanpezu	Mujeres	2021	505
01017 Campezo/Kanpezu	Mujeres	2020	487
01017 Campezo/Kanpezu	Mujeres	2019	494
01017 Campezo/Kanpezu	Mujeres	2018	492
01017 Campezo/Kanpezu	Mujeres	2017	492
01017 Campezo/Kanpezu	Mujeres	2016	501
01017 Campezo/Kanpezu	Mujeres	2015	504
01017 Campezo/Kanpezu	Mujeres	2014	517
01017 Campezo/Kanpezu	Mujeres	2013	529
01017 Campezo/Kanpezu	Mujeres	2012	542
01017 Campezo/Kanpezu	Mujeres	2011	531
01017 Campezo/Kanpezu	Mujeres	2010	537
01017 Campezo/Kanpezu	Mujeres	2009	522
01017 Campezo/Kanpezu	Mujeres	2008	515
01017 Campezo/Kanpezu	Mujeres	2007	513
01017 Campezo/Kanpezu	Mujeres	2006	497
01017 Campezo/Kanpezu	Mujeres	2005	493
01017 Campezo/Kanpezu	Mujeres	2004	505
01017 Campezo/Kanpezu	Mujeres	2003	504
01017 Campezo/Kanpezu	Mujeres	2002	516
01017 Campezo/Kanpezu	Mujeres	2001	513
01017 Campezo/Kanpezu	Mujeres	2000	500
01017 Campezo/Kanpezu	Mujeres	1999	503
01017 Campezo/Kanpezu	Mujeres	1998	513
01017 Campezo/Kanpezu	Mujeres	1997	""
01017 Campezo/Kanpezu	Mujeres	1996	527
01021 Elburgo/Burgelu	Total	2024	642
01021 Elburgo/Burgelu	Total	2023	638
01021 Elburgo/Burgelu	Total	2022	629
01021 Elburgo/Burgelu	Total	2021	634
01021 Elburgo/Burgelu	Total	2020	608
01021 Elburgo/Burgelu	Total	2019	599
01021 Elburgo/Burgelu	Total	2018	603
01021 Elburgo/Burgelu	Total	2017	607
01021 Elburgo/Burgelu	Total	2016	612
01021 Elburgo/Burgelu	Total	2015	608
01021 Elburgo/Burgelu	Total	2014	624
01021 Elburgo/Burgelu	Total	2013	617
01021 Elburgo/Burgelu	Total	2012	629
01021 Elburgo/Burgelu	Total	2011	623
01021 Elburgo/Burgelu	Total	2010	589
01021 Elburgo/Burgelu	Total	2009	541
01021 Elburgo/Burgelu	Total	2008	526
01021 Elburgo/Burgelu	Total	2007	524
01021 Elburgo/Burgelu	Total	2006	480
01021 Elburgo/Burgelu	Total	2005	475
01021 Elburgo/Burgelu	Total	2004	453
01021 Elburgo/Burgelu	Total	2003	435
01021 Elburgo/Burgelu	Total	2002	424
01021 Elburgo/Burgelu	Total	2001	375
01021 Elburgo/Burgelu	Total	2000	319
01021 Elburgo/Burgelu	Total	1999	269
01021 Elburgo/Burgelu	Total	1998	231
01021 Elburgo/Burgelu	Total	1997	""
01021 Elburgo/Burgelu	Total	1996	192
01021 Elburgo/Burgelu	Hombres	2024	334
01021 Elburgo/Burgelu	Hombres	2023	332
01021 Elburgo/Burgelu	Hombres	2022	331
01021 Elburgo/Burgelu	Hombres	2021	332
01021 Elburgo/Burgelu	Hombres	2020	317
01021 Elburgo/Burgelu	Hombres	2019	320
01021 Elburgo/Burgelu	Hombres	2018	316
01021 Elburgo/Burgelu	Hombres	2017	319
01021 Elburgo/Burgelu	Hombres	2016	326
01021 Elburgo/Burgelu	Hombres	2015	318
01021 Elburgo/Burgelu	Hombres	2014	327
01021 Elburgo/Burgelu	Hombres	2013	326
01021 Elburgo/Burgelu	Hombres	2012	333
01021 Elburgo/Burgelu	Hombres	2011	324
01021 Elburgo/Burgelu	Hombres	2010	309
01021 Elburgo/Burgelu	Hombres	2009	284
01021 Elburgo/Burgelu	Hombres	2008	275
01021 Elburgo/Burgelu	Hombres	2007	269
01021 Elburgo/Burgelu	Hombres	2006	249
01021 Elburgo/Burgelu	Hombres	2005	250
01021 Elburgo/Burgelu	Hombres	2004	237
01021 Elburgo/Burgelu	Hombres	2003	238
01021 Elburgo/Burgelu	Hombres	2002	232
01021 Elburgo/Burgelu	Hombres	2001	199
01021 Elburgo/Burgelu	Hombres	2000	174
01021 Elburgo/Burgelu	Hombres	1999	147
01021 Elburgo/Burgelu	Hombres	1998	128
01021 Elburgo/Burgelu	Hombres	1997	""
01021 Elburgo/Burgelu	Hombres	1996	104
01021 Elburgo/Burgelu	Mujeres	2024	308
01021 Elburgo/Burgelu	Mujeres	2023	306
01021 Elburgo/Burgelu	Mujeres	2022	298
01021 Elburgo/Burgelu	Mujeres	2021	302
01021 Elburgo/Burgelu	Mujeres	2020	291
01021 Elburgo/Burgelu	Mujeres	2019	279
01021 Elburgo/Burgelu	Mujeres	2018	287
01021 Elburgo/Burgelu	Mujeres	2017	288
01021 Elburgo/Burgelu	Mujeres	2016	286
01021 Elburgo/Burgelu	Mujeres	2015	290
01021 Elburgo/Burgelu	Mujeres	2014	297
01021 Elburgo/Burgelu	Mujeres	2013	291
01021 Elburgo/Burgelu	Mujeres	2012	296
01021 Elburgo/Burgelu	Mujeres	2011	299
01021 Elburgo/Burgelu	Mujeres	2010	280
01021 Elburgo/Burgelu	Mujeres	2009	257
01021 Elburgo/Burgelu	Mujeres	2008	251
01021 Elburgo/Burgelu	Mujeres	2007	255
01021 Elburgo/Burgelu	Mujeres	2006	231
01021 Elburgo/Burgelu	Mujeres	2005	225
01021 Elburgo/Burgelu	Mujeres	2004	216
01021 Elburgo/Burgelu	Mujeres	2003	197
01021 Elburgo/Burgelu	Mujeres	2002	192
01021 Elburgo/Burgelu	Mujeres	2001	176
01021 Elburgo/Burgelu	Mujeres	2000	145
01021 Elburgo/Burgelu	Mujeres	1999	122
01021 Elburgo/Burgelu	Mujeres	1998	103
01021 Elburgo/Burgelu	Mujeres	1997	""
01021 Elburgo/Burgelu	Mujeres	1996	88
01022 Elciego	Total	2024	955
01022 Elciego	Total	2023	964
01022 Elciego	Total	2022	971
01022 Elciego	Total	2021	996
01022 Elciego	Total	2020	1.001
01022 Elciego	Total	2019	1.005
01022 Elciego	Total	2018	1.025
01022 Elciego	Total	2017	1.030
01022 Elciego	Total	2016	1.005
01022 Elciego	Total	2015	1.051
01022 Elciego	Total	2014	1.054
01022 Elciego	Total	2013	1.045
01022 Elciego	Total	2012	1.037
01022 Elciego	Total	2011	1.045
01022 Elciego	Total	2010	1.051
01022 Elciego	Total	2009	1.046
01022 Elciego	Total	2008	1.025
01022 Elciego	Total	2007	1.001
01022 Elciego	Total	2006	932
01022 Elciego	Total	2005	941
01022 Elciego	Total	2004	926
01022 Elciego	Total	2003	943
01022 Elciego	Total	2002	950
01022 Elciego	Total	2001	932
01022 Elciego	Total	2000	925
01022 Elciego	Total	1999	905
01022 Elciego	Total	1998	909
01022 Elciego	Total	1997	""
01022 Elciego	Total	1996	921
01022 Elciego	Hombres	2024	478
01022 Elciego	Hombres	2023	484
01022 Elciego	Hombres	2022	486
01022 Elciego	Hombres	2021	499
01022 Elciego	Hombres	2020	500
01022 Elciego	Hombres	2019	502
01022 Elciego	Hombres	2018	513
01022 Elciego	Hombres	2017	514
01022 Elciego	Hombres	2016	492
01022 Elciego	Hombres	2015	521
01022 Elciego	Hombres	2014	518
01022 Elciego	Hombres	2013	511
01022 Elciego	Hombres	2012	510
01022 Elciego	Hombres	2011	517
01022 Elciego	Hombres	2010	517
01022 Elciego	Hombres	2009	518
01022 Elciego	Hombres	2008	508
01022 Elciego	Hombres	2007	499
01022 Elciego	Hombres	2006	470
01022 Elciego	Hombres	2005	475
01022 Elciego	Hombres	2004	467
01022 Elciego	Hombres	2003	472
01022 Elciego	Hombres	2002	479
01022 Elciego	Hombres	2001	464
01022 Elciego	Hombres	2000	464
01022 Elciego	Hombres	1999	462
01022 Elciego	Hombres	1998	462
01022 Elciego	Hombres	1997	""
01022 Elciego	Hombres	1996	462
01022 Elciego	Mujeres	2024	477
01022 Elciego	Mujeres	2023	480
01022 Elciego	Mujeres	2022	485
01022 Elciego	Mujeres	2021	497
01022 Elciego	Mujeres	2020	501
01022 Elciego	Mujeres	2019	503
01022 Elciego	Mujeres	2018	512
01022 Elciego	Mujeres	2017	516
01022 Elciego	Mujeres	2016	513
01022 Elciego	Mujeres	2015	530
01022 Elciego	Mujeres	2014	536
01022 Elciego	Mujeres	2013	534
01022 Elciego	Mujeres	2012	527
01022 Elciego	Mujeres	2011	528
01022 Elciego	Mujeres	2010	534
01022 Elciego	Mujeres	2009	528
01022 Elciego	Mujeres	2008	517
01022 Elciego	Mujeres	2007	502
01022 Elciego	Mujeres	2006	462
01022 Elciego	Mujeres	2005	466
01022 Elciego	Mujeres	2004	459
01022 Elciego	Mujeres	2003	471
01022 Elciego	Mujeres	2002	471
01022 Elciego	Mujeres	2001	468
01022 Elciego	Mujeres	2000	461
01022 Elciego	Mujeres	1999	443
01022 Elciego	Mujeres	1998	447
01022 Elciego	Mujeres	1997	""
01022 Elciego	Mujeres	1996	459
01023 Elvillar/Bilar	Total	2024	319
01023 Elvillar/Bilar	Total	2023	313
01023 Elvillar/Bilar	Total	2022	316
01023 Elvillar/Bilar	Total	2021	327
01023 Elvillar/Bilar	Total	2020	330
01023 Elvillar/Bilar	Total	2019	333
01023 Elvillar/Bilar	Total	2018	348
01023 Elvillar/Bilar	Total	2017	353
01023 Elvillar/Bilar	Total	2016	355
01023 Elvillar/Bilar	Total	2015	353
01023 Elvillar/Bilar	Total	2014	351
01023 Elvillar/Bilar	Total	2013	357
01023 Elvillar/Bilar	Total	2012	368
01023 Elvillar/Bilar	Total	2011	361
01023 Elvillar/Bilar	Total	2010	367
01023 Elvillar/Bilar	Total	2009	369
01023 Elvillar/Bilar	Total	2008	357
01023 Elvillar/Bilar	Total	2007	356
01023 Elvillar/Bilar	Total	2006	350
01023 Elvillar/Bilar	Total	2005	366
01023 Elvillar/Bilar	Total	2004	373
01023 Elvillar/Bilar	Total	2003	375
01023 Elvillar/Bilar	Total	2002	367
01023 Elvillar/Bilar	Total	2001	364
01023 Elvillar/Bilar	Total	2000	363
01023 Elvillar/Bilar	Total	1999	356
01023 Elvillar/Bilar	Total	1998	352
01023 Elvillar/Bilar	Total	1997	""
01023 Elvillar/Bilar	Total	1996	348
01023 Elvillar/Bilar	Hombres	2024	152
01023 Elvillar/Bilar	Hombres	2023	151
01023 Elvillar/Bilar	Hombres	2022	149
01023 Elvillar/Bilar	Hombres	2021	159
01023 Elvillar/Bilar	Hombres	2020	162
01023 Elvillar/Bilar	Hombres	2019	162
01023 Elvillar/Bilar	Hombres	2018	170
01023 Elvillar/Bilar	Hombres	2017	173
01023 Elvillar/Bilar	Hombres	2016	176
01023 Elvillar/Bilar	Hombres	2015	175
01023 Elvillar/Bilar	Hombres	2014	175
01023 Elvillar/Bilar	Hombres	2013	180
01023 Elvillar/Bilar	Hombres	2012	186
01023 Elvillar/Bilar	Hombres	2011	181
01023 Elvillar/Bilar	Hombres	2010	184
01023 Elvillar/Bilar	Hombres	2009	186
01023 Elvillar/Bilar	Hombres	2008	182
01023 Elvillar/Bilar	Hombres	2007	184
01023 Elvillar/Bilar	Hombres	2006	181
01023 Elvillar/Bilar	Hombres	2005	193
01023 Elvillar/Bilar	Hombres	2004	199
01023 Elvillar/Bilar	Hombres	2003	204
01023 Elvillar/Bilar	Hombres	2002	195
01023 Elvillar/Bilar	Hombres	2001	194
01023 Elvillar/Bilar	Hombres	2000	194
01023 Elvillar/Bilar	Hombres	1999	191
01023 Elvillar/Bilar	Hombres	1998	189
01023 Elvillar/Bilar	Hombres	1997	""
01023 Elvillar/Bilar	Hombres	1996	188
01023 Elvillar/Bilar	Mujeres	2024	167
01023 Elvillar/Bilar	Mujeres	2023	162
01023 Elvillar/Bilar	Mujeres	2022	167
01023 Elvillar/Bilar	Mujeres	2021	168
01023 Elvillar/Bilar	Mujeres	2020	168
01023 Elvillar/Bilar	Mujeres	2019	171
01023 Elvillar/Bilar	Mujeres	2018	178
01023 Elvillar/Bilar	Mujeres	2017	180
01023 Elvillar/Bilar	Mujeres	2016	179
01023 Elvillar/Bilar	Mujeres	2015	178
01023 Elvillar/Bilar	Mujeres	2014	176
01023 Elvillar/Bilar	Mujeres	2013	177
01023 Elvillar/Bilar	Mujeres	2012	182
01023 Elvillar/Bilar	Mujeres	2011	180
01023 Elvillar/Bilar	Mujeres	2010	183
01023 Elvillar/Bilar	Mujeres	2009	183
01023 Elvillar/Bilar	Mujeres	2008	175
01023 Elvillar/Bilar	Mujeres	2007	172
01023 Elvillar/Bilar	Mujeres	2006	169
01023 Elvillar/Bilar	Mujeres	2005	173
01023 Elvillar/Bilar	Mujeres	2004	174
01023 Elvillar/Bilar	Mujeres	2003	171
01023 Elvillar/Bilar	Mujeres	2002	172
01023 Elvillar/Bilar	Mujeres	2001	170
01023 Elvillar/Bilar	Mujeres	2000	169
01023 Elvillar/Bilar	Mujeres	1999	165
01023 Elvillar/Bilar	Mujeres	1998	163
01023 Elvillar/Bilar	Mujeres	1997	""
01023 Elvillar/Bilar	Mujeres	1996	160
01046 Erriberagoitia/Ribera Alta	Total	2024	845
01046 Erriberagoitia/Ribera Alta	Total	2023	828
01046 Erriberagoitia/Ribera Alta	Total	2022	820
01046 Erriberagoitia/Ribera Alta	Total	2021	826
01046 Erriberagoitia/Ribera Alta	Total	2020	782
01046 Erriberagoitia/Ribera Alta	Total	2019	785
01046 Erriberagoitia/Ribera Alta	Total	2018	780
01046 Erriberagoitia/Ribera Alta	Total	2017	736
01046 Erriberagoitia/Ribera Alta	Total	2016	745
01046 Erriberagoitia/Ribera Alta	Total	2015	773
01046 Erriberagoitia/Ribera Alta	Total	2014	751
01046 Erriberagoitia/Ribera Alta	Total	2013	758
01046 Erriberagoitia/Ribera Alta	Total	2012	790
01046 Erriberagoitia/Ribera Alta	Total	2011	781
01046 Erriberagoitia/Ribera Alta	Total	2010	750
01046 Erriberagoitia/Ribera Alta	Total	2009	728
01046 Erriberagoitia/Ribera Alta	Total	2008	705
01046 Erriberagoitia/Ribera Alta	Total	2007	683
01046 Erriberagoitia/Ribera Alta	Total	2006	602
01046 Erriberagoitia/Ribera Alta	Total	2005	586
01046 Erriberagoitia/Ribera Alta	Total	2004	580
01046 Erriberagoitia/Ribera Alta	Total	2003	569
01046 Erriberagoitia/Ribera Alta	Total	2002	540
01046 Erriberagoitia/Ribera Alta	Total	2001	538
01046 Erriberagoitia/Ribera Alta	Total	2000	543
01046 Erriberagoitia/Ribera Alta	Total	1999	515
01046 Erriberagoitia/Ribera Alta	Total	1998	518
01046 Erriberagoitia/Ribera Alta	Total	1997	""
01046 Erriberagoitia/Ribera Alta	Total	1996	512
01046 Erriberagoitia/Ribera Alta	Hombres	2024	504
01046 Erriberagoitia/Ribera Alta	Hombres	2023	494
01046 Erriberagoitia/Ribera Alta	Hombres	2022	481
01046 Erriberagoitia/Ribera Alta	Hombres	2021	475
01046 Erriberagoitia/Ribera Alta	Hombres	2020	455
01046 Erriberagoitia/Ribera Alta	Hombres	2019	453
01046 Erriberagoitia/Ribera Alta	Hombres	2018	447
01046 Erriberagoitia/Ribera Alta	Hombres	2017	420
01046 Erriberagoitia/Ribera Alta	Hombres	2016	427
01046 Erriberagoitia/Ribera Alta	Hombres	2015	442
01046 Erriberagoitia/Ribera Alta	Hombres	2014	427
01046 Erriberagoitia/Ribera Alta	Hombres	2013	431
01046 Erriberagoitia/Ribera Alta	Hombres	2012	446
01046 Erriberagoitia/Ribera Alta	Hombres	2011	440
01046 Erriberagoitia/Ribera Alta	Hombres	2010	428
01046 Erriberagoitia/Ribera Alta	Hombres	2009	412
01046 Erriberagoitia/Ribera Alta	Hombres	2008	399
01046 Erriberagoitia/Ribera Alta	Hombres	2007	388
01046 Erriberagoitia/Ribera Alta	Hombres	2006	343
01046 Erriberagoitia/Ribera Alta	Hombres	2005	333
01046 Erriberagoitia/Ribera Alta	Hombres	2004	332
01046 Erriberagoitia/Ribera Alta	Hombres	2003	330
01046 Erriberagoitia/Ribera Alta	Hombres	2002	321
01046 Erriberagoitia/Ribera Alta	Hombres	2001	321
01046 Erriberagoitia/Ribera Alta	Hombres	2000	323
01046 Erriberagoitia/Ribera Alta	Hombres	1999	306
01046 Erriberagoitia/Ribera Alta	Hombres	1998	302
01046 Erriberagoitia/Ribera Alta	Hombres	1997	""
01046 Erriberagoitia/Ribera Alta	Hombres	1996	297
01046 Erriberagoitia/Ribera Alta	Mujeres	2024	341
01046 Erriberagoitia/Ribera Alta	Mujeres	2023	334
01046 Erriberagoitia/Ribera Alta	Mujeres	2022	339
01046 Erriberagoitia/Ribera Alta	Mujeres	2021	351
01046 Erriberagoitia/Ribera Alta	Mujeres	2020	327
01046 Erriberagoitia/Ribera Alta	Mujeres	2019	332
01046 Erriberagoitia/Ribera Alta	Mujeres	2018	333
01046 Erriberagoitia/Ribera Alta	Mujeres	2017	316
01046 Erriberagoitia/Ribera Alta	Mujeres	2016	318
01046 Erriberagoitia/Ribera Alta	Mujeres	2015	331
01046 Erriberagoitia/Ribera Alta	Mujeres	2014	324
01046 Erriberagoitia/Ribera Alta	Mujeres	2013	327
01046 Erriberagoitia/Ribera Alta	Mujeres	2012	344
01046 Erriberagoitia/Ribera Alta	Mujeres	2011	341
01046 Erriberagoitia/Ribera Alta	Mujeres	2010	322
01046 Erriberagoitia/Ribera Alta	Mujeres	2009	316
01046 Erriberagoitia/Ribera Alta	Mujeres	2008	306
01046 Erriberagoitia/Ribera Alta	Mujeres	2007	295
01046 Erriberagoitia/Ribera Alta	Mujeres	2006	259
01046 Erriberagoitia/Ribera Alta	Mujeres	2005	253
01046 Erriberagoitia/Ribera Alta	Mujeres	2004	248
01046 Erriberagoitia/Ribera Alta	Mujeres	2003	239
01046 Erriberagoitia/Ribera Alta	Mujeres	2002	219
01046 Erriberagoitia/Ribera Alta	Mujeres	2001	217
01046 Erriberagoitia/Ribera Alta	Mujeres	2000	220
01046 Erriberagoitia/Ribera Alta	Mujeres	1999	209
01046 Erriberagoitia/Ribera Alta	Mujeres	1998	216
01046 Erriberagoitia/Ribera Alta	Mujeres	1997	""
01046 Erriberagoitia/Ribera Alta	Mujeres	1996	215
01056 Harana/Valle de Arana	Total	2024	214
01056 Harana/Valle de Arana	Total	2023	219
01056 Harana/Valle de Arana	Total	2022	226
01056 Harana/Valle de Arana	Total	2021	226
01056 Harana/Valle de Arana	Total	2020	218
01056 Harana/Valle de Arana	Total	2019	221
01056 Harana/Valle de Arana	Total	2018	229
01056 Harana/Valle de Arana	Total	2017	232
01056 Harana/Valle de Arana	Total	2016	237
01056 Harana/Valle de Arana	Total	2015	242
01056 Harana/Valle de Arana	Total	2014	259
01056 Harana/Valle de Arana	Total	2013	260
01056 Harana/Valle de Arana	Total	2012	278
01056 Harana/Valle de Arana	Total	2011	287
01056 Harana/Valle de Arana	Total	2010	296
01056 Harana/Valle de Arana	Total	2009	305
01056 Harana/Valle de Arana	Total	2008	311
01056 Harana/Valle de Arana	Total	2007	313
01056 Harana/Valle de Arana	Total	2006	329
01056 Harana/Valle de Arana	Total	2005	338
01056 Harana/Valle de Arana	Total	2004	329
01056 Harana/Valle de Arana	Total	2003	336
01056 Harana/Valle de Arana	Total	2002	337
01056 Harana/Valle de Arana	Total	2001	343
01056 Harana/Valle de Arana	Total	2000	348
01056 Harana/Valle de Arana	Total	1999	353
01056 Harana/Valle de Arana	Total	1998	358
01056 Harana/Valle de Arana	Total	1997	""
01056 Harana/Valle de Arana	Total	1996	366
01056 Harana/Valle de Arana	Hombres	2024	117
01056 Harana/Valle de Arana	Hombres	2023	120
01056 Harana/Valle de Arana	Hombres	2022	126
01056 Harana/Valle de Arana	Hombres	2021	125
01056 Harana/Valle de Arana	Hombres	2020	121
01056 Harana/Valle de Arana	Hombres	2019	124
