Municipios	Sexo	Periodo	Total
01008 Arratzua-Ubarrundia	Total	2021	1.017
01008 Arratzua-Ubarrundia	Total	2020	984
01008 Arratzua-Ubarrundia	Total	2019	980
01008 Arratzua-Ubarrundia	Total	2018	982
01008 Arratzua-Ubarrundia	Total	2017	976
01008 Arratzua-Ubarrundia	Total	2016	979
01008 Arratzua-Ubarrundia	Total	2015	997
01008 Arratzua-Ubarrundia	Total	2014	994
01008 Arratzua-Ubarrundia	Total	2013	981
01008 Arratzua-Ubarrundia	Total	2012	983
01008 Arratzua-Ubarrundia	Total	2011	951
01008 Arratzua-Ubarrundia	Total	2010	913
01008 Arratzua-Ubarrundia	Total	2009	921
01008 Arratzua-Ubarrundia	Total	2008	902
01008 Arratzua-Ubarrundia	Total	2007	880
01008 Arratzua-Ubarrundia	Total	2006	862
01008 Arratzua-Ubarrundia	Total	2005	807
01008 Arratzua-Ubarrundia	Total	2004	795
01008 Arratzua-Ubarrundia	Total	2003	717
01008 Arratzua-Ubarrundia	Total	2002	724
01008 Arratzua-Ubarrundia	Total	2001	743
01008 Arratzua-Ubarrundia	Total	2000	726
01008 Arratzua-Ubarrundia	Total	1999	756
01008 Arratzua-Ubarrundia	Total	1998	761
01008 Arratzua-Ubarrundia	Total	1997	""
01008 Arratzua-Ubarrundia	Total	1996	745
01008 Arratzua-Ubarrundia	Hombres	2024	552
01008 Arratzua-Ubarrundia	Hombres	2023	559
01008 Arratzua-Ubarrundia	Hombres	2022	550
01008 Arratzua-Ubarrundia	Hombres	2021	550
01008 Arratzua-Ubarrundia	Hombres	2020	539
01008 Arratzua-Ubarrundia	Hombres	2019	529
01008 Arratzua-Ubarrundia	Hombres	2018	535
01008 Arratzua-Ubarrundia	Hombres	2017	528
01008 Arratzua-Ubarrundia	Hombres	2016	531
01008 Arratzua-Ubarrundia	Hombres	2015	542
01008 Arratzua-Ubarrundia	Hombres	2014	533
01008 Arratzua-Ubarrundia	Hombres	2013	525
01008 Arratzua-Ubarrundia	Hombres	2012	520
01008 Arratzua-Ubarrundia	Hombres	2011	508
01008 Arratzua-Ubarrundia	Hombres	2010	485
01008 Arratzua-Ubarrundia	Hombres	2009	487
01008 Arratzua-Ubarrundia	Hombres	2008	473
01008 Arratzua-Ubarrundia	Hombres	2007	454
01008 Arratzua-Ubarrundia	Hombres	2006	456
01008 Arratzua-Ubarrundia	Hombres	2005	433
01008 Arratzua-Ubarrundia	Hombres	2004	436
01008 Arratzua-Ubarrundia	Hombres	2003	387
01008 Arratzua-Ubarrundia	Hombres	2002	386
01008 Arratzua-Ubarrundia	Hombres	2001	394
01008 Arratzua-Ubarrundia	Hombres	2000	388
01008 Arratzua-Ubarrundia	Hombres	1999	397
01008 Arratzua-Ubarrundia	Hombres	1998	399
01008 Arratzua-Ubarrundia	Hombres	1997	""
01008 Arratzua-Ubarrundia	Hombres	1996	388
01008 Arratzua-Ubarrundia	Mujeres	2024	495
01008 Arratzua-Ubarrundia	Mujeres	2023	484
01008 Arratzua-Ubarrundia	Mujeres	2022	481
01008 Arratzua-Ubarrundia	Mujeres	2021	467
01008 Arratzua-Ubarrundia	Mujeres	2020	445
01008 Arratzua-Ubarrundia	Mujeres	2019	451
01008 Arratzua-Ubarrundia	Mujeres	2018	447
01008 Arratzua-Ubarrundia	Mujeres	2017	448
01008 Arratzua-Ubarrundia	Mujeres	2016	448
01008 Arratzua-Ubarrundia	Mujeres	2015	455
01008 Arratzua-Ubarrundia	Mujeres	2014	461
01008 Arratzua-Ubarrundia	Mujeres	2013	456
01008 Arratzua-Ubarrundia	Mujeres	2012	463
01008 Arratzua-Ubarrundia	Mujeres	2011	443
01008 Arratzua-Ubarrundia	Mujeres	2010	428
01008 Arratzua-Ubarrundia	Mujeres	2009	434
01008 Arratzua-Ubarrundia	Mujeres	2008	429
01008 Arratzua-Ubarrundia	Mujeres	2007	426
01008 Arratzua-Ubarrundia	Mujeres	2006	406
01008 Arratzua-Ubarrundia	Mujeres	2005	374
01008 Arratzua-Ubarrundia	Mujeres	2004	359
01008 Arratzua-Ubarrundia	Mujeres	2003	330
01008 Arratzua-Ubarrundia	Mujeres	2002	338
01008 Arratzua-Ubarrundia	Mujeres	2001	349
01008 Arratzua-Ubarrundia	Mujeres	2000	338
01008 Arratzua-Ubarrundia	Mujeres	1999	359
01008 Arratzua-Ubarrundia	Mujeres	1998	362
01008 Arratzua-Ubarrundia	Mujeres	1997	""
01008 Arratzua-Ubarrundia	Mujeres	1996	357
01004 Artziniega	Total	2024	1.856
01004 Artziniega	Total	2023	1.832
01004 Artziniega	Total	2022	1.810
01004 Artziniega	Total	2021	1.809
01004 Artziniega	Total	2020	1.800
01004 Artziniega	Total	2019	1.821
01004 Artziniega	Total	2018	1.831
01004 Artziniega	Total	2017	1.829
01004 Artziniega	Total	2016	1.840
01004 Artziniega	Total	2015	1.829
01004 Artziniega	Total	2014	1.818
01004 Artziniega	Total	2013	1.832
01004 Artziniega	Total	2012	1.861
01004 Artziniega	Total	2011	1.843
01004 Artziniega	Total	2010	1.818
01004 Artziniega	Total	2009	1.818
01004 Artziniega	Total	2008	1.764
01004 Artziniega	Total	2007	1.702
01004 Artziniega	Total	2006	1.631
01004 Artziniega	Total	2005	1.499
01004 Artziniega	Total	2004	1.451
01004 Artziniega	Total	2003	1.381
01004 Artziniega	Total	2002	1.339
01004 Artziniega	Total	2001	1.331
01004 Artziniega	Total	2000	1.338
01004 Artziniega	Total	1999	1.338
01004 Artziniega	Total	1998	1.317
01004 Artziniega	Total	1997	""
01004 Artziniega	Total	1996	1.293
01004 Artziniega	Hombres	2024	913
01004 Artziniega	Hombres	2023	898
01004 Artziniega	Hombres	2022	889
01004 Artziniega	Hombres	2021	888
01004 Artziniega	Hombres	2020	892
01004 Artziniega	Hombres	2019	906
01004 Artziniega	Hombres	2018	912
01004 Artziniega	Hombres	2017	914
01004 Artziniega	Hombres	2016	911
01004 Artziniega	Hombres	2015	908
01004 Artziniega	Hombres	2014	905
01004 Artziniega	Hombres	2013	928
01004 Artziniega	Hombres	2012	937
01004 Artziniega	Hombres	2011	916
01004 Artziniega	Hombres	2010	909
01004 Artziniega	Hombres	2009	910
01004 Artziniega	Hombres	2008	894
01004 Artziniega	Hombres	2007	854
01004 Artziniega	Hombres	2006	808
01004 Artziniega	Hombres	2005	743
01004 Artziniega	Hombres	2004	717
01004 Artziniega	Hombres	2003	679
01004 Artziniega	Hombres	2002	662
01004 Artziniega	Hombres	2001	661
01004 Artziniega	Hombres	2000	669
01004 Artziniega	Hombres	1999	673
01004 Artziniega	Hombres	1998	660
01004 Artziniega	Hombres	1997	""
01004 Artziniega	Hombres	1996	648
01004 Artziniega	Mujeres	2024	943
01004 Artziniega	Mujeres	2023	934
01004 Artziniega	Mujeres	2022	921
01004 Artziniega	Mujeres	2021	921
01004 Artziniega	Mujeres	2020	908
01004 Artziniega	Mujeres	2019	915
01004 Artziniega	Mujeres	2018	919
01004 Artziniega	Mujeres	2017	915
01004 Artziniega	Mujeres	2016	929
01004 Artziniega	Mujeres	2015	921
01004 Artziniega	Mujeres	2014	913
01004 Artziniega	Mujeres	2013	904
01004 Artziniega	Mujeres	2012	924
01004 Artziniega	Mujeres	2011	927
01004 Artziniega	Mujeres	2010	909
01004 Artziniega	Mujeres	2009	908
01004 Artziniega	Mujeres	2008	870
01004 Artziniega	Mujeres	2007	848
01004 Artziniega	Mujeres	2006	823
01004 Artziniega	Mujeres	2005	756
01004 Artziniega	Mujeres	2004	734
01004 Artziniega	Mujeres	2003	702
01004 Artziniega	Mujeres	2002	677
01004 Artziniega	Mujeres	2001	670
01004 Artziniega	Mujeres	2000	669
01004 Artziniega	Mujeres	1999	665
01004 Artziniega	Mujeres	1998	657
01004 Artziniega	Mujeres	1997	""
01004 Artziniega	Mujeres	1996	645
01009 Asparrena	Total	2024	1.611
01009 Asparrena	Total	2023	1.609
01009 Asparrena	Total	2022	1.637
01009 Asparrena	Total	2021	1.633
01009 Asparrena	Total	2020	1.623
01009 Asparrena	Total	2019	1.614
01009 Asparrena	Total	2018	1.643
01009 Asparrena	Total	2017	1.640
01009 Asparrena	Total	2016	1.630
01009 Asparrena	Total	2015	1.647
01009 Asparrena	Total	2014	1.652
01009 Asparrena	Total	2013	1.671
01009 Asparrena	Total	2012	1.698
01009 Asparrena	Total	2011	1.684
01009 Asparrena	Total	2010	1.680
01009 Asparrena	Total	2009	1.644
01009 Asparrena	Total	2008	1.595
01009 Asparrena	Total	2007	1.578
01009 Asparrena	Total	2006	1.583
01009 Asparrena	Total	2005	1.606
01009 Asparrena	Total	2004	1.581
01009 Asparrena	Total	2003	1.577
01009 Asparrena	Total	2002	1.594
01009 Asparrena	Total	2001	1.585
01009 Asparrena	Total	2000	1.578
01009 Asparrena	Total	1999	1.561
01009 Asparrena	Total	1998	1.544
01009 Asparrena	Total	1997	""
01009 Asparrena	Total	1996	1.541
01009 Asparrena	Hombres	2024	813
01009 Asparrena	Hombres	2023	817
01009 Asparrena	Hombres	2022	827
01009 Asparrena	Hombres	2021	830
01009 Asparrena	Hombres	2020	833
01009 Asparrena	Hombres	2019	826
01009 Asparrena	Hombres	2018	833
01009 Asparrena	Hombres	2017	823
01009 Asparrena	Hombres	2016	821
01009 Asparrena	Hombres	2015	834
01009 Asparrena	Hombres	2014	836
01009 Asparrena	Hombres	2013	845
01009 Asparrena	Hombres	2012	859
01009 Asparrena	Hombres	2011	851
01009 Asparrena	Hombres	2010	844
01009 Asparrena	Hombres	2009	827
01009 Asparrena	Hombres	2008	804
01009 Asparrena	Hombres	2007	796
01009 Asparrena	Hombres	2006	794
01009 Asparrena	Hombres	2005	799
01009 Asparrena	Hombres	2004	787
01009 Asparrena	Hombres	2003	789
01009 Asparrena	Hombres	2002	797
01009 Asparrena	Hombres	2001	793
01009 Asparrena	Hombres	2000	784
01009 Asparrena	Hombres	1999	768
01009 Asparrena	Hombres	1998	771
01009 Asparrena	Hombres	1997	""
01009 Asparrena	Hombres	1996	763
01009 Asparrena	Mujeres	2024	798
01009 Asparrena	Mujeres	2023	792
01009 Asparrena	Mujeres	2022	810
01009 Asparrena	Mujeres	2021	803
01009 Asparrena	Mujeres	2020	790
01009 Asparrena	Mujeres	2019	788
01009 Asparrena	Mujeres	2018	810
01009 Asparrena	Mujeres	2017	817
01009 Asparrena	Mujeres	2016	809
01009 Asparrena	Mujeres	2015	813
01009 Asparrena	Mujeres	2014	816
01009 Asparrena	Mujeres	2013	826
01009 Asparrena	Mujeres	2012	839
01009 Asparrena	Mujeres	2011	833
01009 Asparrena	Mujeres	2010	836
01009 Asparrena	Mujeres	2009	817
01009 Asparrena	Mujeres	2008	791
01009 Asparrena	Mujeres	2007	782
01009 Asparrena	Mujeres	2006	789
01009 Asparrena	Mujeres	2005	807
01009 Asparrena	Mujeres	2004	794
01009 Asparrena	Mujeres	2003	788
01009 Asparrena	Mujeres	2002	797
01009 Asparrena	Mujeres	2001	792
01009 Asparrena	Mujeres	2000	794
01009 Asparrena	Mujeres	1999	793
01009 Asparrena	Mujeres	1998	773
01009 Asparrena	Mujeres	1997	""
01009 Asparrena	Mujeres	1996	778
01010 Ayala/Aiara	Total	2024	2.942
01010 Ayala/Aiara	Total	2023	2.918
01010 Ayala/Aiara	Total	2022	2.921
01010 Ayala/Aiara	Total	2021	2.951
01010 Ayala/Aiara	Total	2020	2.968
01010 Ayala/Aiara	Total	2019	2.974
01010 Ayala/Aiara	Total	2018	2.967
01010 Ayala/Aiara	Total	2017	2.969
01010 Ayala/Aiara	Total	2016	2.946
01010 Ayala/Aiara	Total	2015	2.927
01010 Ayala/Aiara	Total	2014	2.929
01010 Ayala/Aiara	Total	2013	2.935
01010 Ayala/Aiara	Total	2012	2.918
01010 Ayala/Aiara	Total	2011	2.880
01010 Ayala/Aiara	Total	2010	2.827
01010 Ayala/Aiara	Total	2009	2.763
01010 Ayala/Aiara	Total	2008	2.710
01010 Ayala/Aiara	Total	2007	2.635
01010 Ayala/Aiara	Total	2006	2.625
01010 Ayala/Aiara	Total	2005	2.542
01010 Ayala/Aiara	Total	2004	2.415
01010 Ayala/Aiara	Total	2003	2.236
01010 Ayala/Aiara	Total	2002	2.157
01010 Ayala/Aiara	Total	2001	2.086
01010 Ayala/Aiara	Total	2000	2.064
01010 Ayala/Aiara	Total	1999	2.031
01010 Ayala/Aiara	Total	1998	2.001
01010 Ayala/Aiara	Total	1997	""
01010 Ayala/Aiara	Total	1996	2.008
01010 Ayala/Aiara	Hombres	2024	1.491
01010 Ayala/Aiara	Hombres	2023	1.479
01010 Ayala/Aiara	Hombres	2022	1.481
01010 Ayala/Aiara	Hombres	2021	1.502
01010 Ayala/Aiara	Hombres	2020	1.500
01010 Ayala/Aiara	Hombres	2019	1.500
01010 Ayala/Aiara	Hombres	2018	1.503
01010 Ayala/Aiara	Hombres	2017	1.508
01010 Ayala/Aiara	Hombres	2016	1.500
01010 Ayala/Aiara	Hombres	2015	1.477
01010 Ayala/Aiara	Hombres	2014	1.461
01010 Ayala/Aiara	Hombres	2013	1.467
01010 Ayala/Aiara	Hombres	2012	1.465
01010 Ayala/Aiara	Hombres	2011	1.436
01010 Ayala/Aiara	Hombres	2010	1.425
01010 Ayala/Aiara	Hombres	2009	1.385
01010 Ayala/Aiara	Hombres	2008	1.360
01010 Ayala/Aiara	Hombres	2007	1.337
01010 Ayala/Aiara	Hombres	2006	1.333
01010 Ayala/Aiara	Hombres	2005	1.290
01010 Ayala/Aiara	Hombres	2004	1.216
01010 Ayala/Aiara	Hombres	2003	1.129
01010 Ayala/Aiara	Hombres	2002	1.081
01010 Ayala/Aiara	Hombres	2001	1.033
01010 Ayala/Aiara	Hombres	2000	1.028
01010 Ayala/Aiara	Hombres	1999	1.015
01010 Ayala/Aiara	Hombres	1998	995
01010 Ayala/Aiara	Hombres	1997	""
01010 Ayala/Aiara	Hombres	1996	1.005
01010 Ayala/Aiara	Mujeres	2024	1.451
01010 Ayala/Aiara	Mujeres	2023	1.439
01010 Ayala/Aiara	Mujeres	2022	1.440
01010 Ayala/Aiara	Mujeres	2021	1.449
01010 Ayala/Aiara	Mujeres	2020	1.468
01010 Ayala/Aiara	Mujeres	2019	1.474
01010 Ayala/Aiara	Mujeres	2018	1.464
01010 Ayala/Aiara	Mujeres	2017	1.461
01010 Ayala/Aiara	Mujeres	2016	1.446
01010 Ayala/Aiara	Mujeres	2015	1.450
01010 Ayala/Aiara	Mujeres	2014	1.468
01010 Ayala/Aiara	Mujeres	2013	1.468
01010 Ayala/Aiara	Mujeres	2012	1.453
01010 Ayala/Aiara	Mujeres	2011	1.444
01010 Ayala/Aiara	Mujeres	2010	1.402
01010 Ayala/Aiara	Mujeres	2009	1.378
01010 Ayala/Aiara	Mujeres	2008	1.350
01010 Ayala/Aiara	Mujeres	2007	1.298
01010 Ayala/Aiara	Mujeres	2006	1.292
01010 Ayala/Aiara	Mujeres	2005	1.252
01010 Ayala/Aiara	Mujeres	2004	1.199
01010 Ayala/Aiara	Mujeres	2003	1.107
01010 Ayala/Aiara	Mujeres	2002	1.076
01010 Ayala/Aiara	Mujeres	2001	1.053
01010 Ayala/Aiara	Mujeres	2000	1.036
01010 Ayala/Aiara	Mujeres	1999	1.016
01010 Ayala/Aiara	Mujeres	1998	1.006
01010 Ayala/Aiara	Mujeres	1997	""
01010 Ayala/Aiara	Mujeres	1996	1.003
01049 Añana	Total	2024	142
01049 Añana	Total	2023	156
01049 Añana	Total	2022	156
01049 Añana	Total	2021	155
01049 Añana	Total	2020	149
01049 Añana	Total	2019	156
01049 Añana	Total	2018	151
01049 Añana	Total	2017	156
01049 Añana	Total	2016	159
01049 Añana	Total	2015	157
01049 Añana	Total	2014	165
01049 Añana	Total	2013	154
01049 Añana	Total	2012	166
01049 Añana	Total	2011	168
01049 Añana	Total	2010	175
01049 Añana	Total	2009	176
01049 Añana	Total	2008	176
01049 Añana	Total	2007	181
01049 Añana	Total	2006	182
01049 Añana	Total	2005	185
01049 Añana	Total	2004	185
01049 Añana	Total	2003	185
01049 Añana	Total	2002	191
01049 Añana	Total	2001	190
01049 Añana	Total	2000	190
01049 Añana	Total	1999	188
01049 Añana	Total	1998	185
01049 Añana	Total	1997	""
01049 Añana	Total	1996	203
01049 Añana	Hombres	2024	86
01049 Añana	Hombres	2023	95
01049 Añana	Hombres	2022	97
01049 Añana	Hombres	2021	94
01049 Añana	Hombres	2020	89
01049 Añana	Hombres	2019	95
01049 Añana	Hombres	2018	87
01049 Añana	Hombres	2017	89
01049 Añana	Hombres	2016	88
01049 Añana	Hombres	2015	87
01049 Añana	Hombres	2014	91
01049 Añana	Hombres	2013	85
01049 Añana	Hombres	2012	89
01049 Añana	Hombres	2011	86
01049 Añana	Hombres	2010	92
01049 Añana	Hombres	2009	92
01049 Añana	Hombres	2008	90
01049 Añana	Hombres	2007	92
01049 Añana	Hombres	2006	96
01049 Añana	Hombres	2005	98
01049 Añana	Hombres	2004	98
01049 Añana	Hombres	2003	97
01049 Añana	Hombres	2002	104
01049 Añana	Hombres	2001	102
01049 Añana	Hombres	2000	101
01049 Añana	Hombres	1999	97
01049 Añana	Hombres	1998	94
01049 Añana	Hombres	1997	""
01049 Añana	Hombres	1996	105
01049 Añana	Mujeres	2024	56
01049 Añana	Mujeres	2023	61
01049 Añana	Mujeres	2022	59
01049 Añana	Mujeres	2021	61
01049 Añana	Mujeres	2020	60
01049 Añana	Mujeres	2019	61
01049 Añana	Mujeres	2018	64
01049 Añana	Mujeres	2017	67
01049 Añana	Mujeres	2016	71
01049 Añana	Mujeres	2015	70
01049 Añana	Mujeres	2014	74
01049 Añana	Mujeres	2013	69
01049 Añana	Mujeres	2012	77
01049 Añana	Mujeres	2011	82
01049 Añana	Mujeres	2010	83
01049 Añana	Mujeres	2009	84
01049 Añana	Mujeres	2008	86
01049 Añana	Mujeres	2007	89
01049 Añana	Mujeres	2006	86
01049 Añana	Mujeres	2005	87
01049 Añana	Mujeres	2004	87
01049 Añana	Mujeres	2003	88
01049 Añana	Mujeres	2002	87
01049 Añana	Mujeres	2001	88
01049 Añana	Mujeres	2000	89
01049 Añana	Mujeres	1999	91
01049 Añana	Mujeres	1998	91
01049 Añana	Mujeres	1997	""
01049 Añana	Mujeres	1996	98
01013 Barrundia	Total	2024	879
01013 Barrundia	Total	2023	897
01013 Barrundia	Total	2022	914
01013 Barrundia	Total	2021	895
01013 Barrundia	Total	2020	881
01013 Barrundia	Total	2019	883
01013 Barrundia	Total	2018	883
01013 Barrundia	Total	2017	898
01013 Barrundia	Total	2016	903
01013 Barrundia	Total	2015	905
01013 Barrundia	Total	2014	915
01013 Barrundia	Total	2013	924
01013 Barrundia	Total	2012	908
01013 Barrundia	Total	2011	906
01013 Barrundia	Total	2010	910
01013 Barrundia	Total	2009	875
01013 Barrundia	Total	2008	841
01013 Barrundia	Total	2007	818
01013 Barrundia	Total	2006	795
01013 Barrundia	Total	2005	779
01013 Barrundia	Total	2004	755
01013 Barrundia	Total	2003	704
01013 Barrundia	Total	2002	649
01013 Barrundia	Total	2001	623
01013 Barrundia	Total	2000	610
01013 Barrundia	Total	1999	590
01013 Barrundia	Total	1998	586
01013 Barrundia	Total	1997	""
01013 Barrundia	Total	1996	554
01013 Barrundia	Hombres	2024	490
01013 Barrundia	Hombres	2023	493
01013 Barrundia	Hombres	2022	499
01013 Barrundia	Hombres	2021	493
01013 Barrundia	Hombres	2020	483
01013 Barrundia	Hombres	2019	491
01013 Barrundia	Hombres	2018	493
01013 Barrundia	Hombres	2017	502
01013 Barrundia	Hombres	2016	503
01013 Barrundia	Hombres	2015	500
01013 Barrundia	Hombres	2014	510
01013 Barrundia	Hombres	2013	510
01013 Barrundia	Hombres	2012	496
01013 Barrundia	Hombres	2011	497
01013 Barrundia	Hombres	2010	503
01013 Barrundia	Hombres	2009	488
01013 Barrundia	Hombres	2008	474
01013 Barrundia	Hombres	2007	462
01013 Barrundia	Hombres	2006	441
01013 Barrundia	Hombres	2005	433
01013 Barrundia	Hombres	2004	418
01013 Barrundia	Hombres	2003	389
01013 Barrundia	Hombres	2002	367
01013 Barrundia	Hombres	2001	354
01013 Barrundia	Hombres	2000	342
01013 Barrundia	Hombres	1999	329
01013 Barrundia	Hombres	1998	329
01013 Barrundia	Hombres	1997	""
01013 Barrundia	Hombres	1996	308
01013 Barrundia	Mujeres	2024	389
01013 Barrundia	Mujeres	2023	404
01013 Barrundia	Mujeres	2022	415
01013 Barrundia	Mujeres	2021	402
01013 Barrundia	Mujeres	2020	398
01013 Barrundia	Mujeres	2019	392
01013 Barrundia	Mujeres	2018	390
01013 Barrundia	Mujeres	2017	396
01013 Barrundia	Mujeres	2016	400
01013 Barrundia	Mujeres	2015	405
01013 Barrundia	Mujeres	2014	405
01013 Barrundia	Mujeres	2013	414
01013 Barrundia	Mujeres	2012	412
01013 Barrundia	Mujeres	2011	409
01013 Barrundia	Mujeres	2010	407
01013 Barrundia	Mujeres	2009	387
01013 Barrundia	Mujeres	2008	367
01013 Barrundia	Mujeres	2007	356
01013 Barrundia	Mujeres	2006	354
01013 Barrundia	Mujeres	2005	346
01013 Barrundia	Mujeres	2004	337
01013 Barrundia	Mujeres	2003	315
01013 Barrundia	Mujeres	2002	282
01013 Barrundia	Mujeres	2001	269
01013 Barrundia	Mujeres	2000	268
01013 Barrundia	Mujeres	1999	261
01013 Barrundia	Mujeres	1998	257
01013 Barrundia	Mujeres	1997	""
01013 Barrundia	Mujeres	1996	246
01011 Baños de Ebro/Mañueta	Total	2024	291
01011 Baños de Ebro/Mañueta	Total	2023	295
01011 Baños de Ebro/Mañueta	Total	2022	296
01011 Baños de Ebro/Mañueta	Total	2021	287
01011 Baños de Ebro/Mañueta	Total	2020	294
01011 Baños de Ebro/Mañueta	Total	2019	291
01011 Baños de Ebro/Mañueta	Total	2018	286
01011 Baños de Ebro/Mañueta	Total	2017	306
01011 Baños de Ebro/Mañueta	Total	2016	308
01011 Baños de Ebro/Mañueta	Total	2015	311
01011 Baños de Ebro/Mañueta	Total	2014	325
01011 Baños de Ebro/Mañueta	Total	2013	323
01011 Baños de Ebro/Mañueta	Total	2012	317
01011 Baños de Ebro/Mañueta	Total	2011	324
01011 Baños de Ebro/Mañueta	Total	2010	329
01011 Baños de Ebro/Mañueta	Total	2009	333
01011 Baños de Ebro/Mañueta	Total	2008	357
01011 Baños de Ebro/Mañueta	Total	2007	357
01011 Baños de Ebro/Mañueta	Total	2006	367
01011 Baños de Ebro/Mañueta	Total	2005	344
01011 Baños de Ebro/Mañueta	Total	2004	336
01011 Baños de Ebro/Mañueta	Total	2003	345
01011 Baños de Ebro/Mañueta	Total	2002	341
01011 Baños de Ebro/Mañueta	Total	2001	334
01011 Baños de Ebro/Mañueta	Total	2000	328
01011 Baños de Ebro/Mañueta	Total	1999	333
01011 Baños de Ebro/Mañueta	Total	1998	334
01011 Baños de Ebro/Mañueta	Total	1997	""
01011 Baños de Ebro/Mañueta	Total	1996	335
01011 Baños de Ebro/Mañueta	Hombres	2024	168
01011 Baños de Ebro/Mañueta	Hombres	2023	168
01011 Baños de Ebro/Mañueta	Hombres	2022	170
01011 Baños de Ebro/Mañueta	Hombres	2021	158
01011 Baños de Ebro/Mañueta	Hombres	2020	166
01011 Baños de Ebro/Mañueta	Hombres	2019	163
01011 Baños de Ebro/Mañueta	Hombres	2018	159
01011 Baños de Ebro/Mañueta	Hombres	2017	167
01011 Baños de Ebro/Mañueta	Hombres	2016	168
01011 Baños de Ebro/Mañueta	Hombres	2015	169
01011 Baños de Ebro/Mañueta	Hombres	2014	180
01011 Baños de Ebro/Mañueta	Hombres	2013	181
01011 Baños de Ebro/Mañueta	Hombres	2012	179
01011 Baños de Ebro/Mañueta	Hombres	2011	180
01011 Baños de Ebro/Mañueta	Hombres	2010	181
01011 Baños de Ebro/Mañueta	Hombres	2009	181
01011 Baños de Ebro/Mañueta	Hombres	2008	199
01011 Baños de Ebro/Mañueta	Hombres	2007	197
01011 Baños de Ebro/Mañueta	Hombres	2006	210
01011 Baños de Ebro/Mañueta	Hombres	2005	191
01011 Baños de Ebro/Mañueta	Hombres	2004	186
01011 Baños de Ebro/Mañueta	Hombres	2003	190
01011 Baños de Ebro/Mañueta	Hombres	2002	191
01011 Baños de Ebro/Mañueta	Hombres	2001	186
01011 Baños de Ebro/Mañueta	Hombres	2000	181
01011 Baños de Ebro/Mañueta	Hombres	1999	183
01011 Baños de Ebro/Mañueta	Hombres	1998	182
01011 Baños de Ebro/Mañueta	Hombres	1997	""
01011 Baños de Ebro/Mañueta	Hombres	1996	182
01011 Baños de Ebro/Mañueta	Mujeres	2024	123
01011 Baños de Ebro/Mañueta	Mujeres	2023	127
01011 Baños de Ebro/Mañueta	Mujeres	2022	126
01011 Baños de Ebro/Mañueta	Mujeres	2021	129
01011 Baños de Ebro/Mañueta	Mujeres	2020	128
01011 Baños de Ebro/Mañueta	Mujeres	2019	128
01011 Baños de Ebro/Mañueta	Mujeres	2018	127
01011 Baños de Ebro/Mañueta	Mujeres	2017	139
01011 Baños de Ebro/Mañueta	Mujeres	2016	140
01011 Baños de Ebro/Mañueta	Mujeres	2015	142
01011 Baños de Ebro/Mañueta	Mujeres	2014	145
01011 Baños de Ebro/Mañueta	Mujeres	2013	142
01011 Baños de Ebro/Mañueta	Mujeres	2012	138
01011 Baños de Ebro/Mañueta	Mujeres	2011	144
01011 Baños de Ebro/Mañueta	Mujeres	2010	148
01011 Baños de Ebro/Mañueta	Mujeres	2009	152
01011 Baños de Ebro/Mañueta	Mujeres	2008	158
01011 Baños de Ebro/Mañueta	Mujeres	2007	160
01011 Baños de Ebro/Mañueta	Mujeres	2006	157
01011 Baños de Ebro/Mañueta	Mujeres	2005	153
01011 Baños de Ebro/Mañueta	Mujeres	2004	150
01011 Baños de Ebro/Mañueta	Mujeres	2003	155
01011 Baños de Ebro/Mañueta	Mujeres	2002	150
01011 Baños de Ebro/Mañueta	Mujeres	2001	148
01011 Baños de Ebro/Mañueta	Mujeres	2000	147
01011 Baños de Ebro/Mañueta	Mujeres	1999	150
01011 Baños de Ebro/Mañueta	Mujeres	1998	152
01011 Baños de Ebro/Mañueta	Mujeres	1997	""
01011 Baños de Ebro/Mañueta	Mujeres	1996	153
01014 Berantevilla	Total	2024	459
01014 Berantevilla	Total	2023	451
01014 Berantevilla	Total	2022	452
01014 Berantevilla	Total	2021	465
01014 Berantevilla	Total	2020	463
01014 Berantevilla	Total	2019	453
01014 Berantevilla	Total	2018	443
01014 Berantevilla	Total	2017	443
01014 Berantevilla	Total	2016	449
01014 Berantevilla	Total	2015	467
01014 Berantevilla	Total	2014	477
01014 Berantevilla	Total	2013	479
01014 Berantevilla	Total	2012	480
01014 Berantevilla	Total	2011	494
01014 Berantevilla	Total	2010	499
01014 Berantevilla	Total	2009	438
01014 Berantevilla	Total	2008	447
01014 Berantevilla	Total	2007	446
01014 Berantevilla	Total	2006	442
01014 Berantevilla	Total	2005	458
01014 Berantevilla	Total	2004	458
01014 Berantevilla	Total	2003	464
01014 Berantevilla	Total	2002	467
01014 Berantevilla	Total	2001	457
01014 Berantevilla	Total	2000	430
01014 Berantevilla	Total	1999	422
01014 Berantevilla	Total	1998	406
01014 Berantevilla	Total	1997	""
01014 Berantevilla	Total	1996	403
01014 Berantevilla	Hombres	2024	238
01014 Berantevilla	Hombres	2023	237
01014 Berantevilla	Hombres	2022	240
01014 Berantevilla	Hombres	2021	242
01014 Berantevilla	Hombres	2020	240
01014 Berantevilla	Hombres	2019	243
01014 Berantevilla	Hombres	2018	238
01014 Berantevilla	Hombres	2017	236
01014 Berantevilla	Hombres	2016	231
01014 Berantevilla	Hombres	2015	237
01014 Berantevilla	Hombres	2014	245
