date;interest;mortgage
2000-01;;
2000-02;0.0290469163794248;0.04890553706908
2000-03;0.0306580653721213;0.0497483879527665
2000-04;0.034324074074074;0.052974074074074
2000-05;0.0363106250825954;0.0540106250825954
2000-06;0.0373226367867338;0.0530041182682153
2000-07;0.0373226367867338;0.0573849026827986
2000-08;0.0373226367867338;0.059511977935382
2000-09;0.0373226367867338;0.0582629921259842
2000-10;0.0373226367867338;0.0624385620915033
2000-11;0.0373226367867338;0.0613090433873496
2000-12;0.0373226367867338;0.0599484611371937
2001-01;0.0373226367867338;0.0682879417879417
2001-02;0.0373226367867338;0.0597985645308625
2001-03;0.0373226367867338;0.0557656258131667
2001-04;0.0373226367867338;0.0544468487123073
2001-05;0.0373226367867338;0.0552399331017627
2001-06;0.0373226367867338;0.0575915492957746
2001-07;0.0373226367867338;0.0608014959723819
2001-08;0.0373226367867338;0.0587689350249904
2001-09;0.0373226367867338;0.05440665640631
2001-10;0.0373226367867338;0.0545325402916348
2001-11;0.0373226367867338;0.0532390593047034
2001-12;0.0373226367867338;0.0452237242614143
2002-01;0.0373226367867338;0.0467540870893813
2002-02;0.0373226367867338;0.046846687015134
2002-03;0.0373226367867338;0.0431864398171662
2002-04;0.0373226367867338;0.0450813659891426
2002-05;0.0373226367867338;0.0483146304675716
2002-06;0.0373226367867338;0.0507018190942164
2002-07;0.0373226367867338;0.0512041420861051
2002-08;0.0373226367867338;0.0494717803744188
2002-09;0.0373226367867338;0.0456886991461575
2002-10;0.0373226367867338;0.0445202404809619
2002-11;0.0373226367867338;0.0457497188554292
2002-12;0.0373226367867338;0.0386231711891959
2003-01;0.0373226367867338;0.0428466401194624
2003-02;0.0373226367867338;0.0366149439601493
2003-03;0.0373226367867338;0.0332942197965765
2003-04;0.0373226367867338;0.0362966452886039
2003-05;0.0373226367867338;0.0379388252678239
2003-06;0.0373226367867338;0.0348677141096735
2003-07;0.0373226367867338;0.0356769230769231
2003-08;0.0373226367867338;0.0318208923949215
2003-09;0.0373226367867338;0.0298307692307692
2003-10;0.0373226367867338;0.0320283296541576
2003-11;0.0373226367867338;0.0326101640950281
2003-12;0.0373226367867338;0.0301400244798041
2004-01;0.0373226367867338;0.0360405125076266
2004-02;0.0373226367867338;0.0309758409785933
2004-03;0.0373226367867338;0.0257538930925067
2004-04;0.0373226367867338;0.0264066213921902
2004-05;0.0373226367867338;0.0278629343629342
2004-06;0.0373226367867338;0.03091888381044
2004-07;0.0373226367867338;0.0343639817263766
2004-08;0.0373226367867338;0.0306518072289157
2004-09;0.0373226367867338;0.031617879042924
2004-10;0.0373226367867338;0.0288365121306751
2004-11;0.0373226367867338;0.0337177892092356
2004-12;0.0373226367867338;0.0284690410630912
2005-01;0.0373226367867338;0.0389208109719737
2005-02;0.0373226367867338;0.029199423907825
2005-03;0.0373226367867338;0.0250659172446783
2005-04;0.0373226367867338;0.028345697329377
2005-05;0.0373226367867338;0.0304723404255318
2005-06;0.0373226367867338;0.0309384288747344
2005-07;0.0373226367867338;0.0324604453870626
2005-08;0.0373226367867338;0.0291409530549656
2005-09;0.0373226367867338;0.0263223111320311
2005-10;0.0373226367867338;0.0291244907515803
2005-11;0.0373226367867338;0.0343185894441849
2005-12;0.0373226367867338;0.0298062024575776
2006-01;0.0373226367867338;0.0393486354093772
2006-02;0.0373226367867338;0.0331880492091387
2006-03;0.0373226367867338;0.0307581960509404
2006-04;0.0373226367867338;0.0308790219537694
2006-05;0.0373226367867338;0.0363459496884375
2006-06;0.0373226367867338;0.0391943837035333
2006-07;0.0373226367867338;0.0423649494020239
2006-08;0.0373226367867338;0.0413788716177316
2006-09;0.0373226367867338;0.0435
2006-10;0.0373226367867338;0.043794754400092
2006-11;0.0373226367867338;0.0450551724137929
2006-12;0.0373226367867338;0.0416933011605193
2007-01;0.0373226367867338;0.0522505093281447
2007-02;0.0373226367867338;0.045023791992637
2007-03;0.0373226367867338;0.0417463347481932
2007-04;0.0373226367867338;0.0426182336182335
2007-05;0.0373226367867338;0.0471220133620201
2007-06;0.0373226367867338;0.0494832806145504
2007-07;0.0373226367867338;0.0540827897528495
2007-08;0.0373226367867338;0.0520211901798846
2007-09;0.0373226367867338;0.0495690785754664
2007-10;0.0373226367867338;0.0492565667943231
2007-11;0.0373226367867338;0.0488194372828158
2007-12;0.0373226367867338;0.0497861746014049
2008-01;0.0373226367867338;0.0580867295946695
2008-02;0.0373226367867338;0.0506325529542921
2008-03;0.0373226367867338;0.0431243945789823
2008-04;0.0373226367867338;0.0495096809680968
2008-05;0.0373226367867338;0.0480493146178308
2008-06;0.0373226367867338;0.052085701830863
2008-07;0.0373226367867338;0.0596199218325914
2008-08;0.0373226367867338;0.0617135044036098
2008-09;0.0373226367867338;0.0586489547038326
2008-10;0.0371739484838603;0.0603739484838603
2008-11;0.0392225119513255;0.0650891786179922
2008-12;0.0284876060564436;0.0578101867016049
2009-01;0.0315345415560187;0.0567087351044058
2009-02;0.0159210671370299;0.0383210671370299
2009-03;0.0128799212319548;0.0342670180061483
2009-04;0.009473619922701;0.0308902865893676
2009-05;0.0104227828074185;0.0319550408719347
2009-06;0.0080392156862745;0.0286392156862745
2009-07;0.0165231572080888;0.0363231572080888
2009-08;0.0066075727730356;0.0255075727730356
2009-09;0.0097818737048751;0.0269818737048751
2009-10;0.0077101733725874;0.0246101733725874
2009-11;0.0088033072236728;0.0249033072236728
2009-12;0.0068488536346844;0.0221488536346844
2010-01;0.0181239168110918;0.0333239168110918
2010-02;0.0069422299879873;0.0227422299879873
